municipio,voronoi_plant_raw,voronoi_plant,d_euclidean,network_plant_raw,network_plant,d_network,beta_assigned,misallocated,_norm,beta_mum_mean,beta_mum_std,beta_mum_min,beta_mum_max,n_pairs,utm_x,utm_y
Zarza. La,14,14,18494.37782642704,14,14,30386.0119334,1.6429864372069187,0,la zarza,1.3163682503075618,0.11375741268581838,1.1266671913350732,1.8310390772479488,300.0,220951.068092139,4301549.95986298
Ribera del Fresno,2,1,507.8512614538078,2,1,599.1625206,1.179799216969155,0,ribera del fresno,1.2476878461759873,0.08975238401995941,1.0483853480765282,1.6512130397671303,300.0,218028.792754119,4272121.48311273
Burguillos del Cerro,5,5,10239.075328993084,5,5,12557.4356728,1.226422823283878,0,burguillos del cerro,1.261046786183346,0.09961191545573116,1.1258543248261035,2.0104719651216527,300.0,186427.125312274,4254283.19671764
Orellana la Vieja,17,3,17349.880188732423,17,3,25732.9822141,1.4831792458608353,0,orellana la vieja,1.376753141119899,0.26310889784669395,1.1323121230230193,4.9419970233860955,300.0,280448.872765263,4320425.98257526
ZahÂ¡nos,8,8,34622.18520358762,13,13,48823.1252513,1.4101687968049124,1,zahanos,,,,,,154558.043961957,4250039.7360852
Puebla de Sancho Pârez,5,5,7955.418909884289,5,5,16650.8461613,2.0930194060066394,0,puebla de sancho parez,,,,,,,
Solana de los Barros,9,9,24372.08128640913,14,14,27640.8112099,1.1341177999973948,1,solana de los barros,1.244331058530589,0.1319322239189968,1.039926743263506,2.2686915312081433,300.0,192628.756595015,4292382.91168752
Valdelacalzada,4,4,5783.654776027909,18,18,25482.5956073,4.405967609429293,1,valdelacalzada,1.3338920677928103,0.29016789149827643,1.0756909427936958,5.140359032336688,300.0,179119.796748155,4311121.52191737
LobÃ³n,4,4,13693.286858202278,4,4,18797.0608856,1.3727208872675125,0,loba3n,,,,,,185833.310338901,4306467.35070999
Monterrubio de la Serena,16,16,3545.115595877848,16,16,6048.9566014,1.7062790867619497,0,monterrubio de la serena,1.2460642169083853,0.10364535986304597,1.0833046412091543,1.987854678190479,300.0,287148.775343739,4274027.30723098
Fuentes de LeÃ³n,8,8,12476.085121910028,8,8,17385.6661278,1.3935193578687557,0,fuentes de lea3n,,,,,,189675.859134885,4219378.23330193
Garrovilla. La,14,14,7696.807884513601,14,14,17954.9690776,2.332781244771145,0,la garrovilla,1.2970131938473966,0.13610794651792746,1.055745684576971,2.2306958115294693,300.0,198539.938044477,4313652.36502644
Berlanga,10,10,18397.78328712889,10,10,28292.7523103,1.5378348504677541,0,berlanga,1.2355997837978399,0.08064098000437833,1.0616208008830532,1.6929553579957,300.0,252650.474433837,4241128.02990056
Higuera la Real,8,8,5919.874828587839,5,5,60809.5740084,10.272104692947682,1,higuera la real,1.2235907938743926,0.07242473935387927,1.1230268016449578,1.7246634623864354,300.0,176793.013622453,4227933.7002794
Villar del Rey,18,18,25772.446889776424,18,18,27718.4357519,1.0755065621221835,0,villar del rey,1.2897765035955657,0.10473555686514571,1.0508834381034338,1.818208658234984,300.0,167542.663595038,4338566.28989181
Granja de Torrehermosa,16,16,31686.87007402976,16,16,44021.0463071,1.3892519584374856,0,granja de torrehermosa,1.251072225733489,0.07898886101407426,1.058142014135675,1.7838976827814292,300.0,273049.541257479,4243628.07080504
MedellÂ¡n,3,3,10095.22632319643,3,3,17051.076752,1.6890237233038234,0,medellan,,,,,,243950.53556185,4316925.87894331
Bienvenida,10,10,17907.198368247646,2,1,33064.2365839,1.8464215285920007,1,bienvenida,1.2528349488248745,0.08237512309077337,1.0713322921525976,1.7754279451513812,300.0,219443.46491441,4244013.63346861
Codosera. La,39,39,23793.1262442104,39,39,35394.5134733,1.4875940685563578,0,la codosera,1.286895751433312,0.07956085400579206,1.112448893611457,1.616190241583763,300.0,139734.35554601,4348134.85537526
Valencia del Ventoso,5,5,10242.678485975046,5,5,17505.7821345,1.7091019852346316,0,valencia del ventoso,1.2332219062151988,0.09794782257466703,1.1006871006983867,1.8122743644720287,300.0,196205.065608124,4241213.64596825
Coronada. La,17,3,4864.330925448042,17,3,5438.5785014,1.1180527362864536,0,la coronada,1.2996690538103812,0.1635780653129446,1.0638930462224117,2.94008369320005,300.0,268599.447152557,4311326.17069941
TorremejÂ¡a,14,14,13702.503547375643,14,14,16068.2475932,1.1726504968705118,0,torremejaa,,,,,,206697.645517188,4298978.53842531
Siruela,11,11,3253.024848357282,11,11,3687.4448453,1.1335433995107944,0,siruela,1.3699686517254739,0.20611654172393865,1.1086928615301685,3.2941642166440417,300.0,322546.984187536,4316376.31409884
Higuera de Vargas,13,13,28067.820991878576,13,13,34603.2753077,1.2328450903870471,0,higuera de vargas,1.2438885245722362,0.07301882703421415,1.0843827788914249,1.7100336804415122,300.0,153287.045855984,4262862.96744994
Segura de LeÃ³n,8,8,9255.476273020911,8,8,11361.0517047,1.2274950925882333,0,segura de lea3n,,,,,,190656.301240721,4225230.53342205
SalvaleÃ³n,9,9,28212.110599365536,13,13,39703.631184,1.407325802306081,1,salvalea3n,,,,,,169863.663790317,4269404.11659907
Pueblonuevo del Guadiana,4,4,2878.6148999979337,18,18,17642.6767016,6.128877017072574,1,pueblonuevo del guadiana,1.3350935009714975,0.34949371342972957,1.062485433807087,6.722196033239698,300.0,174503.538437169,4315036.37176893
Alange,14,14,18755.13219614948,14,14,24966.8330052,1.331200054688274,0,alange,1.2788739719129987,0.09575505707767401,1.1438679925051956,1.8058008621190695,300.0,217966.889248342,4298087.44004889
Puebla de Obando,4,4,33316.79088338731,18,18,43667.0884925,1.3106631021378965,1,puebla de obando,1.3399167595714156,0.15306254442888598,1.0843238578147407,2.268426507139529,300.0,186736.392813196,4342911.20828484
Albuera. La,4,4,20649.391651879658,4,4,22465.3687338,1.0879433695934109,0,la albuera,1.2476066523616207,0.11420799400242734,1.0397174872842183,2.200173025946079,300.0,167736.085267601,4292512.54141989
Usagre,10,10,18896.901053398666,2,1,24923.2796511,1.3189083003965603,1,usagre,1.240002493659132,0.08371905787936118,1.0713322921525976,1.6813157143605697,300.0,223458.597186722,4250267.30977057
Fuenlabrada de los Montes,11,11,22040.378251680435,11,11,33618.0158553,1.5252921465962974,0,fuenlabrada de los montes,1.4279815029918927,0.37578257517134483,1.0890756465162086,5.794300508604257,300.0,333046.431007462,4333425.89643132
Alconchel,13,13,18948.21447747816,13,13,22273.9776364,1.1755185515170752,0,alconchel,1.2408859385545108,0.06818024689017502,1.0465945693256744,1.5740149783899944,300.0,145191.636633673,4271016.32766759
Oliva de MÃ©rida,12,1,26073.570300097566,1,1,32404.4389955,1.2428078940680687,0,oliva de marida,,,,,,228900.929205502,4298220.74069683
Salvatierra de los Barros,9,9,19427.994936629995,9,9,26764.557837,1.3776284132408063,0,salvatierra de los barros,1.2398172519382473,0.1107417250524599,1.079343245323658,1.825684827750417,300.0,178721.064239294,4266819.64927304
Villalba de los Barros,9,9,11714.745000134291,9,9,14889.6061003,1.2710141023239783,0,villalba de los barros,1.2321329583218348,0.10582577004318874,1.0568737172335774,1.8461153166362647,300.0,194612.591293342,4279819.31539555
Casas de Don Pedro,11,11,25282.954473122987,11,11,33489.3263813,1.3245812081377115,0,casas de don pedro,1.3843585908351557,0.2686712662854926,1.0618683713551542,3.8220966984059963,300.0,298747.997151436,4330925.78555651
Esparragalejo,14,14,5336.021238277295,14,14,13499.5465227,2.5298899535599024,0,esparragalejo,1.2755740947123568,0.12514084449380383,1.064848879009403,2.4398715873646952,300.0,202274.773257213,4316313.78985354
MontemolÃ­n,10,10,18162.110574112045,10,10,28423.9395481,1.5650130215931504,0,montemolan,,,,,,218601.742519996,4227961.0489293
Roca de la Sierra. La,4,4,24371.522884994625,18,18,34585.1994405,1.4190824103894577,1,la roca de la sierra,1.2761372218051001,0.10618889044726962,1.0508834381034338,1.7614003837807952,300.0,181228.02521265,4335453.55515984
Campillo de Llerena,6,6,30311.59366618093,10,10,42735.0321746,1.4098576487015948,1,campillo de llerena,1.2784318383322406,0.09349369771052723,1.0381274979682968,1.8862807418471372,300.0,253200.344357668,4265427.35573756
Cabeza la Vaca,8,8,19595.77532372632,8,8,23303.7601647,1.189223686213839,0,cabeza la vaca,1.2983588863196915,0.10191242623031183,1.1191938065235632,1.7913162633122817,300.0,200108.096565672,4221009.17211816
Villar de Rena,38,36,11550.92963352235,17,3,19675.7205342,1.7033884854685997,1,villar de rena,1.3100178584472455,0.19511829317007442,1.037665149272261,2.7545106271294593,300.0,256899.892457757,4329175.6024318
Trujillanos,14,14,12085.643982355536,14,14,16622.2856685,1.3753744271110209,0,trujillanos,1.293463025554697,0.15716333674489877,1.0660031258837346,2.579512726361254,300.0,217635.776352278,4316503.63598875
Valle de la Serena,6,6,12737.672270779422,15,6,30617.6914144,2.4037116643861096,0,valle de la serena,1.2952324798796049,0.16047004524105804,1.1163093702260138,2.742833713284476,300.0,256770.086678079,4287426.76408689
Parra. La,9,9,13889.765957591522,9,9,19451.1216502,1.4003923255142314,0,la parra,1.2340805000615145,0.11586034593809184,1.0486273340600176,1.9674187827667637,300.0,184244.369114037,4270008.86006424
Mirandilla,14,14,13277.890530435514,14,14,18470.0903376,1.391041016286657,0,mirandilla,1.3420648288336992,0.17198717373964148,1.0819293701725623,2.579512726361254,300.0,215349.757680452,4322268.24643587
Haba. La,3,3,4970.374817506334,3,3,11653.033084,2.344497852145162,0,la haba,1.289492254542157,0.15472208962025838,1.0590347148463337,2.3114559329815725,300.0,257269.955357967,4311626.10215401
Villagonzalo,14,14,17656.13178138769,14,14,35569.9918657,2.0145970989634496,0,villagonzalo,1.2864772482537665,0.11007303624415712,1.084963803472348,1.9365437110404282,300.0,222733.144718811,4306544.74259423
Feria,9,9,8685.736469212608,9,9,14715.4742388,1.6942114570204094,0,feria,1.2411909358161373,0.12122114678449357,1.0847955745496578,2.2529631642232664,300.0,189381.716188934,4268830.82719124
Medina de las Torres,5,5,6026.207956964354,5,5,12467.3509905,2.068855087566595,0,medina de las torres,1.2283373104335433,0.09275154087688872,1.0923257264313408,1.9830014451689382,300.0,201954.859122503,4249461.92266417
Valdetorres,3,3,18259.338200631788,3,3,28456.1828867,1.5584454690540424,0,valdetorres,1.3723284205200714,0.15009704155009979,1.1589880108899475,2.121519581303991,300.0,234068.148568638,4312012.22747101
Almendral,13,13,23286.90733369485,13,13,25561.5434475,1.097678754899062,0,almendral,1.2333750542637492,0.09395497166874583,1.0524035820479327,1.8653536810509672,300.0,167409.247159862,4280948.85713938
Corte de Peleas,4,4,21007.600552486023,4,4,26151.7756286,1.2448720910920605,0,corte de peleas,1.2794414723219816,0.1751555790630175,1.0369552805447189,2.8086331755195526,300.0,181123.314786399,4292787.19755654
Cheles,13,13,26526.5774569616,13,13,30650.2310299,1.1554536607532153,0,cheles,1.2316692520304109,0.06594992328773247,1.0697393951943288,1.5605190525643962,300.0,126861.594089967,4271511.87340683
Puebla de Alcocer,11,11,14631.0018421087,11,11,21416.065775,1.4637456823608326,0,puebla de alcocer,1.3847255404059025,0.21100951011212996,1.106473310508677,2.86672610000742,300.0,304747.787391049,4317726.18376403
Torre de Miguel Sesmero,13,13,25192.444045516284,13,13,28335.9300225,1.1247789206678098,0,torre de miguel sesmero,1.2480470928101008,0.10368095454724481,1.0539382000394348,2.0072650110112877,300.0,169648.950744681,4281454.13961979
Valdecaballeros,45,45,26825.871607729823,11,11,67269.8220883,2.5076472098269615,1,valdecaballeros,2.041629276123473,0.5810009919219409,1.2373805271107365,5.178954809153731,300.0,311177.365142787,4346075.42409472
PeÃ±alsordo,7,7,13142.81913406931,7,7,18075.0163156,1.3752769577985946,0,peaalsordo,,,,,,316497.339563731,4299026.76612878
Valle de Santa Ana,5,5,27237.20526670436,9,9,49431.2028463,1.8148412203922515,1,valle de santa ana,1.2690823674175267,0.11209039007713362,1.1492495726103074,2.507841728889714,300.0,169100.865605342,4253406.09905679
Valverde de MÃ©rida,14,14,14629.283973124326,14,14,27914.7305341,1.9081405887931744,0,valverde de marida,,,,,,220789.401334391,4312035.46156158
Castilblanco,45,45,33986.75436755587,11,11,57663.1372143,1.6966355948759222,1,castilblanco,1.8256911636769106,0.5275066990270626,1.187395520928027,4.548012433234252,300.0,319896.947148144,4350625.34531156
Bodonal de la Sierra,8,8,5905.708222210945,8,8,7259.8062507,1.2292863069997921,0,bodonal de la sierra,1.2173075351450766,0.07339943474890233,1.0535298566546418,1.5392538697728684,300.0,188247.87230358,4228294.37775305
Nava de Santiago. La,14,14,19397.60394642308,14,14,36038.287198,1.8578731320393547,0,la nava de santiago,1.3377912971877568,0.14154650688857545,1.059864960612878,2.4398715873646952,300.0,196892.451748007,4329703.97455812
Esparragosa de la Serena,15,6,9136.555109522258,15,6,12640.1531529,1.3834703563191162,0,esparragosa de la serena,1.2862237423156302,0.12203422082513875,1.090246738684394,2.2469215882682154,300.0,273349.366874407,4281177.0289042
Maguilla,10,10,22811.555812891227,10,10,26081.8721675,1.1433622669770143,0,maguilla,1.2720070388378666,0.08010121644868927,1.0526923646223318,1.7016840403908697,300.0,252300.451872141,4250477.77037682
Calera de LeÃ³n,8,8,25917.50248103844,8,8,32799.8812567,1.2655494595089474,0,calera de lea3n,,,,,,207555.919285026,4223013.20623579
Ahillones,10,10,14597.715921530737,10,10,20341.6671587,1.3934828755433777,0,ahillones,1.246042869441869,0.07986971694494717,1.070410953897382,1.6781865506466398,300.0,249400.634213316,4238628.07790323
Higuera de la Serena,6,6,12594.668086312591,15,6,21664.0202503,1.7200945750879801,0,higuera de la serena,1.2699405790613225,0.12197744420410665,1.0585173888449002,2.3135478425716602,300.0,261549.900673448,4281126.97414319
Esparragosa de Lares,11,11,15856.738830137936,11,11,25664.4921329,1.6185227244911837,0,esparragosa de lares,1.4119485518655046,0.227762277708963,1.1485372891760763,3.0300062221459636,300.0,303447.849131883,4316626.20507748
Torremayor,14,14,12801.214311475182,14,14,23120.3231049,1.8061039009537265,0,torremayor,1.302587197363967,0.15556570071883777,1.0426427221602754,2.2686915312081433,300.0,193403.41925182,4311784.94700223
VillagarcÃ­a de la Torre,10,10,8686.416190864886,2,1,37153.5768489,4.277204319080721,1,villagarcaa de la torre,,,,,,230851.198602885,4242971.17940474
Cordobilla de LÃ¡cara,41,41,24486.014428453924,41,41,30955.1828573,1.264198505957286,0,cordobilla de lacara,,,,,,203220.290435113,4338961.01819424
Benquerencia de la Serena,15,6,6811.032914999259,15,6,9678.3081995,1.4209751032308808,0,benquerencia de la serena,1.2530862877376119,0.11783288096057692,1.0577760248403445,2.057147056038054,300.0,283108.902471605,4286576.93830036
Llera,2,1,19428.81739804233,2,1,23141.6940764,1.191101527297888,0,llera,1.2633877445402313,0.09235487599502613,1.0718504953617034,1.6734639536597327,300.0,233412.833084715,4259991.49764378
San Pedro de MÃ©rida,14,14,18133.592609592048,14,14,23262.7659078,1.2828547772433574,0,san pedro de marida,,,,,,223983.262323626,4316084.95195536
Calzadilla de los Barros,5,5,15411.537742307508,5,5,32046.9167302,2.079410715922611,0,calzadilla de los barros,1.2307214057830143,0.10582657225372068,1.0593798914746786,1.7754279451513812,300.0,210057.669460203,4244573.87193963
Puebla de la Reina,12,1,14952.330523197825,1,1,24039.8678423,1.6077672845047997,0,puebla de la reina,1.278233584956956,0.1050676347932154,1.1071168987960942,1.909024432079909,300.0,230165.878876168,4284206.44688934
Acedera,17,3,18486.95848056796,17,3,33910.7459662,1.834306384246187,0,acedera,1.3802101657407264,0.5093734611790066,1.0571102647961839,9.558853850001736,300.0,275659.04898293,4328475.72110089
TÃ¡liga,13,13,18293.310726496024,13,13,23137.0963382,1.2647845261103141,0,taliga,,,,,,150141.420061748,4272147.56876966
Valencia del Mombuey,8,8,44390.7985674346,5,5,69191.165712,1.5586826086692462,1,valencia del mombuey,1.239682892440969,0.07244268069749472,1.0713198069205057,1.7100336804415122,300.0,139569.318114953,4240931.60676457
Puebla del Maestre,10,10,16345.965390280431,10,10,24454.3008906,1.4960450671907646,0,puebla del maestre,1.2743783001004214,0.14285960280378027,1.1082691749760007,2.2965969410899514,300.0,230154.15928455,4219866.44339936
Manchita,3,3,17977.866844237047,3,3,45832.348449,2.549376344040057,0,manchita,1.3977084047111024,0.2076886577275571,1.073672081790682,2.742833713284476,300.0,237735.977024441,4300746.69445125
Morera. La,9,9,16862.27908971044,9,9,23296.1273983,1.3815527114905584,0,la morera,1.2358668080703616,0.11637043023697231,1.0330589418430194,1.8217226805564484,300.0,181743.226267398,4272859.92165057
Fuente del Arco,10,10,14206.59844307657,10,10,16862.8128994,1.1869704748090426,0,fuente del arco,1.2422155765434062,0.1204969323477317,1.0471024192652505,2.4328990981689134,300.0,246350.817688772,4226678.3835443
Don Ãlvaro,14,14,12321.334769283168,14,14,36786.4257977,2.985587721340694,0,don alvaro,,,,,,215924.624506303,4305138.48413944
Alconera,5,5,4382.439522363505,5,5,7442.0989167,1.6981635179956533,0,alconera,1.2879065607960403,0.15419098611468282,1.142031125660738,2.8325884110325075,300.0,196554.636944378,4255829.19741158
Nogales,9,9,26026.82218954756,9,9,32961.7894842,1.2664546306939286,0,nogales,1.2497351491733268,0.11786492556201551,1.0330589418430194,2.015286909457124,300.0,173664.497412427,4277680.81260759
Helechosa de los Montes,11,11,40521.1102783511,11,11,86494.8937622,2.134563766097272,0,helechosa de los montes,1.9062733917888883,0.5204202496217702,1.3442813270386889,4.483608769480427,300.0,335556.230971104,4353315.35167669
Valverde de Llerena,10,10,18063.413333779947,10,10,28310.2222079,1.56726869306355,0,valverde de llerena,1.2515344360558325,0.09517075256774696,1.0846575900582558,2.1323117039929587,300.0,253110.484706801,4233428.23321664
Palomas,12,1,15724.087577468328,1,1,20293.7016081,1.290612349245603,0,palomas,1.2664212273923439,0.10094951871012812,1.1071168987960942,1.750907558632248,300.0,227488.109463734,4287388.78472634
Trasierra,10,10,4863.387121293103,10,10,6913.3958795,1.4215187290420406,0,trasierra,1.2607017011724615,0.10715854464297438,1.075120032007704,2.1671291696465187,300.0,237821.182993814,4231358.21735097
Valencia de las Torres,10,10,19695.19747107138,10,10,23705.9272609,1.2036399886682854,0,valencia de las torres,1.2537637108230015,0.08118880903384504,1.0760872809643607,1.6795866510804682,300.0,237793.73442067,4254945.70489405
Garlitos,11,11,11045.10182224977,11,11,20667.2245175,1.871166499874811,0,garlitos,1.417953275754112,0.2095811643777246,1.2094993666016267,3.1880864570655225,300.0,322497.035622686,4305626.62060681
Rena,38,36,13453.628722671345,17,3,16858.8660717,1.2531092108473552,1,rena,1.285574146348143,0.16583836629578574,1.0637938382353336,2.791934461786852,300.0,257149.89155388,4326605.6779018
Malpartida de la Serena,6,6,7456.006371409078,15,6,11885.4043739,1.5940711128515077,0,malpartida de la serena,1.2934507663266226,0.13279315133384484,1.0585173888449002,2.2469215882682154,300.0,270449.478434479,4284076.93406681
Peraleda del Zaucejo,16,16,15780.05180248352,16,16,25156.2170577,1.5941783571167254,0,peraleda del zaucejo,1.276829236704212,0.09864734853607879,1.0381274979682968,1.8762470895446461,300.0,276349.313082905,4261577.58989138
Magacela,17,3,5063.654660889039,17,3,12503.1548243,2.469195800588974,0,magacela,1.3184046739874618,0.17958725467659814,1.067920694009666,2.560029048989161,300.0,263049.710176429,4308926.20042429
EntrÃ­n Bajo,4,4,20470.32232503053,4,4,29754.3436447,1.4535356684793004,0,entran bajo,,,,,,177276.286706572,4292237.39490415
Villarta de los Montes,11,11,36837.08753722764,11,11,117130.6867133,3.179694556333409,0,villarta de los montes,2.0331424310870374,0.5400530350457966,1.4447085883172472,5.794300508604257,300.0,345438.831755784,4342153.71911201
Carmonita,41,41,16669.36002121502,41,41,20965.5425556,1.2577293026797218,0,carmonita,1.323074268902902,0.1367734774034125,1.1101429205904143,2.001312042131418,300.0,211568.112826852,4339360.43647563
Cristina,3,3,22604.725950182343,3,3,34612.5059647,1.5312066176330175,0,cristina,1.304530839203896,0.12471905898390138,1.1026331216340344,1.7622725778616994,300.0,231126.84850758,4303386.30007753
Hinojosa del Valle,2,1,8932.482838830565,2,1,10362.2552379,1.1600643880169628,0,hinojosa del valle,1.2557124633365697,0.08817003050380946,1.0718504953617034,1.638205303874484,300.0,222290.457466017,4264325.46575369
Garbayuela,11,11,11332.1102171275,11,11,15105.8177777,1.3330101356470103,0,garbayuela,1.3918155201480915,0.2775102642055907,1.0952728963507528,4.080978672999146,300.0,327246.742800876,4324276.12668639
Puebla del Prior,12,1,2319.326328094571,2,1,3995.5533892,1.722721525126015,0,puebla del prior,1.300244690890701,0.11562974672256415,1.095594169035293,1.909024432079909,300.0,221552.582814066,4274046.07325644
Retamal de Llerena,6,6,23763.070342169063,15,6,35939.8272777,1.512423553025575,0,retamal de llerena,1.2914304993570338,0.10942271312604596,1.1039245344452782,2.0422019131022746,300.0,252850.320044944,4273827.12227472
Mengabril,3,3,6891.672642422954,3,3,11636.4572063,1.6884808391318031,0,mengabril,1.2959126017900415,0.13378850393001068,1.0963242662822825,2.05410477065427,300.0,245900.459149506,4313795.97574382
Malcocinado,10,10,31479.724541745352,10,10,54902.0381253,1.7440444261986554,0,malcocinado,1.2656698004594367,0.14337564451797202,1.0703514145583608,2.4328990981689134,300.0,264050.042812532,4222928.581465
Valle de Matamoros,5,5,28561.495525222374,5,5,40596.6705077,1.4213776191043457,0,valle de matamoros,1.2850735862304061,0.11413590841205082,1.122849546063661,2.507841728889714,300.0,167913.569871452,4254887.61817503
Zarza-Capilla,7,7,9876.749252456912,7,7,12881.6754816,1.3042424336525087,0,zarza capilla,1.3776615366442682,0.17373782657806106,1.1051038196330192,2.641536751801035,300.0,312897.505378877,4297676.79066143
Higuera de Llerena,10,10,16670.872811743528,10,10,19994.492515,1.199366868237109,0,higuera de llerena,1.2562799147106531,0.07876457616880389,1.0616208008830532,1.6615194994427653,300.0,238151.082715089,4251827.6561949
Baterno,11,11,15468.441387595964,11,11,17136.1621472,1.107814402098803,0,baterno,1.3807966639968139,0.2544305757714343,1.1086928615301685,4.166035805631466,300.0,334576.455120106,4313776.45501871
Atalaya,5,5,2845.606962625202,5,5,4330.4614947,1.5218059105059794,0,atalaya,1.2540777273298025,0.0963671536180257,1.1339182355569628,1.8122743644720287,300.0,196455.892130757,4248616.72105768
Valverde de Burguillos,5,5,6215.341424022229,5,5,9338.0980183,1.5024272008949258,0,valverde de burguillos,1.2342517922290082,0.09103033096255914,1.093852881184847,1.8679046946228048,300.0,190992.51821022,4248170.12000351
Orellana de la Sierra,17,3,21711.4300279053,17,3,31068.6149705,1.4309796697208836,0,orellana de la sierra,1.3983022323134555,0.27710361723691096,1.131715747124663,5.059843639767059,300.0,283948.69779355,4323275.91457814
Lapa. La,9,9,8277.330615959909,9,9,20765.1355932,2.508675387831165,0,la lapa,1.3016848089657234,0.17929729521837368,1.04935768566966,2.8325884110325075,300.0,193001.626906219,4262076.84619949
Tamurejo,11,11,12256.328858867097,11,11,15365.0373555,1.253641080655554,0,tamurejo,1.4113679334232514,0.2918233486982759,1.1290356425508647,4.437495370470346,300.0,331446.57499916,4317826.32319584
AljucÃ©n,14,14,15512.46777407552,14,14,23940.5723556,1.5433116577111963,0,aljucan,,,,,,211840.269404487,4327111.57203259
Sancti-SpÃ­ritus,11,11,7491.047520120275,11,11,8122.7255646,1.0843243942563567,0,sancti sparitus,,,,,,314047.395592809,4310856.42171211
Reina,10,10,8317.343938397375,10,10,11175.5151478,1.3436398964106506,0,reina,1.2507053821769076,0.10579023035147801,1.0543481301776536,2.1834788865366055,300.0,241951.000169711,4230628.25275545
Casas de Reina,10,10,5687.569171910668,10,10,8343.018331,1.466886481522521,0,casas de reina,1.247611274353293,0.10462336343737846,1.049730310003923,1.995029575289803,300.0,240051.075676744,4232528.18788725
Capilla,7,7,15052.814712965386,7,7,21428.5025775,1.4235545302396544,0,capilla,1.4194049742577766,0.22111096771404903,1.1600039010000187,3.0012209284423683,300.0,319217.218628472,4298938.78399716
Risco,11,11,7742.484526214607,11,11,11731.4237247,1.5152014427642173,0,risco,1.4090114108084164,0.1792598399321124,1.2019542140417716,2.911942969375106,300.0,316147.308964447,4309126.48913831
Carrascalejo. El,14,14,13072.64199822258,14,14,19984.258321,1.528708452638507,0,el carrascalejo,1.2956497841119454,0.1508528722112429,1.0751523491114625,2.406573044236363,300.0,211231.484859327,4324725.7016114
CÂ ceres,46,46,6703.526145136975,46,46,11233.9628066,1.6758288941335149,0,ca ceres,,,,,,209931.265405466,4375060.50578505
Plasencia,29,29,3867.6832880648367,29,29,5715.5346252,1.4777669730190655,0,plasencia,1.2696249568721634,0.157557375993855,1.0618731836393875,2.1179295010866857,300.0,236452.023540043,4435654.78131379
Navalmoral de la Mata,34,27,3414.1679952984555,34,27,7244.8232865,2.121987932777948,0,navalmoral de la mata,1.320337892552209,0.24176084742782397,1.0479258997540568,2.623236452906161,300.0,282748.322160822,4418923.20248728
Coria,32,20,6253.856378559428,32,20,7626.6581812,1.2195128444821748,0,coria,1.2740019461006529,0.16129454280292616,1.0489733060279334,2.259530708272951,300.0,198208.225088929,4431998.57932882
Miajadas,36,36,1408.3579036727658,43,36,2777.5606524,1.9721980081601265,0,miajadas,1.282948764627131,0.17134165535692647,1.034904902940639,2.204931388085222,300.0,248850.221863826,4337725.31666395
Trujillo,19,19,2721.137903300105,19,19,10958.8891194,4.027318536892021,0,trujillo,1.2883874799291346,0.19158293500157703,1.0551409269231462,2.6161627918837094,300.0,252149.923161933,4371824.37487833
Talayuela,27,27,2863.3537462861927,27,27,4022.2201749,1.4047234576296668,0,talayuela,1.4261630228933972,0.30929590048322414,1.0479258997540568,2.6604021942551843,300.0,277348.524341814,4428622.89287009
Moraleja,20,20,1999.5834194183644,20,20,3086.5879063,1.5436154732658376,0,moraleja,1.295453804455378,0.20893905637520552,1.0543104740489477,2.544354724092837,300.0,188032.678076841,4441711.30289468
Arroyo de la Luz,46,46,13733.279652645228,46,46,22808.4594273,1.6608166442534185,0,arroyo de la luz,1.33790073547695,0.1411300887906466,1.0880304347342662,1.88592833970094,300.0,191995.938011372,4376758.45163021
JaraÂ¡z de la Vera,26,22,3821.904274405429,26,22,4754.4990083,1.2440131062779312,0,jaraaz de la vera,,,,,,265099.037928359,4438122.55310308
Valencia de AlcÂ ntara,39,39,912.6329708749053,39,39,2594.4903617,2.8428628424554554,0,valencia de alca ntara,,,,,,134848.214153567,4371239.38864991
Montehermoso,25,25,2923.303013938291,25,25,3911.9313853,1.3381888113028089,0,montehermoso,1.3325716388695923,0.18938370143533675,1.0852491742446941,2.4105434373995545,300.0,214541.463959952,4442978.89011619
Casar de CÃ¡ceres,46,46,4808.059210988537,46,46,5993.7516064,1.2466051983514745,0,casar de caceres,,,,,,206558.428001299,4384610.16715891
Malpartida de Plasencia,29,29,7319.375029413806,29,29,11505.3875663,1.5719084648708652,0,malpartida de plasencia,1.3000891262279133,0.16446419510869922,1.090666303566953,2.161063607947768,300.0,239985.232530875,4430084.12087274
Malpartida de CÃ¡ceres,46,46,10314.851501921685,46,46,14919.1565708,1.4463762825883166,0,malpartida de caceres,,,,,,198418.407841524,4372318.94043278
HervÃ¡s,23,22,5530.491995688884,22,22,30217.2119261,5.463747520049726,0,hervas,,,,,,256899.297373708,4462121.82189268
Torrejoncillo,32,20,5453.501930441895,29,29,36498.8907198,6.692743705848934,1,torrejoncillo,1.3013062568002507,0.2225541108357968,1.0489733060279334,3.815453817952142,300.0,203771.846229836,4422297.93994547
Jarandilla de la Vera,28,22,1806.1482468075887,28,22,3343.4990986,1.851176449391525,0,jarandilla de la vera,1.4505821455514503,0.49248101057290544,1.1845001264201516,4.814619988879202,300.0,273548.619114794,4445422.39709535
AlcuÃ©scar,41,41,7382.765908713828,41,41,9227.3615894,1.249851573718328,0,alcuascar,,,,,,221158.401421056,4341882.68917396
