mun_key,name,prod,plant_id,dist_km,cost
parra,Parra. La,695.0000,9,19.4511,10.3882
mirandilla,Mirandilla,688.5000,14,18.4701,10.0616
haba,Haba. La,683.5000,3,11.6530,7.8254
villagonzalo,Villagonzalo,674.0000,14,35.5700,16.0466
feria,Feria,670.5000,9,14.7155,8.7308
medina de las torres,Medina de las Torres,669.0000,5,12.4674,11.8363
valdetorres,Valdetorres,665.5000,3,28.4562,13.7065
almendral,Almendral,653.5000,13,25.5615,15.7093
corte de peleas,Corte de Peleas,653.5000,9,35.6324,16.0517
cheles,Cheles,643.5000,13,30.6502,17.4903
puebla de alcocer,Puebla de Alcocer,636.0000,11,21.4161,15.6981
torre de miguel sesmero,Torre de Miguel Sesmero,628.5000,13,28.3359,16.6803
valdecaballeros,Valdecaballeros,609.0000,11,67.2698,31.7470
pealsordo,Peñalsordo,605.0000,7,18.0750,17.7704
valle de santa ana,Valle de Santa Ana,596.0000,9,49.4312,20.8813
valverde de mrida,Valverde de Mérida,579.5000,14,27.9147,13.3672
castilblanco,Castilblanco,575.5000,11,57.6631,28.3846
bodonal de la sierra,Bodonal de la Sierra,569.5000,8,7.2598,11.3827
nava de santiago,Nava de Santiago. La,544.5000,14,36.0383,16.2105
esparragosa de la serena,Esparragosa de la Serena,544.0000,6,12.6402,12.4089
maguilla,Maguilla,542.0000,10,26.0819,15.5912
calera de len,Calera de León,530.0000,8,32.7999,20.3217
ahillones,Ahillones,526.0000,10,20.3417,13.5821
higuera de la serena,Higuera de la Serena,521.5000,6,21.6640,15.5672
esparragosa de lares,Esparragosa de Lares,510.5000,11,25.6645,17.1851
torremayor,Torremayor,502.0000,14,23.1203,11.6892
villagarca de la torre,Villagarcía de la Torre,493.0000,9,47.3492,20.1526
cordobilla de lcara,Cordobilla de Lácara,483.5000,41,30.9552,19.6606
benquerencia de la serena,Benquerencia de la Serena,474.0000,6,9.6783,11.3722
llera,Llera,473.5000,1,23.1417,16.7109
san pedro de mrida,San Pedro de Mérida,440.0000,14,23.2628,11.7390
calzadilla de los barros,Calzadilla de los Barros,431.5000,9,32.4265,14.9296
puebla de la reina,Puebla de la Reina,430.0000,1,24.0399,17.0252
acedera,Acedera,410.5000,3,33.9107,15.6156
tliga,Táliga,400.5000,13,23.1371,14.8607
valencia del mombuey,Valencia del Mombuey,391.0000,5,69.1912,31.6897
puebla del maestre,Puebla del Maestre,388.5000,10,24.4543,15.0216
manchita,Manchita,382.0000,3,45.8323,19.7882
morera,Morera. La,376.0000,9,23.2961,11.7340
fuente del arco,Fuente del Arco,375.0000,10,16.8628,12.3645
don lvaro,Don Álvaro,371.5000,14,36.7864,16.4723
alconera,Alconera,368.5000,5,7.4421,10.0775
nogales,Nogales,362.0000,9,32.9618,15.1170
helechosa de los montes,Helechosa de los Montes,358.0000,11,86.4949,38.4757
valverde de llerena,Valverde de Llerena,357.0000,10,28.3102,16.3711
palomas,Palomas,350.5000,1,20.2937,15.7141
trasierra,Trasierra,345.5000,10,6.9134,8.8822
valencia de las torres,Valencia de las Torres,343.5000,10,23.7059,14.7596
garlitos,Garlitos,340.5000,11,20.6672,15.4360
rena,Rena,334.5000,3,16.8589,9.6475
malpartida de la serena,Malpartida de la Serena,331.0000,6,11.8854,12.1447
peraleda del zaucejo,Peraleda del Zaucejo,304.0000,6,41.3400,22.4538
magacela,Magacela,303.5000,3,12.5032,8.1230
entrn bajo,Entrín Bajo,301.0000,9,39.2350,17.3126
villarta de los montes,Villarta de los Montes,293.5000,11,117.1307,49.1983
carmonita,Carmonita,290.5000,41,20.9655,16.1642
cristina,Cristina,281.0000,3,34.6125,15.8612
hinojosa del valle,Hinojosa del Valle,279.0000,1,10.3623,12.2380
garbayuela,Garbayuela,273.5000,11,15.1058,13.4895
puebla del prior,Puebla del Prior,272.5000,1,3.9956,10.0097
retamal de llerena,Retamal de Llerena,250.5000,6,35.9398,20.5637
mengabril,Mengabril,243.5000,3,11.6365,7.8196
malcocinado,Malcocinado,224.5000,10,54.9020,25.6783
valle de matamoros,Valle de Matamoros,211.5000,5,40.5967,21.6816
zarzacapilla,Zarza-Capilla,201.5000,7,12.8817,15.9527
higuera de llerena,Higuera de Llerena,176.5000,10,19.9945,13.4606
baterno,Baterno,176.0000,11,17.1362,14.2002
atalaya,Atalaya,169.0000,5,4.3305,8.9884
valverde de burguillos,Valverde de Burguillos,161.0000,5,9.3381,10.7411
orellana de la sierra,Orellana de la Sierra,155.5000,3,31.0686,14.6209
lapa,Lapa. La,148.0000,9,20.7651,10.8481
tamurejo,Tamurejo,129.5000,11,15.3650,13.5803
aljucn,Aljucén,126.0000,14,23.9406,11.9763
sanctispritus,Sancti-Spíritus,118.5000,11,8.1227,11.0455
reina,Reina,100.5000,10,11.1755,10.3740
casas de reina,Casas de Reina,98.0000,10,8.3430,9.3826
capilla,Capilla,93.5000,7,21.4285,18.9441
risco,Risco,83.0000,11,11.7314,12.3085
carrascalejo,Carrascalejo. El,168.5000,27,55.6994,25.5721
cceres,C ceres,46565.5000,46,11.2340,7.1677
plasencia,Plasencia,20574.0000,29,5.7155,7.0914
navalmoral de la mata,Navalmoral de la Mata,8614.0000,27,7.2448,8.6130
coria,Coria,6448.0000,20,7.6267,10.1369
miajadas,Miajadas,5169.0000,36,2.7776,9.7620
trujillo,Trujillo,4911.0000,19,10.9589,12.2928
talayuela,Talayuela,4611.0000,27,4.0222,7.4850
moraleja,Moraleja,3999.0000,20,3.0866,8.5478
arroyo de la luz,Arroyo de la Luz,3258.5000,46,22.8085,11.2188
jaraz de la vera,Jara¡z de la Vera,3233.5000,22,4.7545,7.1527
valencia de alcntara,Valencia de Alc ntara,3089.0000,39,2.5945,9.4786
montehermoso,Montehermoso,2899.5000,25,3.9119,9.9069
casar de cceres,Casar de Cáceres,2439.5000,46,5.9938,5.3336
malpartida de plasencia,Malpartida de Plasencia,2313.5000,29,11.5054,9.1178
malpartida de cceres,Malpartida de Cáceres,2234.5000,46,14.9192,8.4575
hervs,Hervás,2063.0000,22,30.2172,16.0646
torrejoncillo,Torrejoncillo,1669.0000,29,36.4989,17.8655
jarandilla de la vera,Jarandilla de la Vera,1564.5000,22,3.3435,6.6588
alcuscar,Alcuéscar,1505.0000,41,9.2274,12.0559
losar de la vera,Losar de la Vera,1483.0000,22,6.8176,7.8748
madroera,Madroñera,1458.0000,19,15.5799,13.9102
valverde del fresno,Valverde del Fresno,1254.5000,31,47.3763,24.9412
garrovillas de alcontar,Garrovillas de Alconétar,1140.0000,46,28.0215,13.0434
aldeanueva de la vera,Aldeanueva de la Vera,1137.5000,22,8.3083,8.3965
cabezuela del valle,Cabezuela del Valle,1064.5000,22,5.5061,7.4157
brozas,Brozas,1061.5000,46,50.9591,21.0715
villanueva de la vera,Villanueva de la Vera,1054.0000,22,22.7405,13.4478
guadalupe,Guadalupe,1048.0000,45,29.2546,19.0333
logrosn,Logrosán,1045.0000,45,1.6342,9.3661
sierra de fuentes,Sierra de Fuentes,1042.5000,46,21.8591,10.8865
navaconcejo,Navaconcejo,1037.0000,22,8.5443,8.4791
ceclavn,Ceclavín,1027.0000,20,26.9120,16.8867
montnchez,Montánchez,1020.0000,41,2.7051,9.7731
almoharn,Almoharín,998.5000,36,13.6985,13.5843
aliseda,Aliseda,991.0000,46,32.4126,14.5802
galisteo,Galisteo,984.0000,29,16.0670,10.7144
madrigalejo,Madrigalejo,976.5000,45,40.5956,23.0026
cilleros,Cilleros,934.0000,31,36.7426,21.2194
zarza de granadilla,Zarza de Granadilla,932.0000,22,12.1692,9.7478
madrigal de la vera,Madrigal de la Vera,909.5000,22,32.2220,16.7663
caamero,Cañamero,893.5000,45,11.8755,12.9506
serradilla,Serradilla,883.0000,29,32.9451,16.6217
torreorgaz,Torreorgaz,882.0000,46,24.3017,11.7414
pinofranqueado,Pinofranqueado,843.5000,31,30.4517,19.0176
zorita,Zorita,836.5000,45,22.3224,16.6070
gata,Gata,831.0000,31,18.1474,14.7110
alcntara,Alcántara,826.5000,46,59.5616,24.0824
guijo de galisteo,Guijo de Galisteo,805.5000,25,8.5064,11.5149
piornal,Piornal,768.5000,22,24.3700,14.0181
ahigal,Ahigal,728.5000,22,26.8394,14.8824
peraleda de la mata,Peraleda de la Mata,726.5000,27,20.2591,13.1680
navas del madroo,Navas del Madro¤o,722.0000,46,40.9936,17.5836
nuomoral,Nuñomoral,717.5000,31,56.2838,28.0588
valdefuentes,Valdefuentes,707.5000,41,11.1289,12.7214
zarza la mayor,Zarza la Mayor,704.5000,20,28.4585,17.4280
casatejada,Casatejada,699.5000,27,3.2326,7.2087
casar de palomero,Casar de Palomero,689.0000,22,43.0577,20.5588
jerte,Jerte,666.0000,22,5.6127,7.4530
almaraz,Almaraz,660.5000,27,1.2109,6.5011
majadas,Majadas,648.5000,27,8.7718,9.1474
caaveral,Cañaveral,642.0000,46,36.2117,15.9099
rosalejo,Rosalejo,642.0000,27,27.3059,15.6343
caminomorisco,Caminomorisco,629.0000,31,34.9630,20.5965
riolobos,Riolobos,628.5000,29,21.3485,12.5629
castaar de ibor,Casta¤ar de Ibor,612.5000,27,41.1503,20.4799
tornavacas,Tornavacas,590.5000,22,12.6935,9.9313
torrecillas de la tiesa,Torrecillas de la Tiesa,589.5000,19,18.4863,14.9274
pesga,Pesga. La,561.5000,22,42.7913,20.4656
carcaboso,Carcaboso,554.0000,29,14.2418,10.0756
garganta la olla,Garganta la Olla,531.0000,22,13.3687,10.1676
torremocha,Torremocha,519.0000,46,32.6225,14.6537
eljas,Eljas,516.5000,31,48.3404,25.2786
campo lugar,Campo Lugar,515.0000,36,14.2870,13.7903
ala,Al¡a,510.5000,45,39.3957,22.5826
arroyomolinos,Arroyomolinos,499.5000,41,8.4681,11.7901
monroy,Monroy,497.0000,46,37.3759,16.3174
torno,Torno. El,494.0000,29,28.4863,15.0611
cumbre,Cumbre. La,491.0000,19,20.8920,15.7694
hoyos,Hoyos,488.0000,31,25.7836,17.3837
mohedas de granadilla,Mohedas de Granadilla,488.0000,22,31.0260,16.3477
perales del puerto,Perales del Puerto,485.0000,31,25.4482,17.2663
talavn,Talav n,461.5000,46,33.2239,14.8642
san martn de trevejo,San Martín de Trevejo,458.0000,31,46.3888,24.5955
cuacos de yuste,Cuacos de Yuste,457.5000,22,11.3222,9.4514
tejeda de titar,Tejeda de Tiétar,443.5000,22,17.0374,11.4517
acehche,Acehúche,426.0000,20,28.8354,17.5599
escurial,Escurial,425.5000,36,1.6927,9.3823
garciaz,Garciaz,425.5000,19,34.3665,20.4855
membro,Membrío,425.5000,39,25.6593,17.5513
deleitosa,Deleitosa,419.0000,27,27.3501,15.6498
santibez el bajo,Santibáñez el Bajo,414.5000,22,30.5731,16.1892
saucedilla,Saucedilla,402.0000,27,5.7937,8.1050
aldeanueva del camino,Aldeanueva del Camino,400.0000,22,0.8181,5.7749
albal,Albalá,399.0000,41,3.3523,9.9996
aldeacentenera,Aldeacentenera,387.0000,19,35.4113,20.8512
casas del monte,Casas del Monte,383.0000,22,9.5827,8.8426
valdeobispo,Valdeobispo,380.5000,29,19.0561,11.7606
holguera,Holguera,379.0000,29,25.9148,14.1611
mirabel,Mirabel,365.0000,29,21.9504,12.7736
aldea del cano,Aldea del Cano,360.5000,46,29.6193,13.6026
baos de montemayor,Baños de Montemayor,351.5000,22,38.3568,18.9135
navezuelas,Navezuelas,349.0000,45,33.3380,20.4625
casas de milln,Casas de Millán,345.0000,46,40.9803,17.5789
salorino,Salorino,344.5000,39,30.2064,19.1427
torrecilla de los ngeles,Torrecilla de los Ángeles,343.5000,31,20.0253,15.3683
acebo,Acebo,342.5000,31,27.6818,18.0481
santiago de alcntara,Santiago de Alcántara,342.5000,39,27.0105,18.0242
pasarn de la vera,Pasarón de la Vera,338.5000,22,13.1780,10.1009
villamiel,Villamiel,337.5000,31,38.4017,21.8001
villar del pedroso,Villar del Pedroso,336.5000,27,49.6095,23.4406
belvs de monroy,Belvís de Monroy,335.0000,27,11.4938,10.1001
casas del castaar,Casas del Castañar,319.5000,29,27.2620,14.6326
torre de santa mara,Torre de Santa María,316.0000,41,7.8643,11.5788
guijo de granadilla,Guijo de Granadilla,312.5000,22,25.5668,14.4370
torremenga,Torremenga,310.5000,22,7.0712,7.9635
zarza de montnchez,Zarza de Montánchez,309.5000,41,18.5585,15.3218
aceituna,Aceituna,308.5000,25,11.2633,12.4799
torrejn el rubio,Torrejón el Rubio,307.0000,29,40.8312,19.3819
torrequemada,Torrequemada,302.0000,46,27.3595,12.8116
jaraicejo,Jaraicejo,295.0000,27,29.0561,16.2469
valverde de la vera,Valverde de la Vera,294.0000,22,19.6465,12.3649
torre de don miguel,Torre de Don Miguel,284.0000,31,14.2101,13.3330
pozuelo de zarzn,Pozuelo de Zarzón,282.0000,25,11.7727,12.6581
villa del campo,Villa del Campo,277.5000,25,12.9002,13.0528
plasenzuela,Plasenzuela,269.0000,41,29.1741,19.0372
bohonal de ibor,Bohonal de Ibor,267.5000,27,19.9464,13.0585
berzocana,Berzocana,264.0000,45,18.5289,15.2793
casares de las hurdes,Casares de las Hurdes,264.0000,31,64.0249,30.7682
hernnprez,Hernán-Pérez,259.0000,31,14.1510,13.3123
villanueva de la sierra,Villanueva de la Sierra,257.0000,25,18.6722,15.0730
cadalso,Cadalso,253.0000,31,3.9093,9.7277
navalvillar de ibor,Navalvillar de Ibor,252.0000,27,48.2619,22.9690
arroyomolinos de la vera,Arroyomolinos de la Vera,248.5000,22,18.5665,11.9869
cedillo,Cedillo,248.5000,39,45.4721,24.4857
garganta,Garganta. La,245.0000,22,44.7002,21.1337
ibahernando,Ibahernando,244.0000,19,15.4882,13.8781
calzadilla,Calzadilla,242.5000,20,17.9964,13.7663
barrado,Barrado,238.5000,22,25.6866,14.4789
casillas de coria,Casillas de Coria,235.0000,20,17.4483,13.5744
villasbuenas de gata,Villasbuenas de Gata,228.0000,31,16.5321,14.1457
valdelacasa de tajo,Valdelacasa de Tajo,227.5000,27,41.0754,20.4537
abertura,Abertura,227.0000,36,15.5004,14.2150
palomero,Palomero,226.0000,22,37.3520,18.5618
serrejn,Serrejón,222.0000,27,13.6532,10.8559
hinojal,Hinojal,220.5000,46,26.5424,12.5257
gargantilla,Gargantilla,220.0000,22,4.7205,7.1408
santibez el alto,Santibáñez el Alto,218.0000,31,11.6499,12.4369
cabaas del castillo,Cabañas del Castillo,211.5000,45,33.4845,20.5137
robledillo de trujillo,Robledillo de Trujillo,210.0000,19,24.1111,16.8961
cabezabellosa,Cabezabellosa,209.0000,22,26.6982,14.8330
morcillo,Morcillo,209.0000,25,7.0003,10.9878
portaje,Portaje,207.5000,20,4.6164,9.0833
guijo de santa brbara,Guijo de Santa Bárbara,205.0000,22,8.1350,8.3359
robledollano,Robledollano,201.0000,27,41.0972,20.4613
puerto de santa cruz,Puerto de Santa Cruz,196.5000,19,16.2934,14.1599
herreruela,Herreruela,193.0000,39,41.7361,23.1782
valdastillas,Valdastillas,190.0000,22,19.2731,12.2342
cabrero,Cabrero,184.5000,29,28.8121,15.1752
herguijuela,Herguijuela,183.0000,19,17.7271,14.6617
talaveruela de la vera,Talaveruela de la Vera,182.5000,22,18.5210,11.9710
granja,Granja. La,180.5000,22,7.7760,8.2102
aldea del obispo,Aldea del Obispo. La,175.0000,19,15.8707,14.0120
casas de don gmez,Casas de Don Gómez,173.5000,20,11.1570,11.3725
aldehuela de jerte,Aldehuela de Jerte,169.0000,29,18.4301,11.5415
gordo,Gordo. El,169.0000,27,25.4810,14.9956
carrascalejo,Carrascalejo,168.5000,27,55.6994,25.5721
mata de alcntara,Mata de Alcántara,165.0000,46,53.3581,21.9112
fresnedoso de ibor,Fresnedoso de Ibor,164.5000,27,33.0917,17.6594
abada,Abadía,162.5000,22,5.1397,7.2875
santa cruz de paniagua,Santa Cruz de Paniagua,157.5000,25,22.3791,16.3704
villamesas,Villamesías,155.5000,36,14.9147,14.0100
santa marta de magasca,Santa Marta de Magasca,154.5000,46,40.5514,17.4288
santiago del campo,Santiago del Campo,153.5000,46,27.6035,12.8970
robledillo de la vera,Robledillo de la Vera,152.5000,22,7.3737,8.0694
salvatierra de santiago,Salvatierra de Santiago,151.0000,41,16.9232,14.7494
santa ana,Santa Ana,149.5000,41,23.8511,17.1742
peraleda de san romn,Peraleda de San Román,147.0000,27,29.9426,16.5572
oliva de plasencia,Oliva de Plasencia,143.0000,29,15.5325,10.5273
herrera de alcntara,Herrera de Alcántara,142.5000,39,47.1743,25.0815
santa cruz de la sierra,Santa Cruz de la Sierra,135.0000,19,15.0822,13.7360
portezuelo,Portezuelo,134.0000,20,15.4047,12.8592
alcollarn,Alcollarín,133.0000,36,16.9913,14.7368
viandar de la vera,Viandar de la Vera,133.0000,22,17.6388,11.6622
millanes,Millanes,128.5000,27,6.1734,8.2380
marchagaz,Marchagaz,124.0000,22,40.1780,19.5509
rebollar,Rebollar,118.5000,22,18.7922,12.0659
guijo de coria,Guijo de Coria,115.5000,25,13.8485,13.3847
valdemorales,Valdemorales,115.0000,41,17.2140,14.8512
villar de plasencia,Villar de Plasencia,114.5000,22,19.2638,12.2309
ladrillar,Ladrillar,114.0000,31,68.9860,32.5046
carbajo,Carbajo,113.5000,39,32.5025,19.9464
romangordo,Romangordo,112.0000,27,11.1645,9.9848
casas de don antonio,Casas de Don Antonio,106.5000,41,22.4438,16.6816
valdehncar,Valdehúncar,106.0000,27,9.9152,9.5476
conquista de la sierra,Conquista de la Sierra,105.0000,19,21.4418,15.9619
piedras albas,Piedras Albas,103.5000,20,42.2762,22.2642
collado,Collado,100.5000,22,7.9814,8.2821
botija,Botija,99.5000,46,43.3759,18.4174
hulaga,Huélaga,98.0000,20,9.5492,10.8097
cerezo,Cerezo,95.0000,22,30.4637,16.1509
descargamara,Descargamaría,95.0000,31,6.0756,10.4859
segura de toro,Segura de Toro,93.0000,22,6.4228,7.7366
toril,Toril,89.5000,27,10.2692,9.6715
mesas de ibor,Mesas de Ibor,86.5000,27,27.3883,15.6632
pescueza,Pescueza,78.5000,20,12.3150,11.7778
villa del rey,Villa del Rey,78.5000,46,57.7549,23.4501
jarilla,Jarilla,77.0000,22,13.8110,10.3225
casas de miravete,Casas de Miravete,72.5000,27,14.2107,11.0510
gargera,Gargüera,66.0000,29,25.1362,13.8886
robledillo de gata,Robledillo de Gata,62.0000,31,9.0349,11.5217
valdecaas de tajo,Valdecañas de Tajo,59.5000,27,36.1255,18.7212
pedroso de acim,Pedroso de Acim,57.5000,46,42.9388,18.2644
berrocalejo,Berrocalejo,52.5000,27,32.8937,17.5901
garvn,Garvín,52.5000,27,34.2801,18.0753
higuera,Higuera,50.0000,27,13.5535,10.8210
benquerencia,Benquerencia,49.0000,41,21.3633,16.3034
cachorrilla,Cachorrilla,46.5000,20,14.1785,12.4300
campillo de deleitosa,Campillo de Deleitosa,39.5000,27,41.0068,20.4296
ruanes,Ruanes,34.0000,41,20.7219,16.0789
