mun_key,name,prod,plant_id,dist_km,cost
aldea del cano,Aldea del Cano,360.5000,46,29.6193,16.6892
baos de montemayor,Baños de Montemayor,351.5000,22,38.3568,22.8274
navezuelas,Navezuelas,349.0000,45,33.3380,23.7963
casas de milln,Casas de Millán,345.0000,29,36.7409,21.5871
salorino,Salorino,344.5000,39,30.2064,22.1634
torrecilla de los ngeles,Torrecilla de los Ángeles,343.5000,31,20.0253,17.8250
acebo,Acebo,342.5000,31,27.6818,21.2704
santiago de alcntara,Santiago de Alcántara,342.5000,39,27.0105,20.7252
pasarn de la vera,Pasarón de la Vera,338.5000,22,13.1780,11.4970
villamiel,Villamiel,337.5000,31,38.4017,26.0944
villar del pedroso,Villar del Pedroso,336.5000,27,49.6095,28.4016
belvs de monroy,Belvís de Monroy,335.0000,27,11.4938,11.2495
casas del castaar,Casas del Castañar,319.5000,29,27.2620,17.3215
torre de santa mara,Torre de Santa María,316.0000,41,7.8643,12.3762
guijo de granadilla,Guijo de Granadilla,312.5000,22,25.5668,17.0719
torremenga,Torremenga,310.5000,22,7.0712,8.7489
zarza de montnchez,Zarza de Montánchez,309.5000,41,18.5585,17.1886
aceituna,Aceituna,308.5000,25,11.2633,13.6062
torrejn el rubio,Torrejón el Rubio,307.0000,29,40.8312,23.4277
torrequemada,Torrequemada,302.0000,46,27.3595,15.6722
jaraicejo,Jaraicejo,295.0000,27,29.0561,19.1525
valverde de la vera,Valverde de la Vera,294.0000,22,19.6465,14.4078
torre de don miguel,Torre de Don Miguel,284.0000,31,14.2101,15.2082
pozuelo de zarzn,Pozuelo de Zarzón,282.0000,25,11.7727,13.8354
villa del campo,Villa del Campo,277.5000,25,12.9002,14.3428
plasenzuela,Plasenzuela,269.0000,41,29.1741,21.9656
bohonal de ibor,Bohonal de Ibor,267.5000,27,19.9464,15.0532
berzocana,Berzocana,264.0000,45,18.5289,17.1322
casares de las hurdes,Casares de las Hurdes,264.0000,21,13.6926,18.7929
hernnprez,Hernán-Pérez,259.0000,31,14.1510,15.1816
villanueva de la sierra,Villanueva de la Sierra,257.0000,25,18.6722,16.9402
cadalso,Cadalso,253.0000,31,3.9093,10.5728
navalvillar de ibor,Navalvillar de Ibor,252.0000,27,48.2619,27.7951
arroyomolinos de la vera,Arroyomolinos de la Vera,248.5000,22,18.5665,13.9218
cedillo,Cedillo,248.5000,39,45.4721,29.0330
garganta,Garganta. La,245.0000,22,44.7002,25.6819
ibahernando,Ibahernando,244.0000,19,15.4882,15.4269
calzadilla,Calzadilla,242.5000,20,17.9964,15.5659
barrado,Barrado,238.5000,22,25.6866,17.1258
casillas de coria,Casillas de Coria,235.0000,20,17.4483,15.3193
villasbuenas de gata,Villasbuenas de Gata,228.0000,31,16.5321,16.2531
valdelacasa de tajo,Valdelacasa de Tajo,227.5000,27,41.0754,24.5612
abertura,Abertura,227.0000,36,15.5004,15.7650
palomero,Palomero,226.0000,22,37.3520,22.3753
serrejn,Serrejón,222.0000,27,13.6532,12.2212
hinojal,Hinojal,220.5000,46,26.5424,15.3046
gargantilla,Gargantilla,220.0000,22,4.7205,7.6911
santibez el alto,Santibáñez el Alto,218.0000,31,11.6499,14.0561
cabaas del castillo,Cabañas del Castillo,211.5000,45,33.4845,23.8622
robledillo de trujillo,Robledillo de Trujillo,210.0000,19,24.1111,19.3072
cabezabellosa,Cabezabellosa,209.0000,22,26.6982,17.5810
morcillo,Morcillo,209.0000,25,7.0003,11.6878
portaje,Portaje,207.5000,20,4.6164,9.5449
guijo de santa brbara,Guijo de Santa Bárbara,205.0000,22,8.1350,9.2276
robledollano,Robledollano,201.0000,27,41.0972,24.5710
puerto de santa cruz,Puerto de Santa Cruz,196.5000,19,16.2934,15.7893
herreruela,Herreruela,193.0000,39,41.7361,27.3518
valdastillas,Valdastillas,190.0000,22,19.2731,14.2397
cabrero,Cabrero,184.5000,29,28.8121,18.0191
herguijuela,Herguijuela,183.0000,19,17.7271,16.4344
talaveruela de la vera,Talaveruela de la Vera,182.5000,22,18.5210,13.9013
granja,Granja. La,180.5000,22,7.7760,9.0661
aldea del obispo,Aldea del Obispo. La,175.0000,19,15.8707,15.5991
casas de don gmez,Casas de Don Gómez,173.5000,20,11.1570,12.4882
aldehuela de jerte,Aldehuela de Jerte,169.0000,29,18.4301,13.3472
gordo,Gordo. El,169.0000,27,25.4810,17.5437
carrascalejo,Carrascalejo,168.5000,27,55.6994,31.1420
mata de alcntara,Mata de Alcántara,165.0000,44,16.7367,21.8994
fresnedoso de ibor,Fresnedoso de Ibor,164.5000,27,33.0917,20.9685
abada,Abadía,162.5000,22,5.1397,7.8797
santa cruz de paniagua,Santa Cruz de Paniagua,157.5000,25,22.3791,18.6083
villamesas,Villamesías,155.5000,36,14.9147,15.5014
santa marta de magasca,Santa Marta de Magasca,154.5000,46,40.5514,21.6086
santiago del campo,Santiago del Campo,153.5000,46,27.6035,15.7821
robledillo de la vera,Robledillo de la Vera,152.5000,22,7.3737,8.8850
salvatierra de santiago,Salvatierra de Santiago,151.0000,41,16.9232,16.4528
santa ana,Santa Ana,149.5000,41,23.8511,19.5703
peraleda de san romn,Peraleda de San Román,147.0000,27,29.9426,19.5514
oliva de plasencia,Oliva de Plasencia,143.0000,29,15.5325,12.0432
herrera de alcntara,Herrera de Alcántara,142.5000,39,47.1743,29.7989
santa cruz de la sierra,Santa Cruz de la Sierra,135.0000,19,15.0822,15.2442
portezuelo,Portezuelo,134.0000,20,15.4047,14.3996
alcollarn,Alcollarín,133.0000,36,16.9913,16.4359
viandar de la vera,Viandar de la Vera,133.0000,22,17.6388,13.5043
millanes,Millanes,128.5000,27,6.1734,8.8553
marchagaz,Marchagaz,124.0000,22,40.1780,23.6470
rebollar,Rebollar,118.5000,22,18.7922,14.0233
guijo de coria,Guijo de Coria,115.5000,25,13.8485,14.7696
valdemorales,Valdemorales,115.0000,41,17.2140,16.5836
villar de plasencia,Villar de Plasencia,114.5000,22,19.2638,14.2356
ladrillar,Ladrillar,114.0000,21,22.2623,22.6493
carbajo,Carbajo,113.5000,39,32.5025,23.1966
romangordo,Romangordo,112.0000,27,11.1645,11.1013
casas de don antonio,Casas de Don Antonio,106.5000,41,22.4438,18.9370
valdehncar,Valdehúncar,106.0000,27,9.9152,10.5391
conquista de la sierra,Conquista de la Sierra,105.0000,19,21.4418,18.1060
piedras albas,Piedras Albas,103.5000,20,42.2762,26.4918
collado,Collado,100.5000,22,7.9814,9.1585
botija,Botija,99.5000,41,31.0967,22.8308
hulaga,Huélaga,98.0000,20,9.5492,11.7647
cerezo,Cerezo,95.0000,22,30.4637,19.2755
descargamara,Descargamaría,95.0000,31,6.0756,11.5476
segura de toro,Segura de Toro,93.0000,22,6.4228,8.4571
toril,Toril,89.5000,27,10.2692,10.6984
mesas de ibor,Mesas de Ibor,86.5000,27,27.3883,18.4020
pescueza,Pescueza,78.5000,20,12.3150,13.0093
villa del rey,Villa del Rey,78.5000,44,8.9269,18.3850
jarilla,Jarilla,77.0000,22,13.8110,11.7818
casas de miravete,Casas de Miravete,72.5000,27,14.2107,12.4721
gargera,Gargüera,66.0000,29,25.1362,16.3649
robledillo de gata,Robledillo de Gata,62.0000,31,9.0349,12.8793
valdecaas de tajo,Valdecañas de Tajo,59.5000,27,36.1255,22.3337
pedroso de acim,Pedroso de Acim,57.5000,29,38.3615,22.3163
berrocalejo,Berrocalejo,52.5000,27,32.8937,20.8794
garvn,Garvín,52.5000,27,34.2801,21.5033
higuera,Higuera,50.0000,27,13.5535,12.1764
benquerencia,Benquerencia,49.0000,41,21.3633,18.4508
cachorrilla,Cachorrilla,46.5000,20,14.1785,13.8479
campillo de deleitosa,Campillo de Deleitosa,39.5000,27,41.0068,24.5303
ruanes,Ruanes,34.0000,41,20.7219,18.1622
