mun_key,name,prod,plant_id,dist_km,cost
helechosa de los montes,Helechosa de los Montes,322.2000,11,86.4949,38.7140
valverde de llerena,Valverde de Llerena,321.3000,10,28.3102,16.7001
palomas,Palomas,315.4500,1,20.2937,15.8274
trasierra,Trasierra,310.9500,10,6.9134,9.2112
valencia de las torres,Valencia de las Torres,309.1500,10,23.7059,15.0886
garlitos,Garlitos,306.4500,11,20.6672,15.6743
rena,Rena,301.0500,3,16.8589,9.8933
malpartida de la serena,Malpartida de la Serena,297.9000,6,11.8854,12.4106
peraleda del zaucejo,Peraleda del Zaucejo,273.6000,6,41.3400,22.7198
magacela,Magacela,273.1500,3,12.5032,8.3688
entrn bajo,Entrín Bajo,270.9000,9,39.2350,17.5907
villarta de los montes,Villarta de los Montes,264.1500,11,117.1307,49.4365
carmonita,Carmonita,261.4500,41,20.9655,16.0984
cristina,Cristina,252.9000,3,34.6125,16.1071
hinojosa del valle,Hinojosa del Valle,251.1000,1,10.3623,12.3514
garbayuela,Garbayuela,246.1500,11,15.1058,13.7278
puebla del prior,Puebla del Prior,245.2500,1,3.9956,10.1231
retamal de llerena,Retamal de Llerena,225.4500,6,35.9398,20.8297
mengabril,Mengabril,219.1500,3,11.6365,8.0655
malcocinado,Malcocinado,202.0500,10,54.9020,26.0072
valle de matamoros,Valle de Matamoros,190.3500,5,40.5967,21.9870
zarzacapilla,Zarza-Capilla,181.3500,7,12.8817,17.1854
higuera de llerena,Higuera de Llerena,158.8500,10,19.9945,13.7896
baterno,Baterno,158.4000,11,17.1362,14.4385
atalaya,Atalaya,152.1000,5,4.3305,9.2938
valverde de burguillos,Valverde de Burguillos,144.9000,5,9.3381,11.0465
orellana de la sierra,Orellana de la Sierra,139.9500,3,31.0686,14.8667
lapa,Lapa. La,133.2000,9,20.7651,11.1263
tamurejo,Tamurejo,116.5500,11,15.3650,13.8186
aljucn,Aljucén,113.4000,14,23.9406,12.2140
sanctispritus,Sancti-Spíritus,106.6500,11,8.1227,11.2838
reina,Reina,90.4500,10,11.1755,10.7029
casas de reina,Casas de Reina,88.2000,10,8.3430,9.7116
capilla,Capilla,84.1500,7,21.4285,20.1768
risco,Risco,74.7000,11,11.7314,12.5468
carrascalejo,Carrascalejo. El,151.6500,27,55.6994,25.8991
cceres,C ceres,41908.9500,46,11.2340,7.3848
plasencia,Plasencia,18516.6000,29,5.7155,7.3960
navalmoral de la mata,Navalmoral de la Mata,7752.6000,27,7.2448,8.9400
coria,Coria,5803.2000,20,7.6267,10.4425
miajadas,Miajadas,4652.1000,36,2.7776,9.8136
trujillo,Trujillo,4419.9000,19,10.9589,12.5167
talayuela,Talayuela,4149.9000,27,4.0222,7.8121
moraleja,Moraleja,3599.1000,20,3.0866,8.8535
arroyo de la luz,Arroyo de la Luz,2932.6500,46,22.8085,11.4359
jaraz de la vera,Jara¡z de la Vera,2910.1500,22,4.7545,7.4689
valencia de alcntara,Valencia de Alc ntara,2780.1000,39,2.5945,9.6383
montehermoso,Montehermoso,2609.5500,25,3.9119,10.0860
casar de cceres,Casar de Cáceres,2195.5500,46,5.9938,5.5507
malpartida de plasencia,Malpartida de Plasencia,2082.1500,29,11.5054,9.4225
malpartida de cceres,Malpartida de Cáceres,2011.0500,46,14.9192,8.6746
hervs,Hervás,1856.7000,22,30.2172,16.3809
torrejoncillo,Torrejoncillo,1502.1000,29,36.4989,18.1702
jarandilla de la vera,Jarandilla de la Vera,1408.0500,22,3.3435,6.9751
alcuscar,Alcuéscar,1354.5000,41,9.2274,11.9901
losar de la vera,Losar de la Vera,1334.7000,22,6.8176,8.1910
madroera,Madroñera,1312.2000,19,15.5799,14.1341
valverde del fresno,Valverde del Fresno,1129.0500,31,47.3763,25.1527
garrovillas de alcontar,Garrovillas de Alconétar,1026.0000,46,28.0215,13.2604
aldeanueva de la vera,Aldeanueva de la Vera,1023.7500,22,8.3083,8.7128
cabezuela del valle,Cabezuela del Valle,958.0500,22,5.5061,7.7320
brozas,Brozas,955.3500,46,50.9591,21.2886
villanueva de la vera,Villanueva de la Vera,948.6000,22,22.7405,13.7640
guadalupe,Guadalupe,943.2000,45,29.2546,18.8703
logrosn,Logrosán,940.5000,45,1.6342,9.2031
sierra de fuentes,Sierra de Fuentes,938.2500,46,21.8591,11.1036
navaconcejo,Navaconcejo,933.3000,22,8.5443,8.7953
ceclavn,Ceclavín,924.3000,20,26.9120,17.1924
montnchez,Montánchez,918.0000,41,2.7051,9.7073
almoharn,Almoharín,898.6500,36,13.6985,13.6359
aliseda,Aliseda,891.9000,46,32.4126,14.7973
galisteo,Galisteo,885.6000,29,16.0670,11.0190
madrigalejo,Madrigalejo,878.8500,45,40.5956,22.8396
cilleros,Cilleros,840.6000,31,36.7426,21.4309
zarza de granadilla,Zarza de Granadilla,838.8000,22,12.1692,10.0641
madrigal de la vera,Madrigal de la Vera,818.5500,22,32.2220,17.0826
caamero,Cañamero,804.1500,45,11.8755,12.7876
serradilla,Serradilla,794.7000,29,32.9451,16.9264
torreorgaz,Torreorgaz,793.8000,46,24.3017,11.9585
pinofranqueado,Pinofranqueado,759.1500,31,30.4517,19.2291
zorita,Zorita,752.8500,45,22.3224,16.4440
gata,Gata,747.9000,31,18.1474,14.9225
alcntara,Alcántara,743.8500,46,59.5616,24.2994
guijo de galisteo,Guijo de Galisteo,724.9500,25,8.5064,11.6940
piornal,Piornal,691.6500,22,24.3700,14.3344
ahigal,Ahigal,655.6500,22,26.8394,15.1986
peraleda de la mata,Peraleda de la Mata,653.8500,27,20.2591,13.4950
navas del madroo,Navas del Madro¤o,649.8000,46,40.9936,17.8007
nuomoral,Nuñomoral,645.7500,31,56.2838,28.2703
valdefuentes,Valdefuentes,636.7500,41,11.1289,12.6556
zarza la mayor,Zarza la Mayor,634.0500,20,28.4585,17.7337
casatejada,Casatejada,629.5500,27,3.2326,7.5357
casar de palomero,Casar de Palomero,620.1000,22,43.0577,20.8750
jerte,Jerte,599.4000,22,5.6127,7.7693
almaraz,Almaraz,594.4500,27,1.2109,6.8281
majadas,Majadas,583.6500,27,8.7718,9.4744
caaveral,Cañaveral,577.8000,46,36.2117,16.1270
rosalejo,Rosalejo,577.8000,27,27.3059,15.9614
caminomorisco,Caminomorisco,566.1000,31,34.9630,20.8080
riolobos,Riolobos,565.6500,29,21.3485,12.8676
castaar de ibor,Casta¤ar de Ibor,551.2500,27,41.1503,20.8069
tornavacas,Tornavacas,531.4500,22,12.6935,10.2476
torrecillas de la tiesa,Torrecillas de la Tiesa,530.5500,19,18.4863,15.1513
pesga,Pesga. La,505.3500,22,42.7913,20.7818
carcaboso,Carcaboso,498.6000,29,14.2418,10.3802
garganta la olla,Garganta la Olla,477.9000,22,13.3687,10.4839
torremocha,Torremocha,467.1000,46,32.6225,14.8708
eljas,Eljas,464.8500,31,48.3404,25.4901
campo lugar,Campo Lugar,463.5000,36,14.2870,13.8419
ala,Al¡a,459.4500,45,39.3957,22.4196
arroyomolinos,Arroyomolinos,449.5500,41,8.4681,11.7243
monroy,Monroy,447.3000,46,37.3759,16.5345
torno,Torno. El,444.6000,29,28.4863,15.3658
cumbre,Cumbre. La,441.9000,19,20.8920,15.9933
hoyos,Hoyos,439.2000,31,25.7836,17.5952
mohedas de granadilla,Mohedas de Granadilla,439.2000,22,31.0260,16.6640
perales del puerto,Perales del Puerto,436.5000,31,25.4482,17.4778
talavn,Talav n,415.3500,46,33.2239,15.0812
san martn de trevejo,San Martín de Trevejo,412.2000,31,46.3888,24.8070
cuacos de yuste,Cuacos de Yuste,411.7500,22,11.3222,9.7676
tejeda de titar,Tejeda de Tiétar,399.1500,22,17.0374,11.7679
acehche,Acehúche,383.4000,20,28.8354,17.8655
escurial,Escurial,382.9500,36,1.6927,9.4339
garciaz,Garciaz,382.9500,19,34.3665,20.7094
membro,Membrío,382.9500,39,25.6593,17.7110
deleitosa,Deleitosa,377.1000,27,27.3501,15.9768
santibez el bajo,Santibáñez el Bajo,373.0500,22,30.5731,16.5054
saucedilla,Saucedilla,361.8000,27,5.7937,8.4321
aldeanueva del camino,Aldeanueva del Camino,360.0000,22,0.8181,6.0912
albal,Albalá,359.1000,41,3.3523,9.9338
aldeacentenera,Aldeacentenera,348.3000,19,35.4113,21.0751
casas del monte,Casas del Monte,344.7000,22,9.5827,9.1588
valdeobispo,Valdeobispo,342.4500,29,19.0561,12.0652
holguera,Holguera,341.1000,29,25.9148,14.4658
mirabel,Mirabel,328.5000,29,21.9504,13.0782
aldea del cano,Aldea del Cano,324.4500,46,29.6193,13.8196
baos de montemayor,Baños de Montemayor,316.3500,22,38.3568,19.2297
navezuelas,Navezuelas,314.1000,45,33.3380,20.2994
casas de milln,Casas de Millán,310.5000,46,40.9803,17.7960
salorino,Salorino,310.0500,39,30.2064,19.3025
torrecilla de los ngeles,Torrecilla de los Ángeles,309.1500,31,20.0253,15.5798
acebo,Acebo,308.2500,31,27.6818,18.2596
santiago de alcntara,Santiago de Alcántara,308.2500,39,27.0105,18.1839
pasarn de la vera,Pasarón de la Vera,304.6500,22,13.1780,10.4172
villamiel,Villamiel,303.7500,31,38.4017,22.0115
villar del pedroso,Villar del Pedroso,302.8500,27,49.6095,23.7676
belvs de monroy,Belvís de Monroy,301.5000,27,11.4938,10.4271
casas del castaar,Casas del Castañar,287.5500,29,27.2620,14.9373
torre de santa mara,Torre de Santa María,284.4000,41,7.8643,11.5130
guijo de granadilla,Guijo de Granadilla,281.2500,22,25.5668,14.7532
torremenga,Torremenga,279.4500,22,7.0712,8.2798
zarza de montnchez,Zarza de Montánchez,278.5500,41,18.5585,15.2560
aceituna,Aceituna,277.6500,25,11.2633,12.6590
torrejn el rubio,Torrejón el Rubio,276.3000,29,40.8312,19.6865
torrequemada,Torrequemada,271.8000,46,27.3595,13.0287
jaraicejo,Jaraicejo,265.5000,27,29.0561,16.5739
valverde de la vera,Valverde de la Vera,264.6000,22,19.6465,12.6811
torre de don miguel,Torre de Don Miguel,255.6000,31,14.2101,13.5445
pozuelo de zarzn,Pozuelo de Zarzón,253.8000,25,11.7727,12.8372
villa del campo,Villa del Campo,249.7500,25,12.9002,13.2319
plasenzuela,Plasenzuela,242.1000,41,29.1741,18.9714
bohonal de ibor,Bohonal de Ibor,240.7500,27,19.9464,13.3855
berzocana,Berzocana,237.6000,45,18.5289,15.1162
casares de las hurdes,Casares de las Hurdes,237.6000,31,64.0249,30.9797
hernnprez,Hernán-Pérez,233.1000,31,14.1510,13.5238
villanueva de la sierra,Villanueva de la Sierra,231.3000,25,18.6722,15.2521
cadalso,Cadalso,227.7000,31,3.9093,9.9392
navalvillar de ibor,Navalvillar de Ibor,226.8000,27,48.2619,23.2960
arroyomolinos de la vera,Arroyomolinos de la Vera,223.6500,22,18.5665,12.3031
cedillo,Cedillo,223.6500,39,45.4721,24.6455
garganta,Garganta. La,220.5000,22,44.7002,21.4499
ibahernando,Ibahernando,219.6000,19,15.4882,14.1020
calzadilla,Calzadilla,218.2500,20,17.9964,14.0719
barrado,Barrado,214.6500,22,25.6866,14.7952
casillas de coria,Casillas de Coria,211.5000,20,17.4483,13.8801
villasbuenas de gata,Villasbuenas de Gata,205.2000,31,16.5321,14.3572
valdelacasa de tajo,Valdelacasa de Tajo,204.7500,27,41.0754,20.7807
abertura,Abertura,204.3000,36,15.5004,14.2666
palomero,Palomero,203.4000,22,37.3520,18.8781
serrejn,Serrejón,199.8000,27,13.6532,11.1829
hinojal,Hinojal,198.4500,46,26.5424,12.7427
gargantilla,Gargantilla,198.0000,22,4.7205,7.4570
santibez el alto,Santibáñez el Alto,196.2000,31,11.6499,12.6484
cabaas del castillo,Cabañas del Castillo,190.3500,45,33.4845,20.3507
robledillo de trujillo,Robledillo de Trujillo,189.0000,41,23.4226,16.9584
cabezabellosa,Cabezabellosa,188.1000,22,26.6982,15.1492
morcillo,Morcillo,188.1000,25,7.0003,11.1669
portaje,Portaje,186.7500,20,4.6164,9.3889
guijo de santa brbara,Guijo de Santa Bárbara,184.5000,22,8.1350,8.6521
robledollano,Robledollano,180.9000,27,41.0972,20.7883
puerto de santa cruz,Puerto de Santa Cruz,176.8500,19,16.2934,14.3838
herreruela,Herreruela,173.7000,39,41.7361,23.3379
valdastillas,Valdastillas,171.0000,22,19.2731,12.5504
cabrero,Cabrero,166.0500,29,28.8121,15.4798
herguijuela,Herguijuela,164.7000,19,17.7271,14.8856
talaveruela de la vera,Talaveruela de la Vera,164.2500,22,18.5210,12.2872
granja,Granja. La,162.4500,22,7.7760,8.5265
aldea del obispo,Aldea del Obispo. La,157.5000,19,15.8707,14.2359
casas de don gmez,Casas de Don Gómez,156.1500,20,11.1570,11.6781
aldehuela de jerte,Aldehuela de Jerte,152.1000,29,18.4301,11.8461
gordo,Gordo. El,152.1000,27,25.4810,15.3226
carrascalejo,Carrascalejo,151.6500,27,55.6994,25.8991
mata de alcntara,Mata de Alcántara,148.5000,46,53.3581,22.1282
fresnedoso de ibor,Fresnedoso de Ibor,148.0500,27,33.0917,17.9864
abada,Abadía,146.2500,22,5.1397,7.6038
santa cruz de paniagua,Santa Cruz de Paniagua,141.7500,25,22.3791,16.5495
villamesas,Villamesías,139.9500,36,14.9147,14.0615
santa marta de magasca,Santa Marta de Magasca,139.0500,46,40.5514,17.6459
santiago del campo,Santiago del Campo,138.1500,46,27.6035,13.1141
robledillo de la vera,Robledillo de la Vera,137.2500,22,7.3737,8.3856
salvatierra de santiago,Salvatierra de Santiago,135.9000,41,16.9232,14.6836
santa ana,Santa Ana,134.5500,41,23.8511,17.1084
peraleda de san romn,Peraleda de San Román,132.3000,27,29.9426,16.8842
oliva de plasencia,Oliva de Plasencia,128.7000,29,15.5325,10.8319
herrera de alcntara,Herrera de Alcántara,128.2500,39,47.1743,25.2412
santa cruz de la sierra,Santa Cruz de la Sierra,121.5000,19,15.0822,13.9599
portezuelo,Portezuelo,120.6000,20,15.4047,13.1648
alcollarn,Alcollarín,119.7000,36,16.9913,14.7884
viandar de la vera,Viandar de la Vera,119.7000,22,17.6388,11.9784
millanes,Millanes,115.6500,27,6.1734,8.5650
marchagaz,Marchagaz,111.6000,22,40.1780,19.8671
rebollar,Rebollar,106.6500,22,18.7922,12.3821
guijo de coria,Guijo de Coria,103.9500,25,13.8485,13.5638
valdemorales,Valdemorales,103.5000,41,17.2140,14.7854
villar de plasencia,Villar de Plasencia,103.0500,22,19.2638,12.5472
ladrillar,Ladrillar,102.6000,31,68.9860,32.7160
carbajo,Carbajo,102.1500,39,32.5025,20.1061
romangordo,Romangordo,100.8000,27,11.1645,10.3118
casas de don antonio,Casas de Don Antonio,95.8500,41,22.4438,16.6158
valdehncar,Valdehúncar,95.4000,27,9.9152,9.8746
conquista de la sierra,Conquista de la Sierra,94.5000,19,21.4418,16.1857
piedras albas,Piedras Albas,93.1500,20,42.2762,22.5698
collado,Collado,90.4500,22,7.9814,8.5983
botija,Botija,89.5500,46,43.3759,18.6345
hulaga,Huélaga,88.2000,20,9.5492,11.1154
cerezo,Cerezo,85.5000,22,30.4637,16.4672
descargamara,Descargamaría,85.5000,31,6.0756,10.6974
segura de toro,Segura de Toro,83.7000,22,6.4228,8.0528
toril,Toril,80.5500,27,10.2692,9.9985
mesas de ibor,Mesas de Ibor,77.8500,27,27.3883,15.9902
pescueza,Pescueza,70.6500,20,12.3150,12.0834
villa del rey,Villa del Rey,70.6500,46,57.7549,23.6671
jarilla,Jarilla,69.3000,22,13.8110,10.6387
casas de miravete,Casas de Miravete,65.2500,27,14.2107,11.3780
gargera,Gargüera,59.4000,29,25.1362,14.1932
robledillo de gata,Robledillo de Gata,55.8000,31,9.0349,11.7332
valdecaas de tajo,Valdecañas de Tajo,53.5500,27,36.1255,19.0482
pedroso de acim,Pedroso de Acim,51.7500,46,42.9388,18.4815
berrocalejo,Berrocalejo,47.2500,27,32.8937,17.9171
garvn,Garvín,47.2500,27,34.2801,18.4023
higuera,Higuera,45.0000,27,13.5535,11.1480
benquerencia,Benquerencia,44.1000,41,21.3633,16.2376
cachorrilla,Cachorrilla,41.8500,20,14.1785,12.7356
campillo de deleitosa,Campillo de Deleitosa,35.5500,27,41.0068,20.7567
ruanes,Ruanes,30.6000,41,20.7219,16.0131
