mun_key,name,prod,plant_id,dist_km,cost
torre de miguel sesmero,Torre de Miguel Sesmero,628.5000,9,38.8550,12.8631
valdecaballeros,Valdecaballeros,609.0000,11,67.2698,24.9986
pealsordo,Peñalsordo,605.0000,7,18.0750,16.2583
valle de santa ana,Valle de Santa Ana,596.0000,9,49.4312,15.5072
valverde de mrida,Valverde de Mérida,579.5000,14,27.9147,10.5451
castilblanco,Castilblanco,575.5000,11,57.6631,22.5969
bodonal de la sierra,Bodonal de la Sierra,569.5000,8,7.2598,10.6567
nava de santiago,Nava de Santiago. La,544.5000,14,36.0383,12.5760
esparragosa de la serena,Esparragosa de la Serena,544.0000,6,12.6402,11.1448
maguilla,Maguilla,542.0000,10,26.0819,13.3330
calera de len,Calera de León,530.0000,8,32.7999,17.0417
ahillones,Ahillones,526.0000,10,20.3417,11.8980
higuera de la serena,Higuera de la Serena,521.5000,6,21.6640,13.4008
esparragosa de lares,Esparragosa de Lares,510.5000,11,25.6645,14.5972
torremayor,Torremayor,502.0000,14,23.1203,9.3465
villagarca de la torre,Villagarcía de la Torre,493.0000,9,47.3492,14.9867
cordobilla de lcara,Cordobilla de Lácara,483.5000,14,48.6325,15.7246
benquerencia de la serena,Benquerencia de la Serena,474.0000,6,9.6783,10.4044
llera,Llera,473.5000,10,30.3547,14.4012
san pedro de mrida,San Pedro de Mérida,440.0000,14,23.2628,9.3821
calzadilla de los barros,Calzadilla de los Barros,431.5000,9,32.4265,11.2560
puebla de la reina,Puebla de la Reina,430.0000,9,44.3854,14.2457
acedera,Acedera,410.5000,3,33.9107,12.2019
tliga,Táliga,400.5000,13,23.1371,13.1528
valencia del mombuey,Valencia del Mombuey,391.0000,5,69.1912,25.2513
puebla del maestre,Puebla del Maestre,388.5000,10,24.4543,12.9262
manchita,Manchita,382.0000,3,45.8323,15.1823
morera,Morera. La,376.0000,9,23.2961,8.9734
fuente del arco,Fuente del Arco,375.0000,10,16.8628,11.0283
don lvaro,Don Álvaro,371.5000,14,36.7864,12.7631
alconera,Alconera,368.5000,9,23.7918,9.0973
nogales,Nogales,362.0000,9,32.9618,11.3898
helechosa de los montes,Helechosa de los Montes,358.0000,11,86.4949,29.8048
