mun,transport,total,prod,treatment
eljas,16.91914,25.2786,516.5,8.359460000000002
entrn bajo,13.732249999999997,17.3126,301.0,3.580350000000003
escurial,0.592445,9.3823,425.5,8.789855000000001
esparragalejo,4.724824999999999,8.3219,790.0,3.5970750000000002
esparragosa de la serena,4.4240699999999995,12.4089,544.0,7.98483
esparragosa de lares,8.982574999999999,17.1851,510.5,8.202525
feria,5.150425,8.7308,670.5,3.580375
fregenal de la sierra,1.1992749999999999,10.041,2618.5,8.841725
fresnedoso de ibor,11.582095,17.6594,164.5,6.077305000000001
fuenlabrada de los montes,11.7663,19.9688,977.5,8.202500000000002
fuente de cantos,9.73259,16.1951,2519.5,6.46251
fuente del arco,5.90198,12.3645,375.0,6.46252
fuente del maestre,0.9374399999999999,4.5178,3481.0,3.58036
fuentes de len,6.084994999999999,14.926799999999998,1285.5,8.841804999999999
galisteo,5.62345,10.7144,984.0,5.090949999999999
garbayuela,5.28703,13.4895,273.5,8.20247
garciaz,12.028275,20.4855,425.5,8.457224999999998
garganta,15.64507,21.1337,245.0,5.488630000000001
garganta la olla,4.6790449999999995,10.1676,531.0,5.488555000000001
gargantilla,1.652175,7.1408,220.0,5.488625
gargera,8.797669999999998,13.8886,66.0,5.090930000000002
garlitos,7.2335199999999995,15.435999999999998,340.5,8.202479999999998
garrovilla,6.284249999999999,9.8813,1253.0,3.5970500000000003
garrovillas de alcontar,9.807525,13.0434,1140.0,3.235875
garvn,11.998035,18.0753,52.5,6.077264999999999
gata,6.35159,14.711,831.0,8.35941
gordo,8.91835,14.995599999999998,169.0,6.077249999999998
granja,2.7215999999999996,8.2102,180.5,5.488600000000001
granja de torrehermosa,19.6651,26.1276,1188.5,6.462500000000002
guadalupe,10.23911,19.0333,1048.0,8.79419
guarea,13.055839999999996,16.8027,3656.0,3.746860000000005
guijo de coria,4.846975,13.3847,115.5,8.537725000000002
guijo de galisteo,2.97724,11.514899999999999,805.5,8.537659999999999
guijo de granadilla,8.94838,14.437,312.5,5.488619999999999
guijo de santa brbara,2.84725,8.3359,205.0,5.488650000000001
haba,4.07855,7.8254,683.5,3.7468500000000002
helechosa de los montes,30.273214999999997,38.4757,358.0,8.202485000000006
herguijuela,6.204485000000001,14.6617,183.0,8.457214999999998
hernnprez,4.95285,13.3123,259.0,8.35945
herrera de alcntara,16.511005,25.0815,142.5,8.570494999999998
herrera del duque,14.653519999999999,22.856,1844.0,8.202480000000003
herreruela,14.607634999999998,23.1782,193.0,8.570565000000002
hervs,10.576019999999998,16.0646,2063.0,5.488580000000001
higuera,4.7437249999999995,10.821,50.0,6.077275
higuera de la serena,7.5824,15.5672,521.5,7.9848
higuera de llerena,6.998074999999998,13.460600000000001,176.5,6.462525000000003
higuera de vargas,12.111154999999998,18.8739,1077.0,6.762745000000001
higuera la real,21.28336,28.756100000000004,1237.0,7.472740000000005
hinojal,9.28984,12.5257,220.5,3.2358600000000006
hinojosa del valle,3.6268049999999996,12.238,279.0,8.611195
holguera,9.070179999999999,14.1611,379.0,5.090920000000001
hornachos,5.82596,14.437200000000002,1933.5,8.611240000000002
hoyos,9.02426,17.3837,488.0,8.359440000000001
hulaga,3.3422200000000006,10.8097,98.0,7.467479999999998
ibahernando,5.42087,13.8781,244.0,8.45723
jaraicejo,10.169635,16.2469,295.0,6.077265000000001
jarandilla de la vera,1.170225,6.6588,1564.5,5.488575
jaraz de la vera,1.664075,7.1527,3233.5,5.488625000000001
jarilla,4.83385,10.3225,77.0,5.48865
jerez de los caballeros,11.240075,18.7128,5118.5,7.472725000000002
jerte,1.9644449999999998,7.453,666.0,5.488555000000001
ladrillar,24.1451,32.5046,114.0,8.359500000000004
lapa,7.267785000000001,10.8481,148.0,3.5803149999999997
llera,8.099594999999999,16.7109,473.5,8.611305
llerena,0.9503199999999999,7.4129,2998.5,6.46258
lobn,7.8425199999999995,11.4396,1361.5,3.597080000000001
logrosn,0.57197,9.3661,1045.0,8.79413
losar de la vera,2.38616,7.874799999999999,1483.0,5.488639999999998
madrigal de la vera,11.2777,16.7663,909.5,5.488600000000002
madrigalejo,14.208459999999999,23.0026,976.5,8.794140000000002
madroera,5.452965,13.9102,1458.0,8.457235
magacela,4.376119999999999,8.123,303.5,3.74688
maguilla,9.128665,15.591200000000002,542.0,6.462535000000003
majadas,3.0701300000000002,9.1474,648.5,6.077269999999999
malcocinado,19.2157,25.678299999999997,224.5,6.462599999999998
malpartida de cceres,5.2217199999999995,8.4575,2234.5,3.23578
malpartida de la serena,4.15989,12.1447,331.0,7.98481
malpartida de plasencia,4.02689,9.1178,2313.5,5.090910000000001
manchita,16.041304999999998,19.7882,382.0,3.746895000000002
marchagaz,14.062299999999999,19.5509,124.0,5.4886
mata de alcntara,18.675335,21.9112,165.0,3.2358650000000004
medelln,5.967885,9.7147,1168.5,3.7468150000000007
medina de las torres,4.363589999999999,11.8363,669.0,7.47271
membro,8.980755,17.5513,425.5,8.570545000000001
mengabril,4.072775,7.819600000000001,243.5,3.746825000000001
mesas de ibor,9.585905,15.6632,86.5,6.0772949999999994
miajadas,0.9721599999999998,9.762,5169.0,8.78984
millanes,2.1606899999999998,8.238,128.5,6.07731
mirabel,7.682639999999999,12.773599999999998,365.0,5.090959999999999
mirandilla,6.464534999999998,10.0616,688.5,3.5970650000000024
mohedas de granadilla,10.8591,16.3477,488.0,5.4886
monesterio,11.9476,18.4101,2189.0,6.4625
monroy,13.081565,16.3174,497.0,3.235835
montehermoso,1.369165,9.9069,2899.5,8.537735
montemoln,9.948364999999999,16.4109,767.0,6.462535000000003
monterrubio de la serena,7.169119999999999,15.153900000000002,1355.0,7.984780000000003
montijo,9.703119999999998,13.3002,8118.0,3.597080000000002
montnchez,0.9467849999999999,9.7731,1020.0,8.826315
moraleja,1.0803099999999999,8.5478,3999.0,7.467490000000001
morcillo,2.4501049999999998,10.987800000000002,209.0,8.537695000000003
morera,8.153635,11.734000000000002,376.0,3.5803650000000022
mrida,13.443255,17.0403,28197.5,3.597044999999998
nava de santiago,12.613404999999998,16.2105,544.5,3.5970950000000013
navaconcejo,2.9905049999999997,8.4791,1037.0,5.488595000000001
navalmoral de la mata,2.5356799999999997,8.613,8614.0,6.07732
navalvillar de ibor,16.891664999999996,22.969,252.0,6.077335000000005
navalvillar de pela,13.887475,17.6343,2393.5,3.7468249999999994
navas del madroo,14.347759999999997,17.5836,722.0,3.235840000000003
navezuelas,11.6683,20.4625,349.0,8.794199999999998
nogales,11.536629999999999,15.117,362.0,3.580370000000002
nuomoral,19.69933,28.0588,717.5,8.359470000000002
oliva de la frontera,17.23106,24.7038,2806.0,7.472740000000002
oliva de mrida,13.547695000000001,17.2945,937.5,3.7468049999999984
oliva de plasencia,5.436375,10.5273,143.0,5.090925
olivenza,1.108065,7.8708,5926.0,6.762735
orellana de la sierra,10.87401,14.6209,155.5,3.7468900000000005
orellana la vieja,9.006549999999999,12.7534,1507.5,3.7468500000000002
palomas,7.102795,15.7141,350.5,8.611305
palomero,13.073199999999998,18.5618,226.0,5.4886000000000035
parra,6.807884999999999,10.3882,695.0,3.5803150000000006
pasarn de la vera,4.6123,10.1009,338.5,5.488599999999999
pealsordo,6.326249999999999,17.7704,605.0,11.44415
pedroso de acim,15.02858,18.2644,57.5,3.2358199999999986
peraleda de la mata,7.090685,13.168,726.5,6.077315
peraleda de san romn,10.479909999999999,16.5572,147.0,6.077290000000003
peraleda del zaucejo,14.469,22.4538,304.0,7.984800000000002
perales del puerto,8.90687,17.2663,485.0,8.359430000000001
pescueza,4.31025,11.7778,78.5,7.467549999999999
pesga,14.976955,20.4656,561.5,5.488644999999998
piedras albas,14.79667,22.264200000000002,103.5,7.467530000000002
pinofranqueado,10.658095000000001,19.0176,843.5,8.359505
piornal,8.5295,14.0181,768.5,5.4886
plasencia,2.000425,7.091400000000001,20574.0,5.090975000000001
plasenzuela,10.210935,19.0372,269.0,8.826265
portaje,1.6157399999999997,9.0833,207.5,7.46756
portezuelo,5.391645,12.8592,134.0,7.467555
pozuelo de zarzn,4.120445,12.6581,282.0,8.537654999999999
puebla de alcocer,7.495634999999998,15.698099999999998,636.0,8.202465
puebla de la calzada,10.46409,13.1289,2951.5,2.6648099999999992
puebla de la reina,8.413965,17.0252,430.0,8.611235000000002
puebla de obando,15.283484999999999,17.9483,994.0,2.664815000000001
puebla de sancho prez,6.191815,9.7721,1449.5,3.580285
puebla del maestre,8.559004999999999,15.0216,388.5,6.462595
puebla del prior,1.39846,10.0097,272.5,8.61124
pueblonuevo del guadiana,6.174945,8.8398,1009.0,2.664855
puerto de santa cruz,5.702689999999999,14.159899999999999,196.5,8.45721
quintana de la serena,0.8987999999999998,8.8836,2534.5,7.9848
rebollar,6.57727,12.0659,118.5,5.488629999999999
reina,3.9114249999999995,10.374,100.5,6.462575000000001
rena,5.900614999999999,9.6475,334.5,3.7468850000000016
retamal de llerena,12.578929999999998,20.5637,250.5,7.984770000000003
ribera del fresno,0.20971999999999996,8.821,1733.0,8.611279999999999
riolobos,7.471975,12.5629,628.5,5.090925000000001
risco,4.10599,12.3085,83.0,8.20251
robledillo de gata,3.1622149999999998,11.5217,62.0,8.359485
robledillo de la vera,2.580795,8.0694,152.5,5.488605
robledillo de trujillo,8.438884999999999,16.8961,210.0,8.457215000000001
robledollano,14.38402,20.4613,201.0,6.077280000000002
roca de la sierra,12.10482,14.7697,763.0,2.66488
romangordo,3.907575,9.984799999999998,112.0,6.0772249999999985
rosalejo,9.557065,15.634300000000001,642.0,6.077235000000002
ruanes,7.252665,16.0789,34.0,8.826235
salorino,10.572239999999999,19.1427,344.5,8.570460000000002
salvalen,13.96857,17.5489,1024.5,3.58033
salvatierra de los barros,9.367609999999999,12.9479,894.0,3.5802900000000015
salvatierra de santiago,5.92312,14.7494,151.0,8.82628
san martn de trevejo,16.23608,24.595500000000005,458.0,8.359420000000004
san pedro de mrida,8.141979999999998,11.739000000000003,440.0,3.597020000000004
san vicente de alcntara,5.196974999999999,13.7675,2904.0,8.570525
sanctispritus,2.842945,11.0455,118.5,8.202555
santa amalia,7.40796,11.1548,2163.0,3.7468399999999997
santa ana,8.347885,17.1742,149.5,8.826315
santa cruz de la sierra,5.27877,13.736,135.0,8.457230000000001
santa cruz de paniagua,7.832685000000001,16.3704,157.5,8.537714999999999
santa marta,11.461485,15.0418,2161.0,3.5803150000000006
santa marta de magasca,14.192989999999998,17.4288,154.5,3.2358100000000007
santiago de alcntara,9.453674999999999,18.0242,342.5,8.570525000000002
santiago del campo,9.661225,12.897,153.5,3.2357750000000003
santibez el alto,4.077465,12.4369,218.0,8.359435
santibez el bajo,10.700585,16.1892,414.5,5.488614999999999
santos de maimona,4.877075,8.4574,4096.5,3.580325
saucedilla,2.027795,8.105,402.0,6.077205000000001
segura de len,3.9763850000000005,12.8181,1070.0,8.841714999999999
segura de toro,2.2479799999999996,7.736600000000001,93.0,5.488620000000001
serradilla,11.530784999999998,16.6217,883.0,5.0909150000000025
serrejn,4.77862,10.855899999999998,222.0,6.077279999999998
sierra de fuentes,7.650685,10.8865,1042.5,3.2358149999999997
siruela,1.29059,9.4931,1096.0,8.20251
solana de los barros,9.67428,13.2714,1413.0,3.5971200000000003
talarrubias,5.870199999999998,14.0727,1815.0,8.2025
talavera la real,7.782565000000001,10.4474,2754.5,2.664834999999999
talaveruela de la vera,6.48235,11.971,182.5,5.48865
talavn,11.628364999999999,14.8642,461.5,3.2358350000000016
talayuela,1.4077699999999997,7.484999999999999,4611.0,6.07723
tamurejo,5.37775,13.5803,129.5,8.202549999999999
tejeda de titar,5.96309,11.4517,443.5,5.48861
tliga,8.097985,14.860699999999998,400.5,6.762714999999998
toril,3.59422,9.6715,89.5,6.07728
tornavacas,4.442724999999999,9.9313,590.5,5.488575000000001
torno,9.970205,15.0611,494.0,5.090895
torre de don miguel,4.973535,13.333,284.0,8.359465
torre de miguel sesmero,9.917565,16.6803,628.5,6.762734999999999
torre de santa mara,2.7525049999999998,11.5788,316.0,8.826295
torrecilla de los ngeles,7.008855,15.3683,343.5,8.359445000000001
torrecillas de la tiesa,6.470205,14.927400000000002,589.5,8.457195000000002
torrejn el rubio,14.29092,19.3819,307.0,5.090980000000002
torrejoncillo,12.774614999999997,17.8655,1669.0,5.090885000000004
torremayor,8.092105,11.6892,502.0,3.5970949999999995
torremeja,5.62387,9.221,1114.0,3.59713
torremenga,2.47492,7.9635,310.5,5.48858
torremocha,11.417875,14.6537,519.0,3.235825
torreorgaz,8.505595,11.7414,882.0,3.235805000000001
torrequemada,9.575825,12.8116,302.0,3.2357750000000003
trasierra,2.41969,8.8822,345.5,6.462509999999999
trujillanos,5.817804999999999,9.4149,719.5,3.5970950000000004
trujillo,3.835615,12.2928,4911.0,8.457184999999999
usagre,13.476994999999999,17.0573,978.0,3.5803050000000027
valdastillas,6.745584999999999,12.2342,190.0,5.488615
valdecaas de tajo,12.643925,18.7212,59.5,6.077275
valdecaballeros,23.54443,31.747,609.0,8.202570000000001
valdefuentes,3.8951149999999997,12.7214,707.5,8.826284999999999
valdehncar,3.47032,9.5476,106.0,6.077279999999999
valdelacalzada,8.91891,11.5837,1402.0,2.66479
valdelacasa de tajo,14.376389999999999,20.4537,227.5,6.077310000000002
valdemorales,6.024899999999999,14.8512,115.0,8.826300000000002
valdeobispo,6.669635,11.7606,380.5,5.090965
valdetorres,9.95967,13.7065,665.5,3.746830000000001
valencia de alcntara,0.908075,9.4786,3089.0,8.570525
valencia de las torres,8.297065,14.759599999999999,343.5,6.462534999999999
valencia del mombuey,24.21692,31.6897,391.0,7.47278
valencia del ventoso,6.1270299999999995,13.5998,1124.5,7.472770000000001
valle de la serena,11.570789999999999,15.3177,712.5,3.7469100000000015
valle de matamoros,14.208844999999998,21.6816,211.5,7.472755000000001
valle de santa ana,17.300919999999998,20.8813,596.0,3.5803800000000017
valverde de burguillos,3.2683350000000004,10.7411,161.0,7.472764999999999
valverde de la vera,6.876275,12.3649,294.0,5.488625000000001
valverde de legans,3.75018,10.5129,2077.5,6.76272
valverde de llerena,9.90857,16.3711,357.0,6.462529999999999
valverde de mrida,9.770145,13.3672,579.5,3.597055000000001
valverde del fresno,16.581705,24.9412,1254.5,8.359494999999999
viandar de la vera,6.173579999999999,11.6622,133.0,5.488620000000001
villa del campo,4.51507,13.0528,277.5,8.53773
villa del rey,20.214215,23.4501,78.5,3.2358849999999997
villafranca de los barros,5.174854999999998,8.7552,6678.0,3.580345000000002
villagarca de la torre,16.57222,20.1526,493.0,3.580379999999998
villagonzalo,12.4495,16.0466,674.0,3.597100000000001
villalba de los barros,5.21136,8.7917,827.0,3.5803400000000005
villamesas,5.220145,14.01,155.5,8.789855
villamiel,13.440594999999998,21.8001,337.5,8.359505000000002
villanueva de la serena,5.9982299999999995,9.7451,12919.0,3.7468700000000013
villanueva de la sierra,6.53527,15.073,257.0,8.53773
villanueva de la vera,7.959175000000001,13.4478,1054.0,5.488625
villanueva del fresno,14.79142,21.554099999999995,1839.0,6.762679999999994
villar de plasencia,6.742330000000001,12.2309,114.5,5.488569999999999
villar de rena,6.886495,10.6334,728.5,3.746905
villar del pedroso,17.363324999999996,23.4406,336.5,6.077275000000004
villar del rey,9.70144,12.3663,1193.0,2.664860000000001
villarta de los montes,40.995745,49.1983,293.5,8.202555000000004
villasbuenas de gata,5.786235,14.1457,228.0,8.359465
zafra,4.8271299999999995,8.4075,8212.0,3.580370000000001
zahnos,17.088084999999996,23.850799999999996,1453.0,6.762715
zalamea de la serena,5.76737,13.7522,1989.0,7.9848300000000005
zarza,10.6351,14.2322,1781.5,3.597100000000001
zarza de granadilla,4.25922,9.7478,932.0,5.48858
zarza de montnchez,6.495474999999999,15.3218,309.5,8.826325
zarza la mayor,9.960474999999999,17.428,704.5,7.467525000000002
zarzacapilla,4.508595,15.9527,201.5,11.444105
zorita,7.81284,16.607,836.5,8.79416
