origin_id,destination_id,entry_cost,network_cost,exit_cost,total_cost
Don Benito,Montehermoso,13.7445968,164473.6898252,518.5415382,165005.9759602
Don Benito,Jaraíz de la Vera,13.7445968,138899.0610638,685.9588293,139598.7644899
Don Benito,Navalmoral de la Mata,13.7445968,134588.1404068,1329.9633607,135931.8483643
Don Benito,Jarandilla de la Vera,13.7445968,156350.8274334,659.9406189,157024.5126491
Don Benito,Plasencia,13.7445968,138042.913289,588.7880731,138645.4459589
Don Benito,Cañaveral,13.7445968,123644.4714727,193.661938,123851.8780075
Don Benito,Cadalso,13.7445968,191267.6972963,345.2970645,191626.7389576
Don Benito,Coria,13.7445968,145792.312987,74.549165,145880.6067488
Don Benito,Serradilla,13.7445968,118255.4606828,1273.8395642,119543.0448438
Don Benito,Millanes,13.7445968,122593.8834616,220.4399506,122828.068009
Don Benito,Casatejada,13.7445968,121629.5103729,320.3661866,121963.6211564
Don Benito,Escurial,13.7445968,24142.531668,74.3212918,24230.5975566
Don Benito,Almaraz,13.7445968,110503.2010062,75.4078845,110592.3534875
Don Benito,Miajadas,13.7445968,24339.4841568,39.1585618,24392.3873154
Don Benito,Valencia de Alcántara,13.7445968,171267.6565981,2.5264989,171283.9276938
Don Benito,Montánchez,13.7445968,53988.1052725,46.3952131,54048.2450824
Don Benito,Castañar de Ibor,13.7445968,112965.7508642,698.7043221,113678.1997831
Don Benito,Miajadas,13.7445968,24276.2083487,29.0812557,24319.0342012
Don Benito,Brozas,13.7445968,133101.5082269,66.5231765,133181.7760001
Don Benito,Logrosán,13.7445968,66240.4729961,52.4389281,66306.6565211
Don Benito,Cáceres,13.7445968,91088.2198657,127.5009616,91229.4654241
Almendralejo,Ribera del Fresno,9.9541035,27500.3617823,133.3404845,27643.6563703
Almendralejo,Ribera del Fresno,9.9541035,25371.4342262,43.0864065,25424.4747362
Almendralejo,Don Benito,9.9541035,72884.5727848,1210.0073194,74104.5342077
Almendralejo,Talavera la Real,9.9541035,42959.7684828,157.046597,43126.7691833
Almendralejo,Atalaya,9.9541035,44250.768883,1173.6409482,45434.3639347
Almendralejo,Quintana de la Serena,9.9541035,74368.622487,22.5339004,74401.1104909
Almendralejo,Cabeza del Buey,9.9541035,118124.8959166,167.6163566,118302.4663766
Almendralejo,Fregenal de la Sierra,9.9541035,73752.2554474,714.1054274,74476.3149783
Almendralejo,Fuente del Maestre,9.9541035,19789.7615137,904.9346082,20704.6502254
Almendralejo,Llerena,9.9541035,70068.4165225,387.2846945,70465.6553205
Almendralejo,Siruela,9.9541035,150204.7397029,60.3970647,150275.0908711
Almendralejo,Puebla del Prior,9.9541035,27214.1858452,856.8577394,28080.997688
Almendralejo,Olivenza,9.9541035,66731.8605101,419.4188023,67161.233416
Almendralejo,Mérida,9.9541035,29322.4652714,457.6761902,29790.0955651
Almendralejo,Castuera,9.9541035,83016.2169576,46.7786586,83072.9497197
Almendralejo,Monterrubio de la Serena,9.9541035,103185.1856657,100.409866,103295.5496351
Almendralejo,Villanueva de la Serena,9.9541035,83612.7795058,153.7294795,83776.4630888
Almendralejo,Badajoz,9.9541035,59303.1797416,272.375242,59585.509087
