origin_id,destination_id,entry_cost,network_cost,exit_cost,total_cost
Badajoz,Robledollano,9.2782426,188992.4086215,61.1703365,189062.8572006
Badajoz,Puerto de Santa Cruz,9.2782426,129692.5528295,62.0234064,129763.8544785
Badajoz,Herreruela,9.2782426,76578.5274483,6.9225635,76594.7282544
Badajoz,Valdastillas,9.2782426,190790.6973843,93.3897543,190893.3653813
Badajoz,Cabrero,9.2782426,188799.0538115,71.9261253,188880.2581795
Badajoz,Herguijuela,9.2782426,142765.2197099,30.1313028,142804.6292553
Badajoz,Talaveruela de la Vera,9.2782426,231988.7918834,17.9344722,232016.0045982
Badajoz,"Granja, La",9.2782426,192933.4055164,52.7402022,192995.4239613
Badajoz,"Aldea del Obispo, La",9.2782426,146500.9956874,4.3901246,146514.6640546
Badajoz,Casas de Don Gómez,9.2782426,164074.7280008,71.9833441,164155.9895876
Badajoz,Aldehuela de Jerte,9.2782426,177343.1196241,42.2709005,177394.6687673
Badajoz,"Gordo, El",9.2782426,221475.3158748,28.6778476,221513.271965
Badajoz,Carrascalejo,9.2782426,234163.9960315,3.4111087,234176.6853828
Badajoz,Mata de Alcántara,9.2782426,124068.2344357,60.1926946,124137.7053729
Badajoz,Fresnedoso de Ibor,9.2782426,202046.948021,88.7871296,202145.0133932
Badajoz,Abadía,9.2782426,199751.1163688,16.0412685,199776.43588
Badajoz,Santa Cruz de Paniagua,9.2782426,190931.2429756,4.5422208,190945.0634391
Badajoz,Villamesías,9.2782426,121229.5823357,8.2537016,121247.11428
Badajoz,Santa Marta de Magasca,9.2782426,120276.7414408,27.8526103,120313.8722938
Badajoz,Santiago del Campo,9.2782426,114449.1027652,2.6906422,114461.07165
Badajoz,Robledillo de la Vera,9.2782426,223774.9933194,110.0669337,223894.3384958
Badajoz,Salvatierra de Santiago,9.2782426,115244.0290195,12.5291458,115265.836408
Badajoz,Santa Ana,9.2782426,122175.7082209,2.2389405,122187.2254041
Badajoz,Peraleda de San Román,9.2782426,225829.5396605,0.0642605,225838.8821636
Badajoz,Oliva de Plasencia,9.2782426,175957.5662631,87.1031668,176053.9476725
Badajoz,Herrera de Alcántara,9.2782426,129745.023894,33.1865247,129787.4886614
Badajoz,Santa Cruz de la Sierra,9.2782426,132810.9781478,23.4302339,132843.6866243
