X,Y,NOMBRE,
221158.401421056,4341882.68917396,AlcuÃ©scar
278048.414754491,4444672.44216845,Losar de la Vera
262949.453048668,4367824.54743925,MadroÃ±era
170089.613581434,4459676.7723271,Valverde del Fresno
195738.61081328,4401979.83925645,Garrovillas de AlconÃ©tar
269948.779297598,4445422.3709028,Aldeanueva de la Vera
261149.142383295,4453072.09936392,Cabezuela del Valle
175736.243766383,4391585.19642086,Brozas
290247.857914501,4445122.49891764,Villanueva de la Vera
299947.767244499,4369674.69696705,Guadalupe
285348.48445472,4357274.96585457,LogrosÃ¡n
218511.444483146,4370678.69026383,Sierra de Fuentes
259199.241670568,4451422.13539617,Navaconcejo
177146.60642921,4414861.93235065,CeclavÃ­n
228092.493332687,4346685.28503168,MontÃ¡nchez
237181.548351957,4340920.79476579,AlmoharÃ­n
182287.727820116,4370285.29485575,Aliseda
221164.977574718,4430450.7841439,Galisteo
273049.132765184,4335625.51579502,Madrigalejo
176967.567120293,4447323.80233938,Cilleros
240816.722783534,4458693.78372199,Zarza de Granadilla
298347.486994959,4446922.49168506,Madrigal de la Vera
294398.054077153,4361774.8892108,CaÃ±amero
231459.730158101,4413618.33343155,Serradilla
220244.996994033,4364347.86825223,Torreorgaz
216908.781760713,4466831.47548595,Pinofranqueado
267299.32369481,4351925.0179712,Zorita
194218.240938159,4460498.88488964,Gata
167038.688586836,4404004.60143654,AlcÃ¡ntara
209388.517920319,4443878.57757486,Guijo de Galisteo
257449.351939874,4444772.32501792,Piornal
228857.024248793,4453790.41759645,Ahigal
289648.024566782,4414423.37186278,Peraleda de la Mata
186780.047236406,4392501.12272541,Navas del MadroÂ¤o
224641.360316709,4478086.44656763,NuÃ±omoral
230592.429373914,4351881.75923094,Valdefuentes
169813.841587804,4421423.87079564,Zarza la Mayor
270898.858206115,4418723.14329532,Casatejada
223344.803900056,4465642.7369961,Casar de Palomero
266048.90823569,4456122.04073275,Jerte
271048.889488901,4410723.37244066,Almaraz
265549.071751549,4425072.93528023,Majadas
209654.41672645,4410170.93513546,CaÃ±averal
290347.922514091,4430172.92018581,Rosalejo
220605.992981141,4469307.55242669,Caminomorisco
217694.090615177,4424318.47668145,Riolobos
292797.995700139,4389324.10608615,CastaÂ¤ar de Ibor
271448.6462693,4459671.97317383,Tornavacas
264549.305683697,4383524.11618466,Torrecillas de la Tiesa
230384.458285315,4468924.23707648,"Pesga, La"
226054.750820244,4438291.27407425,Carcaboso
263549.079374413,4443922.38105509,Garganta la Olla
226712.344441984,4360008.05417752,Torremocha
172858.586380015,4459087.8575715,Eljas
260799.663019047,4342275.25855147,Campo Lugar
309347.342576041,4368924.77013339,AlÂ¡a
226992.9905368,4342197.56295756,Arroyomolinos
224533.575338051,4392551.16427245,Monroy
249199.714167338,4447102.20935181,"Torno, El"
243850.321308637,4366024.48843899,"Cumbre, La"
183265.869928794,4453538.00650102,Hoyos
227852.15779621,4462630.15074041,Mohedas de Granadilla
186517.546217554,4451492.44830636,Perales del Puerto
218819.918215795,4401535.21950308,TalavÂ n
177078.713261357,4458450.81064899,San MartÃ­n de Trevejo
267948.885869374,4443172.42589066,Cuacos de Yuste
255349.499068985,4433922.6199855,Tejeda de TiÃ©tar
188957.500667981,4412262.99308666,AcehÃºche
250950.118086699,4339525.28529449,Escurial
273948.961556181,4366024.65582678,Garciaz
151598.569238402,4383166.76389869,MembrÃ­o
273148.88080007,4391673.93279564,Deleitosa
225655.466002294,4452403.21949378,SantibÃ¡Ã±ez el Bajo
271198.865176824,4414923.2584327,Saucedilla
251049.574443973,4460821.82356145,Aldeanueva del Camino
225260.73621506,4350080.78678411,AlbalÃ¡
274048.898763263,4378694.3022978,Aldeacentenera
248049.732461159,4454571.98283667,Casas del Monte
223250.349381218,4442039.54555822,Valdeobispo
213780.071295096,4422025.3804551,Holguera
223548.219866537,4417458.24855143,Mirabel
213902.317839646,4354143.30760572,Aldea del Cano
257299.260101588,4466921.68593564,BaÃ±os de Montemayor
290448.162580124,4376474.45611635,Navezuelas
215185.378195817,4412807.24982394,Casas de MillÃ¡n
155443.681668608,4377642.62000894,Salorino
209289.435653197,4460931.25197314,Torrecilla de los Ãngeles
183700.848145878,4456999.10438254,Acebo
135786.362476766,4392803.42490684,Santiago de AlcÃ¡ntara
259549.28863515,4437422.54991167,PasarÃ³n de la Vera
177977.54759196,4455430.75479671,Villamiel
311947.097828512,4397623.97483551,Villar del Pedroso
276848.625432829,4411073.39739727,BelvÃ­s de Monroy
252549.576689912,4443922.31833075,Casas del CastaÃ±ar
231211.70476662,4349585.44287673,Torre de Santa MarÃ­a
230886.51760396,4454154.21447522,Guijo de Granadilla
263499.114225348,4436772.58027036,Torremenga
238519.027172623,4349751.74234226,Zarza de MontÃ¡nchez
216351.079749259,4449724.48146156,Aceituna
242119.660784559,4406688.05533202,TorrejÃ³n el Rubio
222673.6496288,4362431.93552581,Torrequemada
258849.518455894,4394623.76232495,Jaraicejo
287607.981058062,4444522.49170646,Valverde de la Vera
195790.491568247,4458837.83787277,Torre de Don Miguel
209244.514369259,4449904.50353529,Pozuelo de ZarzÃ³n
208145.841433061,4449226.79993895,Villa del Campo
237613.198187442,4363712.78672427,Plasenzuela
287368.163738556,4406923.5705371,Bohonal de Ibor
288348.295763909,4368324.67079457,Berzocana
221371.057569754,4481888.12377618,Casares de las Hurdes
205345.70659261,4457187.57870841,HernÃ¡n-PÃ©rez
210245.407326792,4455802.80618844,Villanueva de la Sierra
199014.667243361,4460243.94910607,Cadalso
292978.017186314,4384394.24611259,Navalvillar de Ibor
256589.422105721,4437722.52246913,Arroyomolinos de la Vera
114594.404423581,4398588.2479557,Cedillo
260299.119549831,4468271.66171931,"Garganta, La"
248550.150480377,4357024.77379878,Ibahernando
198944.039693026,4440673.45992731,Calzadilla
254449.50373271,4441322.40490999,Barrado
189584.538383011,4430524.07910796,Casillas de Coria
191422.444789474,4454018.88941824,Villasbuenas de Gata
304547.417510919,4399923.86643752,Valdelacasa de Tajo
