origin_id;destination_id;distance_m
Ribera del Fresno;Badajoz;72599,96640696333
Ribera del Fresno;Mérida;39481,21089810839
Ribera del Fresno;Don Benito;53568,307493998196
Ribera del Fresno;Almendralejo;19625,327076059217
Ribera del Fresno;Villanueva de la Serena;58782,541666844576
Ribera del Fresno;Zafra;22784,37732871674
Ribera del Fresno;Montijo;50063,54355331447
Ribera del Fresno;Villafranca de los Barros;9186,530554972545
Ribera del Fresno;Olivenza;76587,3509916132
Ribera del Fresno;Jerez de los Caballeros;54488,51219428955
Ribera del Fresno;Azuaga;59892,918593194314
Ribera del Fresno;Santos de Maimona, Los;18684,784248423777
Ribera del Fresno;Guareña;34045,76926604915
Ribera del Fresno;Fuente del Maestre;19309,02585751363
Ribera del Fresno;Castuera;62249,52607419858
Ribera del Fresno;Calamonte;37747,07196292992
Ribera del Fresno;Llerena;41678,03385174408
Ribera del Fresno;Puebla de la Calzada;49396,44218214856
Ribera del Fresno;San Vicente de Alcántara;117610,38396378748
Ribera del Fresno;Alburquerque;98168,2049383379
Ribera del Fresno;Aceuchal;23632,37302396194
Ribera del Fresno;Oliva de la Frontera;68198,47224173207
Ribera del Fresno;Talavera la Real;57713,645941460025
Ribera del Fresno;Cabeza del Buey;89738,35542279581
Ribera del Fresno;Campanario;62665,248296133635
Ribera del Fresno;Fregenal de la Sierra;57787,0951042441
Ribera del Fresno;Quintana de la Serena;52452,168962615186
Ribera del Fresno;Fuente de Cantos;36411,521065227935
Ribera del Fresno;Navalvillar de Pela;88076,15342282312
Ribera del Fresno;Monesterio;53723,33036165182
Ribera del Fresno;Santa Amalia;52656,55395118995
Ribera del Fresno;Santa Marta;34545,57148542267
Ribera del Fresno;Arroyo de San Serván;36977,87553878215
Ribera del Fresno;Valverde de Leganés;65975,38722152526
Ribera del Fresno;Zalamea de la Serena;50810,63726289997
Ribera del Fresno;Hornachos;14600,648128091432
Ribera del Fresno;Barcarrota;54001,911400975434
Ribera del Fresno;Herrera del Duque;122285,28013180367
Ribera del Fresno;Villanueva del Fresno;84335,60970900887
Ribera del Fresno;Talarrubias;101204,26286028691
Ribera del Fresno;Zarza, La;27433,743450668862
Ribera del Fresno;Ribera del Fresno;2147,23286553074
Ribera del Fresno;Burguillos del Cerro;37699,50010043144
Ribera del Fresno;Orellana la Vieja;77342,85862765212
Ribera del Fresno;Zah¡nos;68286,67899377036
Ribera del Fresno;Puebla de Sancho P‚rez;24271,56091848397
Ribera del Fresno;Solana de los Barros;31533,00044472716
Ribera del Fresno;Valdelacalzada;53896,50952497022
Ribera del Fresno;Lobón;45832,1125954287
Ribera del Fresno;Monterrubio de la Serena;68733,98516002353
Ribera del Fresno;Fuentes de León;61927,89353714811
Ribera del Fresno;Garrovilla, La;44145,83549976482
Ribera del Fresno;Berlanga;47623,99532936469
Ribera del Fresno;Higuera la Real;62258,22191926032
Ribera del Fresno;Villar del Rey;82016,39763650476
Ribera del Fresno;Granja de Torrehermosa;62622,88308367514
Ribera del Fresno;Medell¡n;49746,17894822478
Ribera del Fresno;Bienvenida;30237,53870202344
Ribera del Fresno;Codosera, La;107944,63057363851
Ribera del Fresno;Valencia del Ventoso;39794,57595132816
Ribera del Fresno;Coronada, La;62404,49956064394
Ribera del Fresno;Torremej¡a;27378,94735093992
Ribera del Fresno;Siruela;112336,32944526564
Ribera del Fresno;Higuera de Vargas;66113,21003008318
Ribera del Fresno;Segura de León;56319,262096538885
Ribera del Fresno;Salvaleón;48791,05082560285
Ribera del Fresno;Pueblonuevo del Guadiana;59942,346421177266
Ribera del Fresno;Alange;23857,97060414334
Ribera del Fresno;Puebla de Obando;75631,62949680946
Ribera del Fresno;Albuera, La;53874,662960006535
Ribera del Fresno;Usagre;24491,299799037628
Ribera del Fresno;Fuenlabrada de los Montes;129011,8619918119
Ribera del Fresno;Alconchel;73294,11261070533
Ribera del Fresno;Oliva de Mérida;26178,840596942922
Ribera del Fresno;Salvatierra de los Barros;40380,494382714205
Ribera del Fresno;Villalba de los Barros;24449,105167725807
Ribera del Fresno;Casas de Don Pedro;98322,78066233628
Ribera del Fresno;Esparragalejo;45069,34426691339
Ribera del Fresno;Montemolín;46273,00748422898
Ribera del Fresno;Roca de la Sierra, La;71629,26528889287
Ribera del Fresno;Campillo de Llerena;35882,65001414851
Ribera del Fresno;Cabeza la Vaca;56284,94127214239
Ribera del Fresno;Villar de Rena;67079,75917531841
Ribera del Fresno;Trujillanos;42277,13950398093
Ribera del Fresno;Valle de la Serena;40560,60244621015
Ribera del Fresno;Parra, La;34430,91565396575
Ribera del Fresno;Mirandilla;48132,27499524433
Ribera del Fresno;Haba, La;53924,883119317805
Ribera del Fresno;Villagonzalo;32598,317075612304
Ribera del Fresno;Feria;29531,81663890254
Ribera del Fresno;Medina de las Torres;29741,881098045928
Ribera del Fresno;Valdetorres;40892,98935650569
Ribera del Fresno;Almendral;51445,9972005891
Ribera del Fresno;Corte de Peleas;41652,25393827017
Ribera del Fresno;Cheles;91593,95545312553
Ribera del Fresno;Puebla de Alcocer;96669,1822445247
Ribera del Fresno;Torre de Miguel Sesmero;49297,79255010334
Ribera del Fresno;Valdecaballeros;117328,91386606853
Ribera del Fresno;Peñalsordo;101167,30122735398
Ribera del Fresno;Valle de Santa Ana;53532,06368035277
Ribera del Fresno;Valverde de Mérida;37876,27220379543
Ribera del Fresno;Castilblanco;127020,67481190815
Ribera del Fresno;Bodonal de la Sierra;54958,90389940823
Ribera del Fresno;Nava de Santiago, La;59499,394670399226
Ribera del Fresno;Esparragosa de la Serena;55371,326253161926
Ribera del Fresno;Maguilla;41383,09212134402
Ribera del Fresno;Calera de León;52358,9413417678
Ribera del Fresno;Ahillones;47200,235498972004
Ribera del Fresno;Higuera de la Serena;43682,130594587754
Ribera del Fresno;Esparragosa de Lares;95014,18108561878
Ribera del Fresno;Torremayor;45118,53086395768
Ribera del Fresno;Villagarcía de la Torre;33645,21499306424
Ribera del Fresno;Cordobilla de Lácara;66486,92012286933
Ribera del Fresno;Benquerencia de la Serena;65860,79337287492
Ribera del Fresno;Llera;20682,643833618524
Ribera del Fresno;San Pedro de Mérida;42220,0591655668
Ribera del Fresno;Calzadilla de los Barros;30814,783130917713
Ribera del Fresno;Puebla de la Reina;15412,231623804697
Ribera del Fresno;Acedera;78861,07225970535
Ribera del Fresno;Táliga;68305,54320387299
Ribera del Fresno;Valencia del Mombuey;85590,21791561335
Ribera del Fresno;Puebla del Maestre;55620,157573277196
Ribera del Fresno;Manchita;32806,03944833251
Ribera del Fresno;Morera, La;36697,59576678767
Ribera del Fresno;Fuente del Arco;55153,517963739396
Ribera del Fresno;Don Álvaro;31004,989712652303
Ribera del Fresno;Alconera;28576,298296907033
Ribera del Fresno;Nogales;44883,17229391457
Ribera del Fresno;Helechosa de los Montes;141336,32003264248
Ribera del Fresno;Valverde de Llerena;53561,68599981152
Ribera del Fresno;Palomas;15980,496897467514
Ribera del Fresno;Trasierra;47062,738493749624
Ribera del Fresno;Valencia de las Torres;27341,49695422238
Ribera del Fresno;Garlitos;108713,22846327131
Ribera del Fresno;Rena;65139,92816198373
Ribera del Fresno;Malpartida de la Serena;52957,210931905945
Ribera del Fresno;Peraleda del Zaucejo;59300,50305328746
Ribera del Fresno;Magacela;56531,578776745395
Ribera del Fresno;Entrín Bajo;44905,85384491943
Ribera del Fresno;Villarta de los Montes;144042,2165274537
Ribera del Fresno;Carmonita;65485,69036351213
Ribera del Fresno;Cristina;31803,518791238566
Ribera del Fresno;Hinojosa del Valle;10639,130840448324
Ribera del Fresno;Garbayuela;119785,52894693575
Ribera del Fresno;Puebla del Prior;3143,0868105710997
Ribera del Fresno;Retamal de Llerena;34437,61996316925
Ribera del Fresno;Mengabril;48172,816111361026
Ribera del Fresno;Malcocinado;68664,11829470351
Ribera del Fresno;Valle de Matamoros;54080,26121849254
Ribera del Fresno;Zarza-Capilla;97347,3387600414
Ribera del Fresno;Higuera de Llerena;29858,648939379633
Ribera del Fresno;Baterno;122707,3407727487
Ribera del Fresno;Atalaya;33740,7082868301
Ribera del Fresno;Valverde de Burguillos;37832,62020674361
Ribera del Fresno;Orellana de la Sierra;81852,26455134683
Ribera del Fresno;Lapa, La;28171,49663652241
Ribera del Fresno;Tamurejo;121146,32838549087
Ribera del Fresno;Aljucén;53285,08105623585
Ribera del Fresno;Sancti-Spíritus;102404,88841291897
Ribera del Fresno;Reina;49551,70917312756
Ribera del Fresno;Casas de Reina;46983,651580643775
Ribera del Fresno;Capilla;103785,40014616205
Ribera del Fresno;Risco;103774,23957145053
Ribera del Fresno;Carrascalejo, El;51000,47620262978
Ribera del Fresno;C ceres;101183,12234417303
Ribera del Fresno;Plasencia;162425,68319125343
Ribera del Fresno;Navalmoral de la Mata;158347,15466717313
Ribera del Fresno;Coria;159053,70556483458
Ribera del Fresno;Miajadas;70409,40682275969
Ribera del Fresno;Trujillo;103256,87396295846
Ribera del Fresno;Talayuela;165254,88663062148
Ribera del Fresno;Moraleja;170211,17981016493
Ribera del Fresno;Arroyo de la Luz;105873,98603060178
Ribera del Fresno;Jara¡z de la Vera;170408,19460194765
Ribera del Fresno;Valencia de Alc ntara;128037,22865144142
Ribera del Fresno;Montehermoso;168789,66494820564
Ribera del Fresno;Casar de Cáceres;111011,48403848459
Ribera del Fresno;Malpartida de Plasencia;157336,0433518826
Ribera del Fresno;Malpartida de Cáceres;100102,87713871161
Ribera del Fresno;Hervás;191788,91342145865
Ribera del Fresno;Torrejoncillo;148786,5919838765
Ribera del Fresno;Jarandilla de la Vera;179847,94074643552
Ribera del Fresno;Alcuéscar;67704,60948049146
Ribera del Fresno;Losar de la Vera;180569,94179021107
Ribera del Fresno;Madroñera;103646,31720179651
Ribera del Fresno;Valverde del Fresno;191636,35649173608
Ribera del Fresno;Garrovillas de Alconétar;129743,22474260608
Ribera del Fresno;Aldeanueva de la Vera;178777,20211190483
Ribera del Fresno;Cabezuela del Valle;183873,2678205412
Ribera del Fresno;Brozas;124871,38653705151
Ribera del Fresno;Villanueva de la Vera;185372,41850034724
Ribera del Fresno;Guadalupe;125525,15105629795
Ribera del Fresno;Logrosán;106658,01944037805
Ribera del Fresno;Sierra de Fuentes;96445,05838585067
Ribera del Fresno;Navaconcejo;181821,60195500715
Ribera del Fresno;Ceclavín;146558,4999950526
Ribera del Fresno;Montánchez;73095,05464381118
Ribera del Fresno;Almoharín;69277,3473765567
Ribera del Fresno;Aliseda;102621,14663665227
Ribera del Fresno;Galisteo;156241,30521018067
Ribera del Fresno;Madrigalejo;82181,71961251124
Ribera del Fresno;Cilleros;177983,39370085797
Ribera del Fresno;Zarza de Granadilla;185815,39916934448
Ribera del Fresno;Madrigal de la Vera;190290,86202944527
Ribera del Fresno;Cañamero;115917,52507873875
Ribera del Fresno;Serradilla;139993,72838879007
Ribera del Fresno;Torreorgaz;90132,76567024885
Ribera del Fresno;Pinofranqueado;192603,68589589646
Ribera del Fresno;Zorita;91791,12877615089
Ribera del Fresno;Gata;187830,28121429193
Ribera del Fresno;Alcántara;139570,86981237377
Ribera del Fresno;Guijo de Galisteo;169884,8741272387
Ribera del Fresno;Piornal;174948,8561524543
Ribera del Fresno;Ahigal;179860,10062906222
Ribera del Fresno;Peraleda de la Mata;157249,09935169105
Ribera del Fresno;Navas del Madro¤o;122425,34285091424
Ribera del Fresno;Nuñomoral;203947,82851211444
Ribera del Fresno;Valdefuentes;78597,1472696968
Ribera del Fresno;Zarza la Mayor;155006,5630407477
Ribera del Fresno;Casatejada;153726,21727866947
Ribera del Fresno;Casar de Palomero;191472,52826627207
Ribera del Fresno;Jerte;188022,2206471409
Ribera del Fresno;Almaraz;146286,54052409646
Ribera del Fresno;Majadas;158031,9341986622
Ribera del Fresno;Cañaveral;136219,2604046195
Ribera del Fresno;Rosalejo;171730,5377170028
Ribera del Fresno;Caminomorisco;195086,17510115486
Ribera del Fresno;Riolobos;150086,52854085204
Ribera del Fresno;Casta¤ar de Ibor;137035,10991504998
Ribera del Fresno;Tornavacas;192872,80162096999
Ribera del Fresno;Torrecillas de la Tiesa;118628,68276895839
Ribera del Fresno;Pesga, La;195058,1414668795
Ribera del Fresno;Carcaboso;164235,37511171796
Ribera del Fresno;Garganta la Olla;175588,52855449406
Ribera del Fresno;Torremocha;86174,74996119588
Ribera del Fresno;Eljas;190385,03853728206
Ribera del Fresno;Campo Lugar;80163,00639379545
Ribera del Fresno;Al¡a;131282,42567288902
Ribera del Fresno;Arroyomolinos;68503,06265219644
Ribera del Fresno;Monroy;118475,57902379183
Ribera del Fresno;Torno, El;175588,2140398126
Ribera del Fresno;Cumbre, La;95249,68764727142
Ribera del Fresno;Hoyos;182717,02131050543
Ribera del Fresno;Mohedas de Granadilla;188632,68075095408
Ribera del Fresno;Perales del Puerto;180105,87130571576
Ribera del Fresno;Talav n;127302,1831613311
Ribera del Fresno;San Martín de Trevejo;188797,90277742624
Ribera del Fresno;Cuacos de Yuste;176050,83301609906
Ribera del Fresno;Tejeda de Tiétar;163904,56792987676
Ribera del Fresno;Acehúche;141137,66835817226
Ribera del Fresno;Escurial;72948,75683542337
Ribera del Fresno;Garciaz;107282,77132220943
Ribera del Fresno;Membrío;127792,27500398409
Ribera del Fresno;Deleitosa;129568,51368049791
Ribera del Fresno;Santibáñez el Bajo;178316,5940210688
Ribera del Fresno;Saucedilla;150265,37640392868
Ribera del Fresno;Aldeanueva del Camino;189420,54862116073
Ribera del Fresno;Albalá;76155,4091493786
Ribera del Fresno;Aldeacentenera;118351,76878980013
Ribera del Fresno;Casas del Monte;182756,98320753523
Ribera del Fresno;Valdeobispo;167875,51385572457
Ribera del Fresno;Holguera;147864,3642481311
Ribera del Fresno;Mirabel;143316,52366809413
Ribera del Fresno;Aldea del Cano;80036,9526338439
Ribera del Fresno;Baños de Montemayor;196572,23999909204
Ribera del Fresno;Navezuelas;125067,73526991249
Ribera del Fresno;Casas de Millán;138611,20213273843
Ribera del Fresno;Salorino;121073,56606807582
Ribera del Fresno;Torrecilla de los Ángeles;186920,46739304953
Ribera del Fresno;Acebo;186033,00683352267
Ribera del Fresno;Santiago de Alcántara;144520,90738698083
Ribera del Fresno;Pasarón de la Vera;168293,28191499598
Ribera del Fresno;Villamiel;185654,45203290682
Ribera del Fresno;Villar del Pedroso;154833,45722868748
Ribera del Fresno;Belvís de Monroy;148793,76718086321
Ribera del Fresno;Casas del Castañar;173087,82879635613
Ribera del Fresno;Torre de Santa María;76430,63039243268
Ribera del Fresno;Guijo de Granadilla;180352,25250298367
Ribera del Fresno;Torremenga;168675,61305585728
Ribera del Fresno;Zarza de Montánchez;78148,22856400348
Ribera del Fresno;Aceituna;175502,9389418205
Ribera del Fresno;Torrejón el Rubio;134558,78918370686
Ribera del Fresno;Torrequemada;88301,0052192913
Ribera del Fresno;Jaraicejo;126998,87447562131
Ribera del Fresno;Valverde de la Vera;183809,50514463242
Ribera del Fresno;Torre de Don Miguel;185985,3973047501
Ribera del Fresno;Pozuelo de Zarzón;175910,0278050674
Ribera del Fresno;Villa del Campo;175294,18044385294
Ribera del Fresno;Plasenzuela;91515,44959288891
Ribera del Fresno;Bohonal de Ibor;149536,39038602647
Ribera del Fresno;Berzocana;117233,81090136454
Ribera del Fresno;Casares de las Hurdes;207675,48171401766
Ribera del Fresno;Hernán-Pérez;183420,11366435848
Ribera del Fresno;Villanueva de la Sierra;181752,83068829603
Ribera del Fresno;Cadalso;187019,2423363363
Ribera del Fresno;Navalvillar de Ibor;133022,4753399962
Ribera del Fresno;Arroyomolinos de la Vera;167886,51071520583
Ribera del Fresno;Cedillo;161996,28206048792
Ribera del Fresno;Garganta, La;198506,95061724036
Ribera del Fresno;Ibahernando;88104,97420607218
Ribera del Fresno;Calzadilla;167574,8266647787
Ribera del Fresno;Barrado;170930,16189198033
Ribera del Fresno;Casillas de Coria;158927,31085775542
Ribera del Fresno;Villasbuenas de Gata;181800,23366562283
Ribera del Fresno;Valdelacasa de Tajo;152370,59784125036
Ribera del Fresno;Abertura;83144,48508571426
Ribera del Fresno;Palomero;186099,49366902406
Ribera del Fresno;Serrejón;143282,80934006697
Ribera del Fresno;Hinojal;126885,20682038247
Ribera del Fresno;Gargantilla;188378,97830594383
Ribera del Fresno;Santibáñez el Alto;181400,77972320368
Ribera del Fresno;Cabañas del Castillo;125200,59441226418
Ribera del Fresno;Robledillo de Trujillo;80550,88124135524
Ribera del Fresno;Cabezabellosa;175123,801341961
Ribera del Fresno;Morcillo;161473,8190902161
Ribera del Fresno;Portaje;152295,59418418357
Ribera del Fresno;Guijo de Santa Bárbara;182857,220751786
Ribera del Fresno;Robledollano;131324,00033084274
Ribera del Fresno;Puerto de Santa Cruz;88977,81306247636
Ribera del Fresno;Herreruela;114863,78058948621
Ribera del Fresno;Valdastillas;176217,41908462197
Ribera del Fresno;Cabrero;173830,443659393
Ribera del Fresno;Herguijuela;98233,35564483838
Ribera del Fresno;Talaveruela de la Vera;182950,99401630388
Ribera del Fresno;Granja, La;186542,9469856509
Ribera del Fresno;Aldea del Obispo, La;113776,73319014088
Ribera del Fresno;Casas de Don Gómez;162804,50580954048
Ribera del Fresno;Aldehuela de Jerte;160002,45627683157
Ribera del Fresno;Gordo, El;163088,593891495
Ribera del Fresno;Carrascalejo;148415,96101053213
Ribera del Fresno;Mata de Alcántara;137217,3802071205
Ribera del Fresno;Fresnedoso de Ibor;138671,05396538845
Ribera del Fresno;Abadía;188871,3790813396
Ribera del Fresno;Santa Cruz de Paniagua;180311,66910209082
Ribera del Fresno;Villamesías;81136,99553127192
Ribera del Fresno;Santa Marta de Magasca;105119,52580207877
Ribera del Fresno;Santiago del Campo;118029,49707290402
Ribera del Fresno;Robledillo de la Vera;178813,6630268356
Ribera del Fresno;Salvatierra de Santiago;83122,56939076091
Ribera del Fresno;Santa Ana;84597,74695176107
Ribera del Fresno;Peraleda de San Román;149144,6341396032
Ribera del Fresno;Oliva de Plasencia;171701,17595137793
Ribera del Fresno;Herrera de Alcántara;156081,01932197963
Ribera del Fresno;Santa Cruz de la Sierra;91369,80403775866
Ribera del Fresno;Portezuelo;139451,82221530614
Ribera del Fresno;Alcollarín;86306,27041801474
Ribera del Fresno;Viandar de la Vera;182452,5796526454
Ribera del Fresno;Millanes;152676,05869069643
Ribera del Fresno;Marchagaz;188539,36345337247
Ribera del Fresno;Rebollar;178157,3007046431
Ribera del Fresno;Guijo de Coria;171116,0838995459
Ribera del Fresno;Valdemorales;71946,89971780604
Ribera del Fresno;Villar de Plasencia;175013,07396992765
Ribera del Fresno;Ladrillar;210451,4571848355
Ribera del Fresno;Carbajo;141767,6942542995
Ribera del Fresno;Romangordo;137996,96273253992
Ribera del Fresno;Casas de Don Antonio;74034,84971305677
Ribera del Fresno;Valdehúncar;153431,13758004498
Ribera del Fresno;Conquista de la Sierra;96880,85724310017
Ribera del Fresno;Piedras Albas;147519,30365005217
Ribera del Fresno;Collado;170981,45380315007
Ribera del Fresno;Botija;87002,92356008978
Ribera del Fresno;Huélaga;168193,77353658472
Ribera del Fresno;Cerezo;185099,33037006255
Ribera del Fresno;Descargamaría;193779,26163509936
Ribera del Fresno;Segura de Toro;185272,13872288621
Ribera del Fresno;Toril;152500,1890822896
Ribera del Fresno;Mesas de Ibor;144459,96724812046
Ribera del Fresno;Pescueza;153938,8741392009
Ribera del Fresno;Villa del Rey;131219,50327760185
Ribera del Fresno;Jarilla;178953,50680150389
Ribera del Fresno;Casas de Miravete;135187,99637034672
Ribera del Fresno;Gargüera;167628,22806091775
Ribera del Fresno;Robledillo de Gata;195584,42921220855
Ribera del Fresno;Valdecañas de Tajo;142249,82369626957
Ribera del Fresno;Pedroso de Acim;140232,7171117481
Ribera del Fresno;Berrocalejo;158312,66948702378
Ribera del Fresno;Garvín;148910,0056353013
Ribera del Fresno;Higuera;137404,25757893067
Ribera del Fresno;Benquerencia;83106,03574601987
Ribera del Fresno;Cachorrilla;154058,8183160508
Ribera del Fresno;Campillo de Deleitosa;138049,96441751166
Ribera del Fresno;Ruanes;86219,11931463183
Ribera del Fresno_2;Badajoz;73571,86076261534
Ribera del Fresno_2;Mérida;41292,078757001946
Ribera del Fresno_2;Don Benito;54986,541867477674
Ribera del Fresno_2;Almendralejo;20920,312458176537
Ribera del Fresno_2;Villanueva de la Serena;60131,88327145139
Ribera del Fresno_2;Zafra;21595,39896083252
Ribera del Fresno_2;Montijo;51528,35492194228
Ribera del Fresno_2;Villafranca de los Barros;9295,249315128478
Ribera del Fresno_2;Olivenza;77021,17944789733
Ribera del Fresno_2;Jerez de los Caballeros;53675,1124680684
Ribera del Fresno_2;Azuaga;58761,49726158897
Ribera del Fresno_2;Santos de Maimona, Los;17494,330870306818
Ribera del Fresno_2;Guareña;35742,51021037291
Ribera del Fresno_2;Fuente del Maestre;19029,67608001773
Ribera del Fresno_2;Castuera;62672,85404376072
Ribera del Fresno_2;Calamonte;39508,86035954434
Ribera del Fresno_2;Llerena;40001,777613660764
Ribera del Fresno_2;Puebla de la Calzada;50815,132158182314
Ribera del Fresno_2;San Vicente de Alcántara;119064,08084643394
Ribera del Fresno_2;Alburquerque;99604,42110216328
Ribera del Fresno_2;Aceuchal;24457,1572338445
Ribera del Fresno_2;Oliva de la Frontera;67436,96173345645
Ribera del Fresno_2;Talavera la Real;58904,558571561254
Ribera del Fresno_2;Cabeza del Buey;90002,91062270188
Ribera del Fresno_2;Campanario;63550,241352029974
Ribera del Fresno_2;Fregenal de la Sierra;56448,97103390317
Ribera del Fresno_2;Quintana de la Serena;53051,16428518658
Ribera del Fresno_2;Fuente de Cantos;34626,638728381266
Ribera del Fresno_2;Navalvillar de Pela;89218,54722180363
Ribera del Fresno_2;Monesterio;51896,59085290351
Ribera del Fresno_2;Santa Amalia;54330,791306658684
Ribera del Fresno_2;Santa Marta;34961,48789945469
Ribera del Fresno_2;Arroyo de San Serván;38614,256974836535
Ribera del Fresno_2;Valverde de Leganés;66422,26368883917
Ribera del Fresno_2;Zalamea de la Serena;51065,486241236176
Ribera del Fresno_2;Hornachos;14392,366333464532
Ribera del Fresno_2;Barcarrota;53929,51097392212
Ribera del Fresno_2;Herrera del Duque;123211,6534787257
Ribera del Fresno_2;Villanueva del Fresno;83993,19663201833
Ribera del Fresno_2;Talarrubias;102075,78454461042
Ribera del Fresno_2;Zarza, La;29262,627853621332
Ribera del Fresno_2;Ribera del Fresno;507,8512614538078
Ribera del Fresno_2;Burguillos del Cerro;36795,87593790036
Ribera del Fresno_2;Orellana la Vieja;78422,10289103717
Ribera del Fresno_2;Zah¡nos;67696,68203275518
Ribera del Fresno_2;Puebla de Sancho P‚rez;22892,916178703097
Ribera del Fresno_2;Solana de los Barros;32660,201134332514
Ribera del Fresno_2;Valdelacalzada;55202,283396574414
Ribera del Fresno_2;Lobón;47173,56620477477
Ribera del Fresno_2;Monterrubio de la Serena;68710,71604841415
Ribera del Fresno_2;Fuentes de León;60324,363494429475
Ribera del Fresno_2;Garrovilla, La;45814,62802540439
Ribera del Fresno_2;Berlanga;46332,57355595433
Ribera del Fresno_2;Higuera la Real;60931,31836819436
Ribera del Fresno_2;Villar del Rey;83493,23875849808
Ribera del Fresno_2;Granja de Torrehermosa;61707,038516812216
Ribera del Fresno_2;Medell¡n;51312,81135173433
Ribera del Fresno_2;Bienvenida;28397,258948560233
Ribera del Fresno_2;Codosera, La;109243,04251356758
Ribera del Fresno_2;Valencia del Ventoso;38306,26686200143
Ribera del Fresno_2;Coronada, La;63481,87689528237
Ribera del Fresno_2;Torremej¡a;29069,63397242293
Ribera del Fresno_2;Siruela;113000,39410291289
Ribera del Fresno_2;Higuera de Vargas;65863,65981152032
Ribera del Fresno_2;Segura de León;54747,38737979627
Ribera del Fresno_2;Salvaleón;48685,69606443122
Ribera del Fresno_2;Pueblonuevo del Guadiana;61240,023387749745
Ribera del Fresno_2;Alange;25698,35325204927
Ribera del Fresno_2;Puebla de Obando;77323,582913426
Ribera del Fresno_2;Albuera, La;54565,784581967375
Ribera del Fresno_2;Usagre;22684,60745526898
Ribera del Fresno_2;Fuenlabrada de los Montes;129828,91877281785
Ribera del Fresno_2;Alconchel;73278,79059836027
Ribera del Fresno_2;Oliva de Mérida;27858,536334175707
Ribera del Fresno_2;Salvatierra de los Barros;40125,47269984897
Ribera del Fresno_2;Villalba de los Barros;24974,335663921778
Ribera del Fresno_2;Casas de Don Pedro;99360,77691701495
Ribera del Fresno_2;Esparragalejo;46806,496786856726
Ribera del Fresno_2;Montemolín;44432,95526319867
Ribera del Fresno_2;Roca de la Sierra, La;73229,56239230695
Ribera del Fresno_2;Campillo de Llerena;35434,41196705835
Ribera del Fresno_2;Cabeza la Vaca;54562,59498867648
Ribera del Fresno_2;Villar de Rena;68571,09864866905
Ribera del Fresno_2;Trujillanos;44117,51890610457
Ribera del Fresno_2;Valle de la Serena;41156,369393883775
Ribera del Fresno_2;Parra, La;34296,133191613415
Ribera del Fresno_2;Mirandilla;49971,20508620317
Ribera del Fresno_2;Haba, La;55186,811193030706
Ribera del Fresno_2;Villagonzalo;34417,5861721855
Ribera del Fresno_2;Feria;29293,25182794438
Ribera del Fresno_2;Medina de las Torres;28252,5417982179
Ribera del Fresno_2;Valdetorres;42583,03823756454
Ribera del Fresno_2;Almendral;51760,1351627223
Ribera del Fresno_2;Corte de Peleas;42540,94239318471
Ribera del Fresno_2;Cheles;91600,13131674484
Ribera del Fresno_2;Puebla de Alcocer;97473,30345953886
Ribera del Fresno_2;Torre de Miguel Sesmero;49642,349115593745
Ribera del Fresno_2;Valdecaballeros;118431,25960245868
Ribera del Fresno_2;Peñalsordo;101592,96504222951
Ribera del Fresno_2;Valle de Santa Ana;52882,95597213409
Ribera del Fresno_2;Valverde de Mérida;39710,21993106251
Ribera del Fresno_2;Castilblanco;128102,08769191681
Ribera del Fresno_2;Bodonal de la Sierra;53454,43661401781
Ribera del Fresno_2;Nava de Santiago, La;61233,24252400128
Ribera del Fresno_2;Esparragosa de la Serena;55590,150940710584
Ribera del Fresno_2;Maguilla;40319,44673010623
Ribera del Fresno_2;Calera de León;50569,59663368444
Ribera del Fresno_2;Ahillones;45799,57156397025
Ribera del Fresno_2;Higuera de la Serena;43968,4611295873
Ribera del Fresno_2;Esparragosa de Lares;95811,64416738435
Ribera del Fresno_2;Torremayor;46683,73148747632
Ribera del Fresno_2;Villagarcía de la Torre;31926,369949368876
Ribera del Fresno_2;Cordobilla de Lácara;68288,87521397593
Ribera del Fresno_2;Benquerencia de la Serena;66188,8864586675
Ribera del Fresno_2;Llera;19428,81739804233
Ribera del Fresno_2;San Pedro de Mérida;44039,22854620305
Ribera del Fresno_2;Calzadilla de los Barros;29060,343170613578
Ribera del Fresno_2;Puebla de la Reina;16632,075623190092
Ribera del Fresno_2;Acedera;80107,45741434472
Ribera del Fresno_2;Táliga;68316,50357367974
Ribera del Fresno_2;Valencia del Mombuey;84930,61757136857
Ribera del Fresno_2;Puebla del Maestre;53813,86760023797
Ribera del Fresno_2;Manchita;34286,27673661065
Ribera del Fresno_2;Morera, La;36717,21291851033
Ribera del Fresno_2;Fuente del Arco;53553,10304934799
Ribera del Fresno_2;Don Álvaro;32842,528237415194
Ribera del Fresno_2;Alconera;27461,238117688164
Ribera del Fresno_2;Nogales;45103,92564539245
Ribera del Fresno_2;Helechosa de los Montes;142339,10165534372
Ribera del Fresno_2;Valverde de Llerena;52145,41007629346
Ribera del Fresno_2;Palomas;17504,36331759617
Ribera del Fresno_2;Trasierra;45374,76804176354
Ribera del Fresno_2;Valencia de las Torres;26044,68680868271
Ribera del Fresno_2;Garlitos;109218,36610030518
Ribera del Fresno_2;Rena;66603,55598770834
Ribera del Fresno_2;Malpartida de la Serena;53288,499920929506
Ribera del Fresno_2;Peraleda del Zaucejo;58893,582756027325
