municipio,voronoi_plant_raw,voronoi_plant,d_euclidean,network_plant_raw,network_plant,d_network,beta_assigned,misallocated,_norm,beta_mum_mean,beta_mum_std,beta_mum_min,beta_mum_max,n_pairs,utm_x,utm_y,log_beta,log_beta_pred,residual,log_beta_loocv_pred,beta_loocv_pred
Torre de Miguel Sesmero,13,13,25192.444045516284,13,13,28335.9300225,1.1247789206678098,0,torre de miguel sesmero,1.2480470928101008,0.1036809545472448,1.0539382000394348,2.007265011011288,300.0,169648.950744681,4281454.13961979,0.11758650138284145,0.3410278648594121,-0.22344136347657068,0.3410278648594121,1.4063924292434964
Valdecaballeros,45,45,26825.871607729823,11,11,67269.8220883,2.507647209826961,1,valdecaballeros,2.041629276123473,0.5810009919219409,1.2373805271107363,5.178954809153731,300.0,311177.365142787,4346075.42409472,0.91934494693808,0.4219743703610248,0.4973705765770552,0.4219743703610248,1.524969439766226
PeÃ±alsordo,7,7,13142.81913406931,7,7,18075.0163156,1.3752769577985946,0,peaalsordo,,,,,,316497.339563731,4299026.76612878,0.3186551346889972,0.40182668952311773,-0.08317155483412053,0.40182668952311773,1.494552288659297
Valle de Santa Ana,5,5,27237.20526670436,9,9,49431.2028463,1.8148412203922517,1,valle de santa ana,1.269082367417527,0.1120903900771336,1.1492495726103074,2.507841728889714,300.0,169100.865605342,4253406.09905679,0.5959979820125042,0.4241922577182542,0.17180572429425,0.4241922577182542,1.5283554036621332
Valverde de MÃ©rida,14,14,14629.283973124326,14,14,27914.7305341,1.9081405887931744,0,valverde de marida,,,,,,220789.401334391,4312035.46156158,0.646129254165438,0.6643576395655162,-0.018228385400078206,0.6643576395655162,1.9432418586493847
Castilblanco,45,45,33986.75436755587,11,11,57663.1372143,1.6966355948759222,1,castilblanco,1.8256911636769104,0.5275066990270626,1.187395520928027,4.548012433234252,300.0,319896.947148144,4350625.34531156,0.5286472282939699,0.5998553605375263,-0.07120813224355638,0.5998553605375263,1.821855269165624
Bodonal de la Sierra,8,8,5905.708222210945,8,8,7259.8062507,1.229286306999792,0,bodonal de la sierra,1.2173075351450766,0.0733994347489023,1.0535298566546418,1.5392538697728684,300.0,188247.87230358,4228294.37775305,0.20643376276943792,0.5582694441667553,-0.35183568139731736,0.5582694441667553,1.7476454837546274
Nava de Santiago. La,14,14,19397.60394642308,14,14,36038.287198,1.857873132039355,0,la nava de santiago,1.3377912971877568,0.1415465068885754,1.059864960612878,2.4398715873646952,300.0,196892.451748007,4329703.97455812,0.6194323560578247,0.49903010654885793,0.12040224950896672,0.499030106548858,1.6471229619568022
Esparragosa de la Serena,15,6,9136.555109522258,15,6,12640.1531529,1.3834703563191162,0,esparragosa de la serena,1.2862237423156302,0.1220342208251387,1.090246738684394,2.2469215882682154,300.0,273349.366874407,4281177.0289042,0.32459509342990334,0.5037698803330717,-0.17917478690316835,0.5037698803330717,1.6549484831410206
Maguilla,10,10,22811.555812891227,10,10,26081.8721675,1.1433622669770145,0,maguilla,1.2720070388378666,0.0801012164486892,1.0526923646223318,1.7016840403908695,300.0,252300.451872141,4250477.77037682,0.1339732785834277,0.3956382754972419,-0.2616649969138142,0.3956382754972419,1.485331939408615
Calera de LeÃ³n,8,8,25917.50248103844,8,8,32799.8812567,1.2655494595089474,0,calera de lea3n,,,,,,207555.919285026,4223013.20623579,0.23550638321754988,0.38412698376540033,-0.14862060054785045,0.38412698376540033,1.4683318841556627
Ahillones,10,10,14597.715921530737,10,10,20341.6671587,1.3934828755433777,0,ahillones,1.246042869441869,0.0798697169449471,1.070410953897382,1.6781865506466398,300.0,249400.634213316,4238628.07790323,0.33180627905443866,0.39066277138010347,-0.05885649232566481,0.39066277138010347,1.4779600189471191
Higuera de la Serena,6,6,12594.668086312591,15,6,21664.0202503,1.72009457508798,0,higuera de la serena,1.2699405790613223,0.1219774442041066,1.0585173888449002,2.31354784257166,300.0,261549.900673448,4281126.97414319,0.5423792748299809,0.5317015688138228,0.01067770601615814,0.5317015688138228,1.701825619737584
Esparragosa de Lares,11,11,15856.738830137936,11,11,25664.4921329,1.6185227244911835,0,esparragosa de lares,1.4119485518655046,0.227762277708963,1.1485372891760763,3.030006222145964,300.0,303447.849131883,4316626.20507748,0.48151383474971887,0.3540382175854867,0.12747561716423217,0.3540382175854867,1.4248096382235258
Torremayor,14,14,12801.214311475182,14,14,23120.3231049,1.8061039009537263,0,torremayor,1.302587197363967,0.1555657007188377,1.0426427221602754,2.2686915312081437,300.0,193403.41925182,4311784.94700223,0.59117198432208,0.5509373546192162,0.04023462970286373,0.5509373546192162,1.7348784522751755
VillagarcÃ­a de la Torre,10,10,8686.416190864886,2,1,37153.5768489,4.277204319080721,1,villagarcaa de la torre,,,,,,230851.198602885,4242971.17940474,1.4532995996914757,0.4213402097040569,1.0319593899874189,0.4213402097040569,1.524002670720294
Cordobilla de LÃ¡cara,41,41,24486.014428453924,41,41,30955.1828573,1.264198505957286,0,cordobilla de lacara,,,,,,203220.290435113,4338961.01819424,0.23443832924653998,0.46718870910771354,-0.23275037986117356,0.46718870910771354,1.5955024608557096
Benquerencia de la Serena,15,6,6811.032914999259,15,6,9678.3081995,1.4209751032308808,0,benquerencia de la serena,1.253086287737612,0.1178328809605769,1.0577760248403445,2.057147056038054,300.0,283108.902471605,4286576.93830036,0.3513433283639257,0.5008109137118185,-0.14946758534789284,0.5008109137118185,1.6500587836159937
Llera,2,1,19428.81739804233,2,1,23141.6940764,1.191101527297888,0,llera,1.2633877445402313,0.0923548759950261,1.0718504953617034,1.6734639536597329,300.0,233412.833084715,4259991.49764378,0.17487853216221863,0.4393400384065006,-0.264461506244282,0.4393400384065006,1.55168282944707
San Pedro de MÃ©rida,14,14,18133.592609592048,14,14,23262.7659078,1.2828547772433574,0,san pedro de marida,,,,,,223983.262323626,4316084.95195536,0.24908788923744013,0.4851870608570272,-0.23609917161958704,0.4851870608570272,1.6244788568314923
Calzadilla de los Barros,5,5,15411.537742307508,5,5,32046.9167302,2.079410715922611,0,calzadilla de los barros,1.2307214057830145,0.1058265722537206,1.0593798914746786,1.7754279451513812,300.0,210057.669460203,4244573.87193963,0.7320845439208747,0.48250043422737576,0.24958410969349898,0.48250043422737576,1.620120346142495
Puebla de la Reina,12,1,14952.330523197825,1,1,24039.8678423,1.6077672845047997,0,puebla de la reina,1.278233584956956,0.1050676347932154,1.1071168987960942,1.909024432079909,300.0,230165.878876168,4284206.44688934,0.47484643671664184,0.4284488971817714,0.04639753953487041,0.4284488971817715,1.5348749273746771
Acedera,17,3,18486.95848056796,17,3,33910.7459662,1.834306384246187,0,acedera,1.3802101657407264,0.5093734611790066,1.057110264796184,9.558853850001736,300.0,275659.04898293,4328475.72110089,0.6066664178130505,0.3925810352786799,0.21408538253437065,0.3925810352786799,1.4807978572862146
TÃ¡liga,13,13,18293.310726496024,13,13,23137.0963382,1.264784526110314,0,taliga,,,,,,150141.420061748,4272147.56876966,0.23490177258015346,0.32594563123526715,-0.09104385865511369,0.32594563123526715,1.385340047598118
Valencia del Mombuey,8,8,44390.7985674346,5,5,69191.165712,1.5586826086692462,1,valencia del mombuey,1.239682892440969,0.0724426806974947,1.0713198069205057,1.7100336804415122,300.0,139569.318114953,4240931.60676457,0.44384098286368806,0.3828608195102949,0.06098016335339318,0.3828608195102949,1.4664739113069378
Puebla del Maestre,10,10,16345.965390280431,10,10,24454.3008906,1.4960450671907646,0,puebla del maestre,1.2743783001004214,0.1428596028037802,1.1082691749760007,2.2965969410899514,300.0,230154.15928455,4219866.44339936,0.4028250042260494,0.39435821567972923,0.008466788546320159,0.39435821567972923,1.483431842055896
Manchita,3,3,17977.866844237047,3,3,45832.348449,2.549376344040057,0,manchita,1.3977084047111024,0.2076886577275571,1.073672081790682,2.742833713284476,300.0,237735.977024441,4300746.69445125,0.9358487582932956,0.47433723088199,0.46151152741130563,0.47433723088199,1.60694880842685
Morera. La,9,9,16862.27908971044,9,9,23296.1273983,1.3815527114905584,0,la morera,1.2358668080703616,0.1163704302369723,1.0330589418430194,1.8217226805564484,300.0,181743.226267398,4272859.92165057,0.32320801991262166,0.4328514176734751,-0.10964339776085347,0.4328514176734751,1.5416471421634799
Fuente del Arco,10,10,14206.59844307657,10,10,16862.8128994,1.1869704748090426,0,fuente del arco,1.2422155765434062,0.1204969323477317,1.0471024192652505,2.4328990981689134,300.0,246350.817688772,4226678.3835443,0.1714042415262966,0.438549370960116,-0.2671451294338194,0.438549370960116,1.5504564492400552
Don Ãlvaro,14,14,12321.334769283168,14,14,36786.4257977,2.985587721340694,0,don alvaro,,,,,,215924.624506303,4305138.48413944,1.0937966190353856,0.6061132387004471,0.4876833803349385,0.6061132387004472,1.83329196487198
Alconera,5,5,4382.439522363505,5,5,7442.0989167,1.6981635179956531,0,alconera,1.2879065607960405,0.1541909861146828,1.142031125660738,2.8325884110325075,300.0,196554.636944378,4255829.19741158,0.5295473836033714,0.5061010426037176,0.023446340999653814,0.5061010426037176,1.6588109368588213
Nogales,9,9,26026.82218954756,9,9,32961.7894842,1.2664546306939286,0,nogales,1.2497351491733268,0.1178649255620155,1.0330589418430194,2.015286909457124,300.0,173664.497412427,4277680.81260759,0.23622136723123616,0.3702672496492925,-0.13404588241805632,0.3702672496492925,1.44812157293629
Helechosa de los Montes,11,11,40521.1102783511,11,11,86494.8937622,2.134563766097272,0,helechosa de los montes,1.9062733917888883,0.5204202496217702,1.3442813270386889,4.483608769480427,300.0,335556.230971104,4353315.35167669,0.7582623007904011,0.5700158648243616,0.18824643596603952,0.5700158648243616,1.7682951049024618
Valverde de Llerena,10,10,18063.413333779947,10,10,28310.2222079,1.56726869306355,0,valverde de llerena,1.2515344360558325,0.0951707525677469,1.0846575900582558,2.1323117039929587,300.0,253110.484706801,4233428.23321664,0.44933441840248606,0.38886163721736755,0.06047278118511851,0.38886163721736755,1.4753004105406153
Palomas,12,1,15724.087577468328,1,1,20293.7016081,1.290612349245603,0,palomas,1.266421227392344,0.1009495187101281,1.1071168987960942,1.750907558632248,300.0,227488.109463734,4287388.78472634,0.25511679508191504,0.42004547293053207,-0.16492867784861703,0.42004547293053207,1.5220307652442953
Trasierra,10,10,4863.387121293103,10,10,6913.3958795,1.4215187290420406,0,trasierra,1.2607017011724615,0.1071585446429743,1.075120032007704,2.1671291696465187,300.0,237821.182993814,4231358.21735097,0.35172582757051357,0.5085568427661995,-0.15683101519568593,0.5085568427661995,1.6628896512309166
Valencia de las Torres,10,10,19695.19747107138,10,10,23705.9272609,1.2036399886682854,0,valencia de las torres,1.2537637108230015,0.081188809033845,1.076087280964361,1.6795866510804682,300.0,237793.73442067,4254945.70489405,0.18535028943942605,0.437217317057494,-0.25186702761806795,0.437217317057494,1.5483925326052825
Garlitos,11,11,11045.10182224977,11,11,20667.2245175,1.871166499874811,0,garlitos,1.417953275754112,0.2095811643777246,1.2094993666016267,3.1880864570655225,300.0,322497.035622686,4305626.62060681,0.6265620331106896,0.36479610842158705,0.26176592468910254,0.36479610842158705,1.4402203294146974
Rena,38,36,13453.628722671345,17,3,16858.8660717,1.2531092108473552,1,rena,1.285574146348143,0.1658383662957857,1.0637938382353336,2.791934461786852,300.0,257149.89155388,4326605.6779018,0.22562783161085906,0.5407158264378883,-0.3150879948270292,0.5407158264378883,1.7172356650167144
Malpartida de la Serena,6,6,7456.006371409078,15,6,11885.4043739,1.5940711128515077,0,malpartida de la serena,1.2934507663266226,0.1327931513338448,1.0585173888449002,2.2469215882682154,300.0,270449.478434479,4284076.93406681,0.46629119220320653,0.4917260962289094,-0.025434904025702865,0.4917260962289094,1.6351361878948916
Peraleda del Zaucejo,16,16,15780.05180248352,16,16,25156.2170577,1.5941783571167254,0,peraleda del zaucejo,1.276829236704212,0.0986473485360787,1.0381274979682968,1.876247089544646,300.0,276349.313082905,4261577.58989138,0.46635846690442945,0.44585097196182666,0.02050749494260279,0.44585097196182666,1.5618186944133778
Magacela,17,3,5063.654660889039,17,3,12503.1548243,2.469195800588974,0,magacela,1.3184046739874618,0.1795872546765981,1.067920694009666,2.560029048989161,300.0,263049.710176429,4308926.20042429,0.9038925108189106,0.479116281626117,0.4247762291927936,0.479116281626117,1.6146468784075156
EntrÃ­n Bajo,4,4,20470.32232503053,4,4,29754.3436447,1.4535356684793004,0,entran bajo,,,,,,177276.286706572,4292237.39490415,0.37399898043314056,0.34684108769847033,0.02715789273467023,0.34684108769847033,1.4145919114516792
Villarta de los Montes,11,11,36837.08753722764,11,11,117130.6867133,3.179694556333409,0,villarta de los montes,2.0331424310870374,0.5400530350457966,1.4447085883172472,5.794300508604257,300.0,345438.831755784,4342153.71911201,1.1567851407113665,0.4772144994776703,0.6795706412336961,0.4772144994776703,1.611579089855492
Carmonita,41,41,16669.36002121502,41,41,20965.5425556,1.2577293026797218,0,carmonita,1.323074268902902,0.1367734774034125,1.1101429205904143,2.001312042131418,300.0,211568.112826852,4339360.43647563,0.22930795442381616,0.4734903675263697,-0.24418241310255354,0.4734903675263697,1.6055885184378054
Cristina,3,3,22604.725950182343,3,3,34612.5059647,1.5312066176330177,0,cristina,1.304530839203896,0.1247190589839013,1.1026331216340344,1.7622725778616994,300.0,231126.84850758,4303386.30007753,0.4260560635678573,0.5153466429633135,-0.08929057939545615,0.5153466429633135,1.6742187573722536
Hinojosa del Valle,2,1,8932.482838830565,2,1,10362.2552379,1.1600643880169628,0,hinojosa del valle,1.2557124633365695,0.0881700305038094,1.0718504953617034,1.638205303874484,300.0,222290.457466017,4264325.46575369,0.1484755104889965,0.3526452986057084,-0.20416978811671194,0.3526452986057084,1.422826375418739
Garbayuela,11,11,11332.1102171275,11,11,15105.8177777,1.3330101356470103,0,garbayuela,1.3918155201480915,0.2775102642055907,1.0952728963507528,4.080978672999146,300.0,327246.742800876,4324276.12668639,0.2874396448038309,0.3980766498108638,-0.11063700500703294,0.3980766498108638,1.4889581538943109
Puebla del Prior,12,1,2319.326328094571,2,1,3995.5533892,1.722721525126015,0,puebla del prior,1.300244690890701,0.1156297467225641,1.095594169035293,1.909024432079909,300.0,221552.582814066,4274046.07325644,0.5439053223860383,0.342687912096043,0.2012174102899953,0.342687912096043,1.4087290460197963
Retamal de Llerena,6,6,23763.070342169063,15,6,35939.8272777,1.512423553025575,0,retamal de llerena,1.2914304993570338,0.1094227131260459,1.1039245344452782,2.0422019131022746,300.0,252850.320044944,4273827.12227472,0.41371336619133076,0.4817451598973714,-0.06803179370604062,0.4817451598973714,1.6188971728073915
Mengabril,3,3,6891.672642422954,3,3,11636.4572063,1.6884808391318031,0,mengabril,1.2959126017900415,0.1337885039300106,1.0963242662822823,2.05410477065427,300.0,245900.459149506,4313795.97574382,0.5238292129151968,0.5255209132886899,-0.001691700373493088,0.5255209132886899,1.6913396602505824
Malcocinado,10,10,31479.724541745352,10,10,54902.0381253,1.7440444261986554,0,malcocinado,1.2656698004594369,0.143375644517972,1.0703514145583608,2.4328990981689134,300.0,264050.042812532,4222928.581465,0.5562067989000988,0.3973252824941514,0.15888151640594744,0.3973252824941514,1.4878398195940565
Valle de Matamoros,5,5,28561.495525222374,5,5,40596.6705077,1.4213776191043457,0,valle de matamoros,1.285073586230406,0.1141359084120508,1.122849546063661,2.507841728889714,300.0,167913.569871452,4254887.61817503,0.3516265556164708,0.43050437454105817,-0.07887781892458734,0.43050437454105817,1.538033072673385
Zarza-Capilla,7,7,9876.749252456912,7,7,12881.6754816,1.3042424336525087,0,zarza capilla,1.3776615366442682,0.173737826578061,1.1051038196330192,2.641536751801035,300.0,312897.505378877,4297676.79066143,0.26562236160202984,0.40633433140623215,-0.1407119698042023,0.40633433140623215,1.501304401773179
Higuera de Llerena,10,10,16670.872811743528,10,10,19994.492515,1.199366868237109,0,higuera de llerena,1.2562799147106531,0.0787645761688038,1.0616208008830532,1.6615194994427651,300.0,238151.082715089,4251827.6561949,0.18179380775651702,0.4736460377730195,-0.2918522300165025,0.4736460377730195,1.6058384802537926
Baterno,11,11,15468.441387595964,11,11,17136.1621472,1.107814402098803,0,baterno,1.380796663996814,0.2544305757714343,1.1086928615301683,4.166035805631466,300.0,334576.455120106,4313776.45501871,0.1023890671631615,0.4110217370423254,-0.30863266987916393,0.4110217370423254,1.5083581434465179
Atalaya,5,5,2845.606962625202,5,5,4330.4614947,1.5218059105059794,0,atalaya,1.2540777273298025,0.0963671536180257,1.1339182355569628,1.8122743644720287,300.0,196455.892130757,4248616.72105768,0.4198977286441738,0.47229831125185917,-0.052400582607685375,0.47229831125185917,1.603675706886134
Valverde de Burguillos,5,5,6215.341424022229,5,5,9338.0980183,1.5024272008949258,0,valverde de burguillos,1.2342517922290082,0.0910303309625591,1.093852881184847,1.8679046946228048,300.0,190992.51821022,4248170.12000351,0.40708193426997985,0.5158343056747794,-0.10875237140479954,0.5158343056747794,1.6750354105405258
Orellana de la Sierra,17,3,21711.4300279053,17,3,31068.6149705,1.4309796697208836,0,orellana de la sierra,1.3983022323134555,0.2771036172369109,1.131715747124663,5.059843639767059,300.0,283948.69779355,4323275.91457814,0.3583592934299852,0.4184011402121696,-0.06004184678218444,0.4184011402121696,1.5195300967875789
Lapa. La,9,9,8277.330615959909,9,9,20765.1355932,2.508675387831165,0,la lapa,1.3016848089657234,0.1792972952183736,1.04935768566966,2.8325884110325075,300.0,193001.626906219,4262076.84619949,0.9197548799113232,0.4274488965787822,0.492305983332541,0.4274488965787822,1.5333408187044295
Tamurejo,11,11,12256.328858867097,11,11,15365.0373555,1.253641080655554,0,tamurejo,1.4113679334232514,0.2918233486982759,1.1290356425508647,4.437495370470346,300.0,331446.57499916,4317826.32319584,0.22605218166916602,0.40051070769393504,-0.17445852602476902,0.40051070769393504,1.4925867785760925
AljucÃ©n,14,14,15512.46777407552,14,14,23940.5723556,1.5433116577111965,0,aljucan,,,,,,211840.269404487,4327111.57203259,0.4339305346518353,0.6109912485280184,-0.17706071387618316,0.6109912485280184,1.8422566281751216
Sancti-SpÃ­ritus,11,11,7491.047520120275,11,11,8122.7255646,1.0843243942563567,0,sancti sparitus,,,,,,314047.395592809,4310856.42171211,0.0809571149431573,0.43188770985749786,-0.35093059491434053,0.43188770985749786,1.5401621604222824
Reina,10,10,8317.343938397375,10,10,11175.5151478,1.3436398964106506,0,reina,1.2507053821769076,0.105790230351478,1.0543481301776536,2.183478886536605,300.0,241951.000169711,4230628.25275545,0.2953822719819064,0.4280115746100873,-0.1326293026281809,0.4280115746100873,1.5342038386760373
Casas de Reina,10,10,5687.569171910668,10,10,8343.018331,1.466886481522521,0,casas de reina,1.247611274353293,0.1046233634373784,1.049730310003923,1.995029575289803,300.0,240051.075676744,4232528.18788725,0.38314211479151034,0.4205522259832412,-0.03741011119173088,0.4205522259832412,1.522802254441643
Capilla,7,7,15052.814712965386,7,7,21428.5025775,1.4235545302396544,0,capilla,1.4194049742577766,0.221110967714049,1.1600039010000187,3.0012209284423683,300.0,319217.218628472,4298938.78399716,0.3531569341604243,0.39889413013978725,-0.04573719597936293,0.39889413013978725,1.4901758455473835
Risco,11,11,7742.484526214607,11,11,11731.4237247,1.5152014427642173,0,risco,1.4090114108084164,0.1792598399321124,1.2019542140417716,2.911942969375106,300.0,316147.308964447,4309126.48913831,0.4155483956431366,0.3827316953198482,0.03281670032328843,0.3827316953198482,1.4662845662751043
Carrascalejo. El,14,14,13072.64199822258,14,14,19984.258321,1.528708452638507,0,el carrascalejo,1.2956497841119454,0.1508528722112429,1.0751523491114623,2.406573044236363,300.0,211231.484859327,4324725.7016114,0.424423230307993,0.6117993436126474,-0.18737611330465442,0.6117993436126474,1.843745948376096
CÂ ceres,46,46,6703.526145136975,46,46,11233.9628066,1.6758288941335149,0,ca ceres,,,,,,209931.265405466,4375060.50578505,0.5163079050423894,0.42653671281246197,0.08977119222992747,0.42653671281246197,1.5319427678379642
Plasencia,29,29,3867.6832880648367,29,29,5715.5346252,1.4777669730190657,0,plasencia,1.2696249568721634,0.157557375993855,1.0618731836393875,2.1179295010866857,300.0,236452.023540043,4435654.78131379,0.3905321463739018,0.4447644057534776,-0.054232259379575765,0.4447644057534776,1.5601225966246035
Navalmoral de la Mata,34,27,3414.1679952984555,34,27,7244.8232865,2.121987932777948,0,navalmoral de la mata,1.320337892552209,0.2417608474278239,1.0479258997540568,2.623236452906161,300.0,282748.322160822,4418923.20248728,0.7523533534545795,0.5635370147955006,0.18881633865907899,0.5635370147955006,1.7568756186253844
Coria,32,20,6253.856378559428,32,20,7626.6581812,1.2195128444821748,0,coria,1.2740019461006529,0.1612945428029261,1.0489733060279334,2.259530708272951,300.0,198208.225088929,4431998.57932882,0.19845147119907983,0.606785202201036,-0.40833373100195625,0.606785202201036,1.8345242841487148
Miajadas,36,36,1408.3579036727658,43,36,2777.5606524,1.9721980081601265,0,miajadas,1.282948764627131,0.1713416553569264,1.034904902940639,2.204931388085222,300.0,248850.221863826,4337725.31666395,0.6791486609572237,0.38910896340782086,0.29003969754940284,0.38910896340782086,1.475665336096892
Trujillo,19,19,2721.137903300105,19,19,10958.8891194,4.027318536892021,0,trujillo,1.2883874799291346,0.191582935001577,1.0551409269231462,2.6161627918837094,300.0,252149.923161933,4371824.37487833,1.3931007790370609,0.44387776292752473,0.9492230161095361,0.44387776292752473,1.558739938169379
Talayuela,27,27,2863.3537462861927,27,27,4022.2201749,1.4047234576296668,0,talayuela,1.4261630228933972,0.3092959004832241,1.0479258997540568,2.6604021942551843,300.0,277348.524341814,4428622.89287009,0.33984045610282626,0.5452977467581807,-0.2054572906553544,0.5452977467581807,1.7251219553849741
Moraleja,20,20,1999.5834194183644,20,20,3086.5879063,1.5436154732658376,0,moraleja,1.295453804455378,0.2089390563752055,1.0543104740489475,2.544354724092837,300.0,188032.678076841,4441711.30289468,0.43412737477324487,0.5908528433920548,-0.15672546861880993,0.5908528433920548,1.8055275912419542
Arroyo de la Luz,46,46,13733.279652645228,46,46,22808.4594273,1.6608166442534185,0,arroyo de la luz,1.33790073547695,0.1411300887906466,1.0880304347342662,1.88592833970094,300.0,191995.938011372,4376758.45163021,0.5073094357681031,0.4375766600593002,0.06973277570880287,0.4375766600593002,1.5489490366078442
JaraÂ¡z de la Vera,26,22,3821.904274405429,26,22,4754.4990083,1.2440131062779312,0,jaraaz de la vera,,,,,,265099.037928359,4438122.55310308,0.21834252985468097,0.5409161093410803,-0.3225735794863993,0.5409161093410803,1.7175796324054127
Valencia de AlcÂ ntara,39,39,912.6329708749053,39,39,2594.4903617,2.8428628424554554,0,valencia de alca ntara,,,,,,134848.214153567,4371239.38864991,1.0448115875569521,0.4089776589022935,0.6358339286546586,0.4089776589022935,1.5052780905449998
Montehermoso,25,25,2923.303013938291,25,25,3911.9313853,1.3381888113028089,0,montehermoso,1.3325716388695923,0.1893837014353367,1.085249174244694,2.4105434373995545,300.0,214541.463959952,4442978.89011619,0.29131706632640186,0.4049203009154473,-0.11360323458904542,0.4049203009154473,1.4991830117816611
Casar de CÃ¡ceres,46,46,4808.059210988537,46,46,5993.7516064,1.2466051983514743,0,casar de caceres,,,,,,206558.428001299,4384610.16715891,0.2204240154075624,0.4892397596731692,-0.2688157442656068,0.4892397596731692,1.6310757389304251
Malpartida de Plasencia,29,29,7319.375029413806,29,29,11505.3875663,1.5719084648708652,0,malpartida de plasencia,1.3000891262279133,0.1644641951086992,1.090666303566953,2.161063607947768,300.0,239985.232530875,4430084.12087274,0.4522904638580245,0.4677641469095436,-0.015473683051519083,0.4677641469095436,1.596420837493574
Malpartida de CÃ¡ceres,46,46,10314.851501921685,46,46,14919.1565708,1.4463762825883166,0,malpartida de caceres,,,,,,198418.407841524,4372318.94043278,0.36906131297453937,0.42395717782257153,-0.05489586484803216,0.42395717782257153,1.5279961602603795
HervÃ¡s,23,22,5530.491995688884,22,22,30217.2119261,5.463747520049726,0,hervas,,,,,,256899.297373708,4462121.82189268,1.698134913303676,0.6352930583293729,1.062841854974303,0.6352930583293729,1.8875752300546549
Torrejoncillo,32,20,5453.501930441895,29,29,36498.8907198,6.692743705848934,1,torrejoncillo,1.3013062568002507,0.2225541108357968,1.0489733060279334,3.815453817952142,300.0,203771.846229836,4422297.93994547,1.9010239105194748,0.4474155718808682,1.4536083386386065,0.4474155718808682,1.5642642284585155
Jarandilla de la Vera,28,22,1806.1482468075887,28,22,3343.4990986,1.851176449391525,0,jarandilla de la vera,1.4505821455514505,0.4924810105729054,1.1845001264201516,4.814619988879202,300.0,273548.619114794,4445422.39709535,0.6158213555696997,0.5098959253371856,0.1059254302325141,0.5098959253371856,1.665117889344802
AlcuÃ©scar,41,41,7382.765908713828,41,41,9227.3615894,1.249851573718328,0,alcuascar,,,,,,221158.401421056,4341882.68917396,0.2230248032385985,0.4317110603212734,-0.20868625708267488,0.4317110603212734,1.5398901155199436
Losar de la Vera,28,22,3350.217049167694,28,22,6817.566301,2.034962571363462,0,losar de la vera,1.4394922443689562,0.4281252419545246,1.189073364371558,4.558565569093868,300.0,278048.414754491,4444672.44216845,0.710477426275028,0.5112622246075931,0.1992152016674349,0.5112622246075931,1.6673944936093703
MadroÃ±era,19,19,9350.129912169838,19,19,15579.8827194,1.6662744652479866,0,madroaera,,,,,,262949.453048668,4367824.54743925,0.5105902752224867,0.5219186169697111,-0.011328341747224413,0.5219186169697111,1.6852579143204736
Valverde del Fresno,20,20,26658.177754455533,31,31,47376.3029691,1.777177097604945,1,valverde del fresno,1.315960717748275,0.1616208442165439,1.1363679781407494,2.720107722335114,300.0,170089.613581434,4459676.7723271,0.5750262052111573,0.5909269780404921,-0.015900772829334775,0.5909269780404921,1.8056614483568385
Garrovillas de AlconÃ©tar,30,30,17571.93704114491,44,44,27803.8620214,1.582287823835068,1,garrovillas de alconatar,,,,,,195738.61081328,4401979.83925645,0.4588717894816101,0.451074295700389,0.007797493781221132,0.451074295700389,1.5699979218554458
Aldeanueva de la Vera,28,22,4988.354492421791,28,22,8308.3399886,1.665547226289123,0,aldeanueva de la vera,1.4473136588062934,0.5328236531719174,1.1635609467498955,5.031886184077888,300.0,269948.779297598,4445422.3709028,0.5101537338719938,0.5146256719243303,-0.004471938052336477,0.5146256719243303,1.673012129159531
Cabezuela del Valle,22,22,2956.3697182343194,22,22,5506.0993214,1.86245288856784,0,cabezuela del valle,1.5568356824101186,0.6961334835250707,1.0692093880613722,6.04344036104082,300.0,261149.142383295,4453072.09936392,0.6218943762229839,0.4824795754698361,0.13941480075314783,0.4824795754698361,1.6200865527974544
Brozas,44,44,1428.6354568694867,44,44,2947.0385752,2.062834546790356,0,brozas,1.3394665173772924,0.1405800803425447,1.147645824656684,2.108768046862865,300.0,175736.243766383,4391585.19642086,0.7240810305773858,0.39962292788287845,0.32445810269450737,0.39962292788287845,1.4912622781871676
Villanueva de la Vera,28,22,15531.366300318616,28,22,22740.4997368,1.4641660815335669,0,villanueva de la vera,1.4549965963054976,0.3532709871625125,1.1514431205067723,3.8089742549288057,300.0,290247.857914501,4445122.49891764,0.38128585277534244,0.4856393684630486,-0.10435351568770618,0.4856393684630486,1.6252137871690195
Guadalupe,45,45,19009.870694169505,45,45,29254.6105531,1.5389168618633815,0,guadalupe,1.4116264790985773,0.4212041826373052,1.150296945525362,5.178954809153731,300.0,299947.767244499,4369674.69696705,0.4310788325160683,0.5227248119042348,-0.09164597938816649,0.5227248119042348,1.6866171085284902
LogrosÃ¡n,45,45,1400.2179625464728,45,45,1634.1846953,1.1670930805144288,0,logrosan,,,,,,285348.48445472,4357274.96585457,0.15451611063308354,0.4776880125363104,-0.32317190190322687,0.4776880125363104,1.6123423742978837
