municipio,voronoi_plant_raw,voronoi_plant,d_euclidean,network_plant_raw,network_plant,d_network,beta_assigned,misallocated,_norm,beta_mum_mean,beta_mum_std,beta_mum_min,beta_mum_max,n_pairs,utm_x,utm_y,bym2_log_beta_pred,bym2_beta_pred
Baterno,11,11,15468.441387595964,11,11,17136.1621472,1.107814402098803,0,baterno,1.380796663996814,0.2544305757714343,1.1086928615301683,4.166035805631466,300.0,334576.455120106,4313776.45501871,0.41483974213871033,1.514128070321382
Atalaya,5,5,2845.606962625202,5,5,4330.4614947,1.5218059105059794,0,atalaya,1.2540777273298025,0.0963671536180257,1.1339182355569628,1.8122743644720287,300.0,196455.892130757,4248616.72105768,0.4683828711281232,1.5974088873624475
Valverde de Burguillos,5,5,6215.341424022229,5,5,9338.0980183,1.5024272008949258,0,valverde de burguillos,1.2342517922290082,0.0910303309625591,1.093852881184847,1.8679046946228048,300.0,190992.51821022,4248170.12000351,0.4665067324296537,1.5944147363311556
Orellana de la Sierra,17,3,21711.4300279053,17,3,31068.6149705,1.4309796697208836,0,orellana de la sierra,1.3983022323134555,0.2771036172369109,1.131715747124663,5.059843639767059,300.0,283948.69779355,4323275.91457814,0.44815943925280094,1.5654282664704202
Lapa. La,9,9,8277.330615959909,9,9,20765.1355932,2.508675387831165,0,la lapa,1.3016848089657234,0.1792972952183736,1.04935768566966,2.8325884110325075,300.0,193001.626906219,4262076.84619949,0.5146295620458179,1.6730186373926226
Tamurejo,11,11,12256.328858867097,11,11,15365.0373555,1.253641080655554,0,tamurejo,1.4113679334232514,0.2918233486982759,1.1290356425508647,4.437495370470346,300.0,331446.57499916,4317826.32319584,0.4372326915763636,1.5484163385784948
AljucÃ©n,14,14,15512.46777407552,14,14,23940.5723556,1.5433116577111965,0,aljucan,,,,,,211840.269404487,4327111.57203259,0.48557622441257753,1.6251111678275507
Sancti-SpÃ­ritus,11,11,7491.047520120275,11,11,8122.7255646,1.0843243942563567,0,sancti sparitus,,,,,,314047.395592809,4310856.42171211,0.4087284026343196,1.5049029373024787
Reina,10,10,8317.343938397375,10,10,11175.5151478,1.3436398964106506,0,reina,1.2507053821769076,0.105790230351478,1.0543481301776536,2.183478886536605,300.0,241951.000169711,4230628.25275545,0.438352714891771,1.5501515725495159
Casas de Reina,10,10,5687.569171910668,10,10,8343.018331,1.466886481522521,0,casas de reina,1.247611274353293,0.1046233634373784,1.049730310003923,1.995029575289803,300.0,240051.075676744,4232528.18788725,0.4484275241114868,1.5658479903443137
Capilla,7,7,15052.814712965386,7,7,21428.5025775,1.4235545302396544,0,capilla,1.4194049742577766,0.221110967714049,1.1600039010000187,3.0012209284423683,300.0,319217.218628472,4298938.78399716,0.43662261969639254,1.5474719814040085
Risco,11,11,7742.484526214607,11,11,11731.4237247,1.5152014427642173,0,risco,1.4090114108084164,0.1792598399321124,1.2019542140417716,2.911942969375106,300.0,316147.308964447,4309126.48913831,0.44538994296379947,1.5610988166606024
Carrascalejo. El,14,14,13072.64199822258,14,14,19984.258321,1.528708452638507,0,el carrascalejo,1.2956497841119454,0.1508528722112429,1.0751523491114623,2.406573044236363,300.0,211231.484859327,4324725.7016114,0.4818147519596259,1.6190098391205203
CÂ ceres,46,46,6703.526145136975,46,46,11233.9628066,1.6758288941335149,0,ca ceres,,,,,,209931.265405466,4375060.50578505,0.474976669302954,1.6079766818313306
Plasencia,29,29,3867.6832880648367,29,29,5715.5346252,1.4777669730190657,0,plasencia,1.2696249568721634,0.157557375993855,1.0618731836393875,2.1179295010866857,300.0,236452.023540043,4435654.78131379,0.461246760815183,1.5860501780313596
Navalmoral de la Mata,34,27,3414.1679952984555,34,27,7244.8232865,2.121987932777948,0,navalmoral de la mata,1.320337892552209,0.2417608474278239,1.0479258997540568,2.623236452906161,300.0,282748.322160822,4418923.20248728,0.5298094975547971,1.6986086886856977
Coria,32,20,6253.856378559428,32,20,7626.6581812,1.2195128444821748,0,coria,1.2740019461006529,0.1612945428029261,1.0489733060279334,2.259530708272951,300.0,198208.225088929,4431998.57932882,0.4425332335565448,1.556645574822816
Miajadas,36,36,1408.3579036727658,43,36,2777.5606524,1.9721980081601265,0,miajadas,1.282948764627131,0.1713416553569264,1.034904902940639,2.204931388085222,300.0,248850.221863826,4337725.31666395,0.48463623155008845,1.623584292667345
Trujillo,19,19,2721.137903300105,19,19,10958.8891194,4.027318536892021,0,trujillo,1.2883874799291346,0.191582935001577,1.0551409269231462,2.6161627918837094,300.0,252149.923161933,4371824.37487833,0.5833082434074645,1.7919568650268247
Talayuela,27,27,2863.3537462861927,27,27,4022.2201749,1.4047234576296668,0,talayuela,1.4261630228933972,0.3092959004832241,1.0479258997540568,2.6604021942551843,300.0,277348.524341814,4428622.89287009,0.4713595504454045,1.6021709454023065
Moraleja,20,20,1999.5834194183644,20,20,3086.5879063,1.5436154732658376,0,moraleja,1.295453804455378,0.2089390563752055,1.0543104740489475,2.544354724092837,300.0,188032.678076841,4441711.30289468,0.48118157967291125,1.617985051426292
Arroyo de la Luz,46,46,13733.279652645228,46,46,22808.4594273,1.6608166442534185,0,arroyo de la luz,1.33790073547695,0.1411300887906466,1.0880304347342662,1.88592833970094,300.0,191995.938011372,4376758.45163021,0.4678321047169505,1.5965293304398185
JaraÂ¡z de la Vera,26,22,3821.904274405429,26,22,4754.4990083,1.2440131062779312,0,jaraaz de la vera,,,,,,265099.037928359,4438122.55310308,0.457909503608622,1.5807659429748542
Valencia de AlcÂ ntara,39,39,912.6329708749053,39,39,2594.4903617,2.8428628424554554,0,valencia de alca ntara,,,,,,134848.214153567,4371239.38864991,0.5320369062828898,1.7023964013305788
Montehermoso,25,25,2923.303013938291,25,25,3911.9313853,1.3381888113028089,0,montehermoso,1.3325716388695923,0.1893837014353367,1.085249174244694,2.4105434373995545,300.0,214541.463959952,4442978.89011619,0.44649550369482544,1.5628256605990887
Casar de CÃ¡ceres,46,46,4808.059210988537,46,46,5993.7516064,1.2466051983514743,0,casar de caceres,,,,,,206558.428001299,4384610.16715891,0.4416731503651548,1.5553073057228366
Malpartida de Plasencia,29,29,7319.375029413806,29,29,11505.3875663,1.5719084648708652,0,malpartida de plasencia,1.3000891262279133,0.1644641951086992,1.090666303566953,2.161063607947768,300.0,239985.232530875,4430084.12087274,0.4746817887803651,1.6075025907306324
Malpartida de CÃ¡ceres,46,46,10314.851501921685,46,46,14919.1565708,1.4463762825883166,0,malpartida de caceres,,,,,,198418.407841524,4372318.94043278,0.4529391824267113,1.5729285219095008
HervÃ¡s,23,22,5530.491995688884,22,22,30217.2119261,5.463747520049726,0,hervas,,,,,,256899.297373708,4462121.82189268,0.665239311041582,1.9449559150735471
Torrejoncillo,32,20,5453.501930441895,29,29,36498.8907198,6.692743705848934,1,torrejoncillo,1.3013062568002507,0.2225541108357968,1.0489733060279334,3.815453817952142,300.0,203771.846229836,4422297.93994547,0.6638636863296447,1.9422822250717908
Jarandilla de la Vera,28,22,1806.1482468075887,28,22,3343.4990986,1.851176449391525,0,jarandilla de la vera,1.4505821455514505,0.4924810105729054,1.1845001264201516,4.814619988879202,300.0,273548.619114794,4445422.39709535,0.5044261216914152,1.6560348852135829
AlcuÃ©scar,41,41,7382.765908713828,41,41,9227.3615894,1.249851573718328,0,alcuascar,,,,,,221158.401421056,4341882.68917396,0.43474280894403083,1.5445657593639135
Losar de la Vera,28,22,3350.217049167694,28,22,6817.566301,2.034962571363462,0,losar de la vera,1.4394922443689562,0.4281252419545246,1.189073364371558,4.558565569093868,300.0,278048.414754491,4444672.44216845,0.5134113256194581,1.6709817461060656
MadroÃ±era,19,19,9350.129912169838,19,19,15579.8827194,1.6662744652479866,0,madroaera,,,,,,262949.453048668,4367824.54743925,0.4780361844397944,1.6129038443497874
Valverde del Fresno,20,20,26658.177754455533,31,31,47376.3029691,1.777177097604945,1,valverde del fresno,1.315960717748275,0.1616208442165439,1.1363679781407494,2.720107722335114,300.0,170089.613581434,4459676.7723271,0.5184898441535306,1.6794894428361171
Garrovillas de AlconÃ©tar,30,30,17571.93704114491,44,44,27803.8620214,1.582287823835068,1,garrovillas de alconatar,,,,,,195738.61081328,4401979.83925645,0.47504851391944086,1.6080922104493613
Aldeanueva de la Vera,28,22,4988.354492421791,28,22,8308.3399886,1.665547226289123,0,aldeanueva de la vera,1.4473136588062934,0.5328236531719174,1.1635609467498955,5.031886184077888,300.0,269948.779297598,4445422.3709028,0.4942224345831837,1.6392231401606523
Cabezuela del Valle,22,22,2956.3697182343194,22,22,5506.0993214,1.86245288856784,0,cabezuela del valle,1.5568356824101186,0.6961334835250707,1.0692093880613722,6.04344036104082,300.0,261149.142383295,4453072.09936392,0.5073590336386488,1.660899019265136
Brozas,44,44,1428.6354568694867,44,44,2947.0385752,2.062834546790356,0,brozas,1.3394665173772924,0.1405800803425447,1.147645824656684,2.108768046862865,300.0,175736.243766383,4391585.19642086,0.4866449200753768,1.6268488454430552
Villanueva de la Vera,28,22,15531.366300318616,28,22,22740.4997368,1.4641660815335669,0,villanueva de la vera,1.4549965963054976,0.3532709871625125,1.1514431205067723,3.8089742549288057,300.0,290247.857914501,4445122.49891764,0.4734105244990973,1.6054603285075437
Guadalupe,45,45,19009.870694169505,45,45,29254.6105531,1.5389168618633815,0,guadalupe,1.4116264790985773,0.4212041826373052,1.150296945525362,5.178954809153731,300.0,299947.767244499,4369674.69696705,0.47941894715830474,1.6151356503277396
LogrosÃ¡n,45,45,1400.2179625464728,45,45,1634.1846953,1.1670930805144288,0,logrosan,,,,,,285348.48445472,4357274.96585457,0.437194466997496,1.5483571521472363
Sierra de Fuentes,46,46,16101.074838798468,46,46,21859.0775512,1.3576160455155812,0,sierra de fuentes,1.3458010985932094,0.1385605619316513,1.1199680921948365,2.034728918123251,300.0,218511.444483146,4370678.69026383,0.44805162166638773,1.565259494871463
Navaconcejo,22,22,5443.637940566029,22,22,8544.2702455,1.5695882677699846,0,navaconcejo,1.549431348712893,0.6901085774871739,1.0618731836393875,5.977338840608213,300.0,259199.241670568,4451422.13539617,0.4867871636507577,1.627080270698423
CeclavÃ­n,24,24,2944.74452517346,24,24,4886.1226539,1.6592687793900165,0,ceclavan,,,,,,177146.60642921,4414861.93235065,0.45516883818137943,1.5764395237482463
MontÃ¡nchez,41,41,1886.8983979826764,41,41,2705.1164405,1.433631213737898,0,montanchez,,,,,,228092.493332687,4346685.28503168,0.4520956214877921,1.5716022203354558
AlmoharÃ­n,43,36,11531.19551996483,43,36,13698.5333268,1.1879543021434935,0,almoharan,,,,,,237181.548351957,4340920.79476579,0.4289690133408245,1.5356734482703391
Aliseda,44,44,21401.042694570595,46,46,32412.6044371,1.5145338897586993,1,aliseda,1.3221997942064825,0.1193382840760869,1.0733493081088008,1.9327559374466263,300.0,182287.727820116,4370285.29485575,0.4574956275438155,1.5801118371557037
Galisteo,29,29,12557.646484533116,29,29,16066.9628908,1.279456537543815,0,galisteo,1.408509442626143,0.4294698151486639,1.0645793979367502,6.69210327894818,300.0,221164.977574718,4430450.7841439,0.44439944054298225,1.5595533100439452
Madrigalejo,36,36,23231.277452799444,45,45,40595.617573,1.7474552424196583,1,madrigalejo,1.6160660473090964,0.7110531922818057,1.1131462643650478,9.558853850001736,300.0,273049.132765184,4335625.51579502,0.46840377908582187,1.5974422862690423
Cilleros,20,20,13208.346987056766,31,31,36742.6365574,2.7817740246682763,1,cilleros,1.2710738822166043,0.1372865915001619,1.0543104740489475,2.0492312505252763,300.0,176967.567120293,4447323.80233938,0.5671566706118095,1.763246426787472
Zarza de Granadilla,23,22,10924.418082998563,23,22,12169.240856,1.113948657360407,0,zarza de granadilla,1.429671694856565,0.4717190644383319,1.0867680397368966,5.183219110319328,300.0,240816.722783534,4458693.78372199,0.4337102380130398,1.5429717087865664
Madrigal de la Vera,28,22,23766.806137361786,28,22,32222.0285144,1.3557576196048688,0,madrigal de la vera,1.4578470693138494,0.3273874797434847,1.149965773862336,3.3621415642980947,300.0,298347.486994959,4446922.49168506,0.4592527095697874,1.5828906638620939
CaÃ±amero,45,45,9671.617510333124,45,45,11875.4601652,1.2278670194010772,0,caaamero,,,,,,294398.054077153,4361774.8892108,0.4497923914792864,1.5679866243131286
Serradilla,33,33,1660.4401259758445,33,33,2552.6116417,1.5373102599528086,0,serradilla,1.4246033291797298,0.2154848455023863,1.157518582365867,2.185015047153416,300.0,231459.730158101,4413618.33343155,0.4719271643717014,1.6030806180902446
Torreorgaz,41,41,18176.03946443665,46,46,24301.743199,1.3370208205450336,1,torreorgaz,1.347923099307883,0.1562066413087133,1.0465545210779217,2.2974435901617745,300.0,220244.996994033,4364347.86825223,0.4465681203311506,1.562939151862351
Pinofranqueado,21,21,14808.151091448535,21,21,20361.2673221,1.375004022876178,0,pinofranqueado,1.3767889043127344,0.2679145413478891,1.0903603911957889,3.221734899052764,300.0,216908.781760713,4466831.47548595,0.47857419784069544,1.6137718417085802
Zorita,45,45,19600.28374934257,45,45,22322.440414,1.1388835334972505,0,zorita,1.339663115629164,0.2558560586429975,1.034904902940639,3.1880324119797705,300.0,267299.32369481,4351925.0179712,0.4158500623827844,1.5156585975941022
Gata,31,31,6870.698527391379,31,31,18147.3888512,2.641272758345006,0,gata,1.3711823665814034,0.2063570083956427,1.101188181376813,3.0387414504838497,300.0,194218.240938159,4460498.88488964,0.5298561130577697,1.6986878720296457
AlcÃ¡ntara,24,24,15653.582632379288,44,44,18093.6657855,1.1558801719980334,1,alcantara,,,,,,167038.688586836,4404004.60143654,0.4143056501579254,1.5133196025784295
Guijo de Galisteo,25,25,4526.31479095092,25,25,8506.4178704,1.8793252929306123,0,guijo de galisteo,1.340370820030918,0.180589939621742,1.1265103598390276,2.363379616038278,300.0,209388.517920319,4443878.57757486,0.4828964504048181,1.6207620670665177
Piornal,22,22,12022.796984810511,26,22,24370.0133986,2.026983690183644,0,piornal,1.5330674094801493,0.5512064544538673,1.1712332792264375,4.500322120632423,300.0,257449.351939874,4444772.32501792,0.5172752487771819,1.6774507810494386
Ahigal,25,25,20800.63896164581,23,22,26839.3747823,1.2903149192574797,1,ahigal,1.3699321439791772,0.2623346194439275,1.0912671700949217,3.1426102519270978,300.0,228857.024248793,4453790.41759645,0.45988271822605836,1.5838882128815213
Peraleda de la Mata,34,27,10203.84444013285,34,27,20259.0920302,1.9854371701825195,0,peraleda de la mata,1.3564191857117929,0.2508675084168257,1.0734112709221295,2.78056785338088,300.0,289648.024566782,4414423.37186278,0.5239566391623545,1.688696009617424
Navas del MadroÂ¤o,44,44,12013.724814782694,44,44,14248.1241983,1.185987228604397,0,navas del madroao,,,,,,186780.047236406,4392501.12272541,0.4238499722722679,1.527832359371496
NuÃ±omoral,21,21,4255.982502024241,21,21,5951.5073701,1.3983862403732463,0,nuaomoral,,,,,,224641.360316709,4478086.44656763,0.48888860301556275,1.6305030763786577
Valdefuentes,41,41,6365.09809945201,41,41,11128.9078941,1.748426767382913,0,valdefuentes,1.326205918326082,0.1612091412900186,1.104291585240126,2.297678673119639,300.0,230592.429373914,4351881.75923094,0.475618965851252,1.6090098114560927
Zarza la Mayor,24,24,6984.960019326748,24,24,9350.3445954,1.3386396728869523,0,zarza la mayor,1.3225552792564883,0.1242354140374342,1.0695303127710265,2.378070304952104,300.0,169813.841587804,4421423.87079564,0.4279208430000489,1.5340646442063919
Casatejada,35,27,1057.0612454773568,35,27,3232.5800317,3.0580820605528904,0,casatejada,1.329791815602286,0.2332418154550559,1.0651817840105873,2.5082359618929595,300.0,270898.858206115,4418723.14329532,0.5554037339555044,1.7426444074863756
Casar de Palomero,21,21,11661.809324891634,21,21,22899.2230148,1.9636080797447604,0,casar de palomero,1.3858564229818813,0.2567051106545341,1.1563182817827538,3.3670136160122994,300.0,223344.803900056,4465642.7369961,0.5271129256418164,1.6940344383739045
Jerte,22,22,3383.95947197688,22,22,5612.6818648,1.658613795844641,0,jerte,1.5607562117872544,0.6820354936064399,1.06543003973826,5.112537468069007,300.0,266048.90823569,4456122.04073275,0.5100754443227734,1.665416836451719
Almaraz,37,27,983.4798673839592,37,27,1210.9140517,1.2312545399846488,0,almaraz,1.333373447592191,0.2304346789297573,1.0499590946983723,2.6221862900207515,300.0,271048.889488901,4410723.37244066,0.46080331749724684,1.585347010596973
Majadas,35,27,7363.519403621555,35,27,8771.8151682,1.1912530798636602,0,majadas,1.382292487082327,0.286977604609713,1.070348675371028,2.6510908374072257,300.0,265549.071751549,4425072.93528023,0.4471647336297221,1.5638719003626225
CaÃ±averal,30,30,1610.2858552541445,30,30,2199.0102439,1.365602409488308,0,caaaveral,,,,,,209654.41672645,4410170.93513546,0.4736437080651067,1.6058347391235364
Rosalejo,27,27,13472.51264202359,34,27,27305.9254238,2.026787886516958,0,rosalejo,1.490938864542728,0.3546364777235078,1.2037630269160944,3.076271315411898,300.0,290347.922514091,4430172.92018581,0.5128471501244779,1.6700392850340724
Caminomorisco,21,21,10383.883077481849,21,21,15534.8482536,1.4960538497672768,0,caminomorisco,1.3690300003505549,0.2570185098496451,1.0903603911957889,3.3095059500024537,300.0,220605.992981141,4469307.55242669,0.49680470594947657,1.6434615291185009
Riolobos,30,30,15505.010654409904,29,29,21348.5184237,1.3768786684211725,1,riolobos,1.371681885816899,0.2997345077719172,1.084199884900556,3.795224588817372,300.0,217694.090615177,4424318.47668145,0.4549563742321715,1.5761046227597961
CastaÂ¤ar de Ibor,42,42,1695.604318571423,42,42,1974.1035749,1.1642477866317409,0,castaaar de ibor,,,,,,292797.995700139,4389324.10608615,0.47610627327094496,1.6097940849512007
Tornavacas,22,22,9649.3499219698,22,22,12693.5409973,1.3154814676581617,0,tornavacas,1.5564216709877785,0.6623275623525128,1.0665933260769462,4.814619988879202,300.0,271448.6462693,4459671.97317383,0.47625848877416704,1.6100391392179816
Torrecillas de la Tiesa,40,19,13214.130814674189,40,19,18486.3117966,1.3989805349944844,0,torrecillas de la tiesa,1.4906025008272998,0.4166032985252187,1.138205808538688,4.959716349201097,300.0,264549.305683697,4383524.11618466,0.46583560267903384,1.5933450361607322
Pesga. La,21,21,7476.301023564718,21,21,41774.0853916,5.587533896766775,0,la pesga,1.4611397760055365,0.3618435868630977,1.161685156494837,4.35523180608556,300.0,230384.458285315,4468924.23707648,0.6498190356258545,1.9151942157298973
Carcaboso,29,29,8892.388958264477,29,29,14241.7832209,1.601569981671108,0,carcaboso,1.3348834273582422,0.2152682789660856,1.0489558445783336,2.802967632429324,300.0,226054.750820244,4438291.27407425,0.46942386012759185,1.5990726382647942
Garganta la Olla,26,22,9766.77257457366,26,22,13368.659851,1.3687899199990914,0,garganta la olla,1.492271135534101,0.561049986244617,1.1048822829452738,4.292854515086401,300.0,263549.079374413,4443922.38105509,0.4722942846123801,1.6036692494752218
Torremocha,41,41,12813.225490485973,41,41,20316.2136421,1.5855659183696655,0,torremocha,1.341046953417682,0.1539223266654339,1.0465545210779217,2.064648002064388,300.0,226712.344441984,4360008.05417752,0.466512077340768,1.5944232583589752
Eljas,20,20,24438.56204978513,31,31,48340.4084688,1.9780381664978124,1,eljas,1.3691272262503351,0.1945015486272185,1.1687604264068374,2.720107722335114,300.0,172858.586380015,4459087.8575715,0.5319720381684225,1.7022859736676046
Campo Lugar,36,36,11427.319890857978,36,36,14286.9827621,1.250247905769208,0,campo lugar,1.325178079769673,0.2273028279172909,1.037665149272261,2.7208144544494868,300.0,260799.663019047,4342275.25855147,0.4274397857880683,1.5333268488207756
AlÂ¡a,45,45,26174.025461740926,45,45,39395.680914,1.5051441350351484,0,alaa,,,,,,309347.342576041,4368924.77013339,0.48173760052348197,1.618884935004629
Arroyomolinos,41,41,5055.483956900703,41,41,8468.0629163,1.675025178299923,0,arroyomolinos,1.3488351296855237,0.1460226787990146,1.142115298034638,1.9962013372781435,300.0,226992.9905368,4342197.56295756,0.469547884856929,1.5992709751150282
Monroy,33,33,21777.10908562233,33,33,31434.0822855,1.4434460589745308,0,monroy,1.4316761257824149,0.1805703976559856,1.1613211962012835,2.176551201428617,300.0,224533.575338051,4392551.16427245,0.46578575296850927,1.593265610351607
Torno. El,23,22,14322.686959344876,22,22,27644.0311796,1.9300869493320576,0,el torno,1.5989210326526813,0.8966661618117642,1.1377720342205502,9.793767916248289,300.0,249199.714167338,4447102.20935181,0.5033044770441244,1.6541784438772307
Cumbre. La,19,19,10567.003584538885,19,19,20891.9975859,1.9770976151146704,0,la cumbre,1.352312896817504,0.203645162436987,1.0629272207397662,2.5469739644701783,300.0,243850.321308637,4366024.48843899,0.4963429477434174,1.642702822454083
Hoyos,20,20,14526.576842882252,31,31,25783.6229247,1.774927651818638,1,hoyos,1.3243396473741385,0.1655897707491959,1.101188181376813,2.277648804398789,300.0,183265.869928794,4453538.00650102,0.5159705911451531,1.6752637090858777
Mohedas de Granadilla,21,21,13521.455979529428,21,21,30008.8411548,2.219349839265192,0,mohedas de granadilla,1.3717506258432666,0.2674480865370272,1.0650343776358018,3.5934342841978126,300.0,227852.15779621,4462630.15074041,0.5357940988662865,1.7088046634626213
Perales del Puerto,20,20,11830.765635950713,31,31,25448.2233326,2.15102083125282,1,perales del puerto,1.381299365805249,0.2013517651819685,1.177001901189083,2.5721933830274004,300.0,186517.546217554,4451492.44830636,0.5325817578708708,1.7033242074485826
TalavÂ n,30,30,11503.561878726729,30,30,25306.5839986,2.1998911524437386,0,talava n,,,,,,218819.918215795,4401535.21950308,0.5220234430767918,1.6854345826066213
San MartÃ­n de Trevejo,20,20,21561.6702646914,31,31,46388.7862436,2.15144678840417,1,san martan de trevejo,,,,,,177078.713261357,4458450.81064899,0.5406261844463919,1.7170817354912113
Cuacos de Yuste,28,22,6862.607009583779,26,22,11322.1571708,1.6498332419426558,0,cuacos de yuste,1.4352483425408926,0.476525343118962,1.132642450689846,4.098255278121686,300.0,267948.885869374,4443172.42589066,0.49157301239277323,1.634885894133097
Tejeda de TiÃ©tar,26,22,9898.923104984317,26,22,17037.3644747,1.7211331267056038,0,tejeda de tiatar,,,,,,255349.499068985,4433922.6199855,0.49624478854963133,1.6425415839830493
AcehÃºche,24,24,14437.06024918586,24,24,17891.9673896,1.2393082165469915,0,acehaoche,,,,,,188957.500667981,4412262.99308666,0.42762144780937267,1.5336054213777135
Escurial,36,36,1370.087884870536,36,36,1692.7146992,1.2354789191935305,0,escurial,1.316387067858909,0.2007560651761096,1.0391402077533165,2.4291408707731987,300.0,250950.118086699,4339525.28529449,0.4299429158132828,1.537169772957384
Garciaz,45,45,15767.218168747631,19,19,34366.4648052,2.179614973129384,1,garciaz,1.480106657619727,0.3690508905195346,1.1179464267477366,3.789370784694944,300.0,273948.961556181,4366024.65582678,0.508959098500236,1.6635586926820527
MembrÃ­o,39,39,19676.24975836937,39,39,25659.3274465,1.3040761202772244,0,membrao,,,,,,151598.569238402,4383166.76389869,0.4467561548866826,1.563233066063242
Deleitosa,42,42,18111.14648102235,42,42,23054.1995663,1.2729287784435512,0,deleitosa,1.423193818232095,0.3982131294795575,1.1008140738317158,5.119879808141114,300.0,273148.88080007,4391673.93279564,0.4593994153690316,1.5831229001368397
SantibÃ¡Ã±ez el Bajo,25,25,17461.596159566805,23,22,30573.1330807,1.7508784879296209,1,santibaaez el bajo,,,,,,225655.466002294,4452403.21949378,0.48630166774299943,1.6262905216108923
Saucedilla,35,27,4856.073682651335,37,27,5793.6562871,1.193074212979561,0,saucedilla,1.337506454689815,0.2384780437239271,1.0914172858786275,2.563543059363287,300.0,271198.865176824,4414923.2584327,0.45361274015818676,1.5739883369597338
Aldeanueva del Camino,23,22,577.3817666733554,23,22,818.1078529,1.4169270664946918,0,aldeanueva del camino,1.4997891925662394,0.8134471882183343,1.085528778482373,9.619773105226052,300.0,251049.574443973,4460821.82356145,0.4940674457760305,1.638969098608808
AlbalÃ¡,41,41,3052.972311394364,41,41,3352.3452586,1.0980595028943794,0,albala,,,,,,225260.73621506,4350080.78678411,0.426355651716797,1.5316654177113402
Aldeacentenera,40,19,19804.4193632345,19,19,35411.321204,1.7880514724778351,0,aldeacentenera,1.6249051968844506,0.6345658290443706,1.163984167514782,5.04777761833157,300.0,274048.898763263,4378694.3022978,0.49913928874980373,1.6473028082848473
Casas del Monte,23,22,7487.486940701435,23,22,9582.7239895,1.279831813449852,0,casas del monte,1.5318824461208302,0.8134355195553123,1.10132852939811,7.500583278362632,300.0,248049.732461159,4454571.98283667,0.4570350394291653,1.5793842240015403
Valdeobispo,25,25,10673.82814002655,29,29,19056.0859796,1.785309425035637,1,valdeobispo,1.4016572542005168,0.3114981699857942,1.1202880642460693,3.097875225402875,300.0,223250.349381218,4442039.54555822,0.4830834774879772,1.6210652218166066
Holguera,30,30,12080.71724205791,29,29,25914.8423044,2.1451410363434262,1,holguera,1.3891095651762664,0.2700048518640087,1.0804775685118362,3.46303689895986,300.0,213780.071295096,4422025.3804551,0.5207098175821426,1.6832220063358156
Mirabel,33,33,10439.875515780264,33,33,12777.3871296,1.2239022496280247,0,mirabel,1.3860494975859423,0.1958685577595793,1.102065962944207,2.288949064737373,300.0,223548.219866537,4417458.24855143,0.44587644046280683,1.5618584721008641
Aldea del Cano,41,41,14189.116902632792,46,46,29619.2696396,2.087463923431637,1,aldea del cano,1.339050123536791,0.261856831420834,1.08320485617626,4.926023778422449,300.0,213902.317839646,4354143.30760572,0.4975658851246365,1.6447129740361242
BaÃ±os de Montemayor,23,22,8156.797554149127,22,22,38356.7927253,4.702432844589726,0,baaos de montemayor,,,,,,257299.260101588,4466921.68593564,0.6516816333150823,1.918764776277181
Navezuelas,42,42,13299.67565016626,45,45,33337.9782234,2.5066760348387325,1,navezuelas,1.4961096719411406,0.4628963191620537,1.1608762563047337,5.396120453410487,300.0,290448.162580124,4376474.45611635,0.5356370453142825,1.7085363106939728
Casas de MillÃ¡n,30,30,4703.5596131421335,30,30,7551.8236784,1.6055550050433254,0,casas de millan,,,,,,215185.378195817,4412807.24982394,0.48426234726715,1.6229773734841328
Salorino,39,39,20658.62619643901,39,39,30206.4094786,1.46216932294398,0,salorino,1.3225014995511992,0.1178375755865009,1.0733493081088008,1.835495288740854,300.0,155443.681668608,4377642.62000894,0.4590565428787134,1.5825801838921418
Torrecilla de los Ãngeles,31,31,9239.961874245764,31,31,20025.2562,2.167244461886334,0,torrecilla de los angeles,,,,,,209289.435653197,4460931.25197314,0.5104702145531844,1.6660744232292772
Acebo,20,20,17744.29223587298,31,31,27681.7909556,1.560039171336276,1,acebo,1.3453881833528367,0.190263603724233,1.1605513532016345,2.9079978990766056,300.0,183700.848145878,4456999.10438254,0.4990584033860579,1.647169570986546
Santiago de AlcÃ¡ntara,39,39,21221.21621017572,39,39,27010.5247826,1.272807576864905,0,santiago de alcantara,,,,,,135786.362476766,4392803.42490684,0.4413439710791267,1.554795415030913
PasarÃ³n de la Vera,26,22,6490.492971229924,26,22,13178.0344126,2.0303595537370733,0,pasara3n de la vera,,,,,,259549.28863515,4437422.54991167,0.517211803650246,1.6773443583477428
Villamiel,20,20,18507.396341966763,31,31,38401.6876267,2.0749373340874318,1,villamiel,1.3423049587471148,0.1885354494884338,1.151633863708234,2.9079978990766056,300.0,177977.54759196,4455430.75479671,0.536115954655741,1.7093547406546195
Villar del Pedroso,42,42,22228.37196587487,34,27,49609.5430012,2.2318118068818027,1,villar del pedroso,1.4803009088063546,0.3950036450541134,1.0640682957107896,4.213904748597471,300.0,311947.097828512,4397623.97483551,0.552405510739555,1.7374273953582708
BelvÃ­s de Monroy,37,27,6583.034663451048,34,27,11493.7538129,1.7459658653649848,0,belvas de monroy,,,,,,276848.625432829,4411073.39739727,0.5064662005899072,1.659416775526676
Casas del CastaÃ±ar,22,22,15465.778658437011,29,29,27261.9764648,1.7627289945681353,1,casas del castaaar,,,,,,252549.576689912,4443922.31833075,0.4957851281205029,1.641786746111535
