municipio,voronoi_plant_raw,voronoi_plant,d_euclidean,network_plant_raw,network_plant,d_network,beta_assigned,misallocated,_norm,beta_mum_mean,beta_mum_std,beta_mum_min,beta_mum_max,n_pairs,utm_x,utm_y,bym2_log_beta_pred,bym2_beta_pred
Orellana la Vieja,17,3,17349.880188732423,17,3,25732.9822141,1.4831792458608353,0,orellana la vieja,1.376753141119899,0.2631088978466939,1.132312123023019,4.941997023386096,300.0,280448.872765263,4320425.98257526,0.45320106826717205,1.5733405035611718
ZahÂ¡nos,8,8,34622.18520358762,13,13,48823.1252513,1.4101687968049124,1,zahanos,,,,,,154558.043961957,4250039.7360852,0.440300020522467,1.553173132430646
Solana de los Barros,9,9,24372.08128640913,14,14,27640.8112099,1.1341177999973948,1,solana de los barros,1.244331058530589,0.1319322239189968,1.039926743263506,2.2686915312081437,300.0,192628.756595015,4292382.91168752,0.4020249263441418,1.4948485933221318
Valdelacalzada,4,4,5783.654776027909,18,18,25482.5956073,4.405967609429293,1,valdelacalzada,1.3338920677928103,0.2901678914982764,1.0756909427936958,5.140359032336688,300.0,179119.796748155,4311121.52191737,0.6320988217076942,1.8815554874880795
LobÃ³n,4,4,13693.286858202278,4,4,18797.0608856,1.3727208872675123,0,loba3n,,,,,,185833.310338901,4306467.35070999,0.4902521255403997,1.6327278204497566
Monterrubio de la Serena,16,16,3545.115595877848,16,16,6048.9566014,1.7062790867619495,0,monterrubio de la serena,1.246064216908385,0.1036453598630459,1.0833046412091545,1.987854678190479,300.0,287148.775343739,4274027.30723098,0.48199259884499585,1.619297800583557
Fuentes de LeÃ³n,8,8,12476.085121910028,8,8,17385.6661278,1.3935193578687557,0,fuentes de lea3n,,,,,,189675.859134885,4219378.23330193,0.46099609384871,1.5856526574692766
Garrovilla. La,14,14,7696.807884513601,14,14,17954.9690776,2.332781244771145,0,la garrovilla,1.2970131938473966,0.1361079465179274,1.055745684576971,2.2306958115294693,300.0,198539.938044477,4313652.36502644,0.548548303489642,1.7307386859747702
Berlanga,10,10,18397.78328712889,10,10,28292.7523103,1.537834850467754,0,berlanga,1.23559978379784,0.0806409800043783,1.0616208008830532,1.6929553579957,300.0,252650.474433837,4241128.02990056,0.4483099570304994,1.565663908987985
Higuera la Real,8,8,5919.874828587839,5,5,60809.5740084,10.272104692947682,1,higuera la real,1.2235907938743926,0.0724247393538792,1.1230268016449578,1.7246634623864354,300.0,176793.013622453,4227933.7002794,0.7105386694770781,2.03508720280376
Villar del Rey,18,18,25772.446889776424,18,18,27718.4357519,1.0755065621221835,0,villar del rey,1.2897765035955655,0.1047355568651457,1.0508834381034338,1.818208658234984,300.0,167542.663595038,4338566.28989181,0.43371740306724005,1.542982764302096
Granja de Torrehermosa,16,16,31686.87007402976,16,16,44021.0463071,1.3892519584374856,0,granja de torrehermosa,1.251072225733489,0.0789888610140742,1.058142014135675,1.7838976827814292,300.0,273049.541257479,4243628.07080504,0.4395659722866997,1.5520334467762404
MedellÂ¡n,3,3,10095.22632319643,3,3,17051.076752,1.6890237233038234,0,medellan,,,,,,243950.53556185,4316925.87894331,0.4862219098940349,1.6261608173496322
Bienvenida,10,10,17907.198368247646,2,1,33064.2365839,1.8464215285920007,1,bienvenida,1.2528349488248745,0.0823751230907733,1.0713322921525976,1.7754279451513812,300.0,219443.46491441,4244013.63346861,0.49269939987709815,1.6367284466617904
Codosera. La,39,39,23793.1262442104,39,39,35394.5134733,1.4875940685563578,0,la codosera,1.286895751433312,0.079560854005792,1.112448893611457,1.616190241583763,300.0,139734.35554601,4348134.85537526,0.46071116429382153,1.585200922522751
Valencia del Ventoso,5,5,10242.678485975046,5,5,17505.7821345,1.7091019852346316,0,valencia del ventoso,1.2332219062151988,0.097947822574667,1.1006871006983867,1.8122743644720287,300.0,196205.065608124,4241213.64596825,0.48891128199455186,1.6305400549429852
Coronada. La,17,3,4864.330925448042,17,3,5438.5785014,1.1180527362864536,0,la coronada,1.2996690538103812,0.1635780653129446,1.0638930462224117,2.94008369320005,300.0,268599.447152557,4311326.17069941,0.4334761744792031,1.5426105976389222
TorremejÂ¡a,14,14,13702.503547375643,14,14,16068.2475932,1.1726504968705118,0,torremejaa,,,,,,206697.645517188,4298978.53842531,0.4435113884679082,1.5581689602690962
Siruela,11,11,3253.024848357282,11,11,3687.4448453,1.1335433995107944,0,siruela,1.369968651725474,0.2061165417239386,1.1086928615301683,3.2941642166440417,300.0,322546.984187536,4316376.31409884,0.4226949307758358,1.5260686683610636
Higuera de Vargas,13,13,28067.820991878576,13,13,34603.2753077,1.2328450903870471,0,higuera de vargas,1.2438885245722362,0.0730188270342141,1.0843827788914249,1.7100336804415122,300.0,153287.045855984,4262862.96744994,0.41459236115085346,1.513753550150099
Segura de LeÃ³n,8,8,9255.476273020911,8,8,11361.0517047,1.2274950925882333,0,segura de lea3n,,,,,,190656.301240721,4225230.53342205,0.4454247175877169,1.5611531042287592
SalvaleÃ³n,9,9,28212.110599365536,13,13,39703.631184,1.407325802306081,1,salvalea3n,,,,,,169863.663790317,4269404.11659907,0.4302445429897391,1.5376334950678148
Pueblonuevo del Guadiana,4,4,2878.6148999979337,18,18,17642.6767016,6.128877017072574,1,pueblonuevo del guadiana,1.3350935009714977,0.3494937134297295,1.062485433807087,6.722196033239698,300.0,174503.538437169,4315036.37176893,0.6541855187214318,1.9235751632143407
Alange,14,14,18755.13219614948,14,14,24966.8330052,1.331200054688274,0,alange,1.278873971912999,0.095755057077674,1.1438679925051956,1.805800862119069,300.0,217966.889248342,4298087.44004889,0.45606568483181653,1.5778539824361966
Puebla de Obando,4,4,33316.79088338731,18,18,43667.0884925,1.3106631021378965,1,puebla de obando,1.3399167595714156,0.1530625444288859,1.0843238578147407,2.268426507139529,300.0,186736.392813196,4342911.20828484,0.44560873482454916,1.561440409743044
Albuera. La,4,4,20649.391651879658,4,4,22465.3687338,1.0879433695934109,0,la albuera,1.2476066523616207,0.1142079940024273,1.0397174872842183,2.200173025946079,300.0,167736.085267601,4292512.54141989,0.40147628018062925,1.494028675319374
Usagre,10,10,18896.901053398666,2,1,24923.2796511,1.3189083003965605,1,usagre,1.240002493659132,0.0837190578793611,1.0713322921525976,1.6813157143605697,300.0,223458.597186722,4250267.30977057,0.4433992832008971,1.5579942911126061
Fuenlabrada de los Montes,11,11,22040.378251680435,11,11,33618.0158553,1.5252921465962974,0,fuenlabrada de los montes,1.4279815029918927,0.3757825751713448,1.0890756465162086,5.794300508604257,300.0,333046.431007462,4333425.89643132,0.4692593881223636,1.5988096572085768
Alconchel,13,13,18948.21447747816,13,13,22273.9776364,1.1755185515170752,0,alconchel,1.2408859385545108,0.068180246890175,1.0465945693256744,1.5740149783899944,300.0,145191.636633673,4271016.32766759,0.4035542554184348,1.4971364577404382
Oliva de MÃ©rida,12,1,26073.570300097566,1,1,32404.4389955,1.242807894068069,0,oliva de marida,,,,,,228900.929205502,4298220.74069683,0.4474124075761382,1.56425927865765
Salvatierra de los Barros,9,9,19427.994936629995,9,9,26764.557837,1.3776284132408063,0,salvatierra de los barros,1.239817251938247,0.1107417250524599,1.079343245323658,1.825684827750417,300.0,178721.064239294,4266819.64927304,0.4331366482852557,1.542086929838461
Villalba de los Barros,9,9,11714.745000134291,9,9,14889.6061003,1.2710141023239785,0,villalba de los barros,1.2321329583218348,0.1058257700431887,1.0568737172335774,1.8461153166362647,300.0,194612.591293342,4279819.31539555,0.4186432762351465,1.519898074310518
Casas de Don Pedro,11,11,25282.954473122987,11,11,33489.3263813,1.3245812081377115,0,casas de don pedro,1.3843585908351557,0.2686712662854926,1.0618683713551542,3.822096698405996,300.0,298747.997151436,4330925.78555651,0.4368577711240997,1.5478359144377818
Esparragalejo,14,14,5336.021238277295,14,14,13499.5465227,2.5298899535599024,0,esparragalejo,1.2755740947123568,0.1251408444938038,1.064848879009403,2.4398715873646952,300.0,202274.773257213,4316313.78985354,0.5498805165327896,1.733045935158994
MontemolÃ­n,10,10,18162.110574112045,10,10,28423.9395481,1.5650130215931504,0,montemolan,,,,,,218601.742519996,4227961.0489293,0.4633525192858028,1.5893935355448479
Roca de la Sierra. La,4,4,24371.522884994625,18,18,34585.1994405,1.4190824103894577,1,la roca de la sierra,1.2761372218051,0.1061888904472696,1.0508834381034338,1.7614003837807952,300.0,181228.02521265,4335453.55515984,0.47039799606847227,1.6006311113528888
Campillo de Llerena,6,6,30311.59366618093,10,10,42735.0321746,1.4098576487015948,1,campillo de llerena,1.2784318383322406,0.0934936977105272,1.0381274979682968,1.8862807418471368,300.0,253200.344357668,4265427.35573756,0.4469762114737869,1.5635771036490889
