origin_id,destination_id,total_cost
8,Hinojosa del Valle,66039.8560843
8,Garbayuela,208318.8962552
8,Puebla del Prior,70148.1276438
8,Retamal de Llerena,103161.8273919
8,Mengabril,126991.8568940
8,Malcocinado,118810.5448984
8,Valle de Matamoros,62428.4635252
8,Zarza-Capilla,180681.4518320
8,Higuera de Llerena,75088.2478167
8,Baterno,217143.6125407
8,Atalaya,37635.9846015
8,Valverde de Burguillos,26790.5907541
8,Orellana de la Sierra,179300.8493250
8,"Lapa. La",52501.3026841
8,Tamurejo,215372.4877489
8,Aljucén,121700.4568454
8,Sancti-Spíritus,195018.5511885
8,Reina,75084.0219209
8,Casas de Reina,72251.5251041
8,Capilla,189228.2789280
8,Risco,197311.0945850
8,"Carrascalejo. El",117744.1428108
8,C ceres,188218.9476745
8,Plasencia,249655.4360409
8,Navalmoral de la Mata,257705.8758902
8,Coria,238670.9470916
8,Miajadas,156198.7553818
8,Trujillo,185106.6789119
8,Talayuela,281279.6380556
8,Moraleja,253847.7625317
8,Arroyo de la Luz,187459.7102372
8,Jara¡z de la Vera,272405.4306081
8,Valencia de Alc ntara,210227.1460040
8,Montehermoso,263576.8833799
8,Casar de Cáceres,183226.0521371
8,Malpartida de Plasencia,250738.9712143
8,Malpartida de Cáceres,179570.4073807
8,Hervás,316028.0571810
8,Torrejoncillo,251336.1775548
8,Jarandilla de la Vera,287796.1975515
8,Alcuéscar,138200.0917806
8,Losar de la Vera,289322.7468059
8,Madroñera,197154.0610377
8,Valverde del Fresno,316530.5621364
8,Garrovillas de Alconétar,205927.7772841
8,Aldeanueva de la Vera,282613.7086735
8,Cabezuela del Valle,281466.0901050
8,Brozas,215610.3878341
8,Villanueva de la Vera,300507.8158335
8,Guadalupe,218412.0657254
8,Logrosán,198545.0919762
8,Sierra de Fuentes,180125.3403461
8,Navaconcejo,278154.5646925
8,Ceclavín,245367.7869369
8,Montánchez,147775.1707280
8,Almoharín,157030.0141938
8,Aliseda,188076.1692506
8,Galisteo,251478.3100494
8,Madrigalejo,197814.6724422
8,Cilleros,305896.8957248
8,Zarza de Granadilla,278139.4486221
8,Madrigal de la Vera,309989.3446111
8,Cañamero,210677.4731017
8,Serradilla,238294.6767445
8,Torreorgaz,172482.4946287
8,Pinofranqueado,284871.3996914
8,Zorita,177793.9837319
8,Gata,287301.6480186
8,Alcántara,231572.9273142
8,Guijo de Galisteo,261695.3788914
8,Piornal,280725.6239863
8,Ahigal,274092.9162500
8,Peraleda de la Mata,270720.1446340
8,Navas del Madro¤o,206376.5474897
8,Nuñomoral,310703.4752623
8,Valdefuentes,156207.6846626
8,Zarza la Mayor,255648.4678914
8,Casatejada,250870.2164229
8,Casar de Palomero,292859.5687466
8,Jerte,287388.0596309
8,Almaraz,242127.9931443
8,Majadas,259829.5978803
8,Cañaveral,213877.2084253
8,Rosalejo,277766.9780276
8,Caminomorisco,289382.6486892
8,Riolobos,236185.8052587
8,Casta¤ar de Ibor,246853.0698650
8,Tornavacas,294468.9187633
8,Torrecillas de la Tiesa,211168.9149735
8,"Pesga. La",295517.8658293
8,Carcaboso,255939.7205935
8,Garganta la Olla,281019.5914508
8,Torremocha,165394.9904106
8,Eljas,317494.6676362
8,Campo Lugar,164260.6865400
8,Al¡a,228553.1360863
8,Arroyomolinos,145936.8234556
8,Monroy,214360.8777027
8,"Torno. El",271582.3867558
8,"Cumbre. La",175181.2182043
8,Hoyos,294937.8820921
8,Mohedas de Granadilla,283752.6215926
8,Perales del Puerto,294602.4825000
8,Talav n,210208.8690004
8,San Martín de Trevejo,315543.0454110
8,Cuacos de Yuste,278973.0887706
8,Tejeda de Tiétar,277606.0997795
8,Acehúche,231948.7352739
8,Escurial,176533.9713769
8,Garciaz,199610.9971844
8,Membrío,209604.6232384
8,Deleitosa,230055.4400707
8,Santibáñez el Bajo,277826.6745485
8,Saucedilla,246710.7353796
8,Aldeanueva del Camino,279653.8937376
8,Albalá,149823.2877530
8,Aldeacentenera,214646.4932534
8,Casas del Monte,274992.6953534
8,Valdeobispo,260754.0233522
8,Holguera,240752.1291394
8,Mirabel,239662.8204866
8,Aldea del Cano,149986.9149896
8,Baños de Montemayor,324167.6379802
8,Navezuelas,232139.9911600
8,Casas de Millán,217965.3111587
8,Salorino,202563.8884731
8,Torrecilla de los Ángeles,275135.6259851
8,Acebo,296836.0501230
8,Santiago de Alcántara,231649.1586272
8,Pasarón de la Vera,280828.9660124
8,Villamiel,307555.9467941
8,Villar del Pedroso,275645.7172509
8,Belvís de Monroy,261657.7805570
8,Casas del Castañar,270358.0908358
8,Torre de Santa María,152943.0346007
8,Guijo de Granadilla,275266.9007857
8,Torremenga,274722.1253140
8,Zarza de Montánchez,163637.2732605
8,Aceituna,270928.2875310
8,Torrejón el Rubio,226053.9842915
8,Torrequemada,169237.4036942
8,Jaraicejo,232181.4045726
8,Valverde de la Vera,297413.7847787
8,Torre de Don Miguel,283364.3206825
8,Pozuelo de Zarzón,263160.4860100
8,Villa del Campo,262152.2761394
8,Plasenzuela,174252.8440671
8,Bohonal de Ibor,269032.8073620
8,Berzocana,216202.3020690
8,Casares de las Hurdes,318444.5869781
8,Hernán-Pérez,275086.6444163
8,Villanueva de la Sierra,270038.5211976
8,Cadalso,279678.2395423
8,Navalvillar de Ibor,239856.2574298
8,Arroyomolinos de la Vera,272251.1620551
8,Cedillo,253138.6550434
8,"Garganta. La",330511.0093692
8,Ibahernando,177023.4746871
8,Calzadilla,249602.0911453
8,Barrado,272182.2189947
8,Casillas de Coria,248492.6236297
8,Villasbuenas de Gata,285686.3673818
8,Valdelacasa de Tajo,283584.6426042
8,Abertura,170636.9360048
8,Palomero,283305.4889294
8,Serrejón,248926.9434443
8,Hinojal,203527.3727327
8,Gargantilla,281823.9028561
8,Santibáñez el Alto,280804.1178858
8,Cabañas del Castillo,231157.8916830
8,Robledillo de Trujillo,168501.4236884
8,Cabezabellosa,271501.1483458
8,Morcillo,253842.9450007
8,Portaje,237261.1627757
8,Guijo de Santa Bárbara,292239.7686068
8,Robledollano,243802.5317169
8,Puerto de Santa Cruz,175718.9488975
8,Herreruela,193562.7435933
8,Valdastillas,273699.0810470
8,Cabrero,271908.2607642
8,Herguijuela,188899.7225571
8,Talaveruela de la Vera,296288.3217810
8,"Granja. La",275641.6424780
8,"Aldea del Obispo. La",201165.8271228
8,Casas de Don Gómez,246938.2188533
8,Aldehuela de Jerte,260128.0205516
8,"Gordo. El",275942.0056063
8,Carrascalejo,268394.1463954
8,Mata de Alcántara,230215.9878532
8,Fresnedoso de Ibor,256838.5164740
8,Abadía,282278.7821791
8,Santa Cruz de Paniagua,273766.8744395
8,Villamesías,167951.2174973
8,Santa Marta de Magasca,193529.1105522
8,Santiago del Campo,204588.4804949
8,Robledillo de la Vera,285140.9804822
8,Salvatierra de Santiago,162002.0035014
8,Santa Ana,168929.8737474
8,Peraleda de San Román,279028.5770991
8,Oliva de Plasencia,258770.8343093
8,Herrera de Alcántara,254840.7882732
8,Santa Cruz de la Sierra,178996.7483012
8,Portezuelo,217837.1261099
8,Alcollarín,172098.0111679
8,Viandar de la Vera,295406.0988782
8,Millanes,256337.4463684
8,Marchagaz,286555.8635681
8,Rebollar,276279.6895239
8,Guijo de Coria,256145.4607427
8,Valdemorales,160987.0929460
8,Villar de Plasencia,264066.7798223
8,Ladrillar,323405.6600661
8,Carbajo,226274.2516533
8,Romangordo,233111.7675460
8,Casas de Don Antonio,143395.5454071
8,Valdehúncar,260344.0672445
8,Conquista de la Sierra,186686.3699872
8,Piedras Albas,241592.2362398
8,Collado,275632.3025162
8,Botija,176175.5238615
8,Huélaga,251143.6413031
8,Cerezo,283190.3309190
8,Descargamaría,288918.5629459
8,Segura de Toro,278339.7675626
8,Toril,261269.3354945
8,Mesas de Ibor,276474.6480346
8,Pescueza,244959.7235659
8,Villa del Rey,222406.1945627
8,Jarilla,270390.7939146
8,Casas de Miravete,232140.8693280
8,Gargüera,265880.2939558
8,Robledillo de Gata,291877.8638242
8,Valdecañas de Tajo,285211.8233526
8,Pedroso de Acim,220171.0591476
8,Berrocalejo,283354.7377065
8,Garvín,283366.0933757
8,Higuera,236477.5444637
8,Benquerencia,166442.0658622
8,Cachorrilla,246823.2700065
8,Campillo de Deleitosa,290093.1473380
8,Ruanes,165800.6556635
9,Badajoz,68049.0035185
9,Mérida,79533.2209283
9,Don Benito,86584.3981940
9,Almendralejo,21513.8872336
9,Villanueva de la Serena,98131.5241891
9,Zafra,13791.7663832
9,Montijo,65715.3681151
9,Villafranca de los Barros,14785.2907611
9,Olivenza,68135.6032521
9,Jerez de los Caballeros,51676.5838920
9,Azuaga,86674.5400335
9,"Santos de Maimona. Los",13934.5366904
9,Guareña,61784.3384358
9,Fuente del Maestre,2678.4297041
9,Castuera,100085.2953634
9,Calamonte,51256.3770241
9,Llerena,69081.5731195
9,Puebla de la Calzada,66370.6382586
9,San Vicente de Alcántara,147265.1672614
9,Alburquerque,115808.0426207
9,Aceuchal,19997.2444242
9,Oliva de la Frontera,68793.6461590
9,Talavera la Real,58359.8645091
9,Cabeza del Buey,135225.2236025
9,Campanario,115576.2438796
9,Fregenal de la Sierra,52927.1135756
9,Quintana de la Serena,112444.5108567
9,Fuente de Cantos,39603.8339625
9,Navalvillar de Pela,129446.7673459
9,Monesterio,57355.4677077
9,Santa Amalia,89465.5516717
9,Santa Marta,32747.0820169
9,Arroyo de San Serván,43244.6826497
9,Valverde de Leganés,57142.7408793
9,Zalamea de la Serena,90143.4361672
9,Hornachos,40572.8315161
9,Barcarrota,46282.8850495
9,Herrera del Duque,188303.9113193
9,Villanueva del Fresno,84341.2866421
9,Talarrubias,151059.9742323
9,"Zarza. La",56523.8632245
9,Ribera del Fresno,23554.3354292
9,Burguillos del Cerro,32119.4985937
9,Orellana la Vieja,127945.5582916
9,Zah¡nos,71407.0855127
9,Puebla de Sancho P‚rez,17690.8850901
9,Solana de los Barros,31660.3031962
9,Valdelacalzada,73908.0837372
9,Lobón,60397.5288692
9,Monterrubio de la Serena,111843.1126217
9,Fuentes de León,63477.9728828
9,"Garrovilla. La",66002.0829032
9,Berlanga,74251.4869146
9,Higuera la Real,80371.6369292
9,Villar del Rey,101885.9618470
9,Granja de Torrehermosa,103840.7848969
9,Medell¡n,81336.2739362
9,Bienvenida,43187.2314830
9,"Codosera. La",127689.2986135
9,Valencia del Ventoso,34673.9273596
9,"Coronada. La",107827.5286358
9,Torremej¡a,37445.6206810
9,Siruela,168930.1117386
9,Higuera de Vargas,69560.0372339
9,Segura de León,57453.3584597
9,Salvaleón,39910.2296067
9,Pueblonuevo del Guadiana,77636.5823129
9,Alange,51104.6842964
9,Puebla de Obando,99724.2889286
9,"Albuera. La",45680.6172676
9,Usagre,38505.6511706
9,Fuenlabrada de los Montes,180054.6959720
9,Alconchel,68452.7501459
9,Oliva de Mérida,52749.9351148
9,Salvatierra de los Barros,26764.5578370
9,Villalba de los Barros,14889.6061003
9,Casas de Don Pedro,141424.0009834
9,Esparragalejo,61546.6603482
9,Montemolín,54494.6550053
9,"Roca de la Sierra. La",89581.2063751
9,Campillo de Llerena,88693.7667789
9,Cabeza la Vaca,69396.0669197
9,Villar de Rena,102342.1873606
9,Trujillanos,64425.3390285
9,Valle de la Serena,74321.4051751
9,"Parra. La",19451.1216502
9,Mirandilla,66109.2093499
9,"Haba. La",92646.7837736
9,Villagonzalo,61707.8431569
9,Feria,14715.4742388
9,Medina de las Torres,24252.4087778
9,Valdetorres,71451.0289680
9,Almendral,40545.0232618
9,Corte de Peleas,35632.3974147
9,Cheles,88471.2540265
9,Puebla de Alcocer,145298.1491557
9,Torre de Miguel Sesmero,38854.9821235
9,Valdecaballeros,213706.5022050
9,Peñalsordo,151298.1263058
9,Valle de Santa Ana,49431.2028463
9,Valverde de Mérida,69923.8300508
9,Castilblanco,204099.8173309
9,Bodonal de la Sierra,52353.6359010
9,"Nava de Santiago. La",84085.4010235
9,Esparragosa de la Serena,94968.6238346
9,Maguilla,72040.6067718
9,Calera de León,66334.1518370
9,Ahillones,68871.1884922
9,Higuera de la Serena,80292.7971732
9,Esparragosa de Lares,142730.7521058
9,Torremayor,71167.4369305
9,Villagarcía de la Torre,47349.2053977
9,Cordobilla de Lácara,96679.6310285
9,Benquerencia de la Serena,106883.1214896
9,Llera,45363.6509848
9,San Pedro de Mérida,70901.2645947
9,Calzadilla de los Barros,32426.4943954
9,Puebla de la Reina,44385.3639616
9,Acedera,116577.2127926
9,Táliga,63086.7889495
9,Valencia del Mombuey,88753.2286329
9,Puebla del Maestre,72509.9528122
9,Manchita,70314.2593426
9,"Morera. La",23296.1273983
9,Fuente del Arco,83229.2179915
9,Don Álvaro,77479.7067339
9,Alconera,23791.8232291
9,Nogales,32961.7894842
9,Helechosa de los Montes,232931.5738789
9,Valverde de Llerena,76729.7033588
9,Palomas,40639.1977274
9,Trasierra,72773.5241869
9,Valencia de las Torres,51905.9028547
9,Garlitos,167756.1114782
9,Rena,99525.3328981
9,Malpartida de la Serena,89580.0685548
9,Peraleda del Zaucejo,90930.6470097
9,Magacela,99231.2793524
9,Entrín Bajo,39234.9654309
9,Villarta de los Montes,263567.3668300
9,Carmonita,87201.0561086
9,Cristina,59094.4168583
9,Hinojosa del Valle,32584.2121464
9,Garbayuela,173554.1127551
9,Puebla del Prior,27922.7486174
9,Retamal de Llerena,65892.2049539
9,Mengabril,79180.0472617
9,Malcocinado,102556.8417410
9,Valle de Matamoros,60158.7334286
9,Zarza-Capilla,146104.7854718
9,Higuera de Llerena,54976.7502072
9,Baterno,182378.8290406
9,Atalaya,28523.7145442
9,Valverde de Burguillos,29800.4054477
9,Orellana de la Sierra,131489.0396926
9,"Lapa. La",20765.1355932
9,Tamurejo,180607.7042488
9,Aljucén,71579.6913679
9,Sancti-Spíritus,160253.7676884
9,Reina,77541.9202399
9,Casas de Reina,74709.4234231
9,Capilla,154651.6125678
9,Risco,162546.3110849
9,"Carrascalejo. El",67623.3773333
9,C ceres,138098.1821970
9,Plasencia,199534.6705634
9,Navalmoral de la Mata,207585.1104128
9,Coria,188550.1816141
9,Miajadas,106077.9899043
9,Trujillo,134985.9134344
9,Talayuela,231158.8725781
9,Moraleja,203726.9970542
9,Arroyo de la Luz,137338.9447598
9,Jara¡z de la Vera,222284.6651306
9,Valencia de Alc ntara,163679.8165677
9,Montehermoso,213456.1179024
9,Casar de Cáceres,133105.2866596
9,Malpartida de Plasencia,200618.2057368
9,Malpartida de Cáceres,129449.6419032
9,Hervás,265907.2917035
9,Torrejoncillo,201215.4120773
9,Jarandilla de la Vera,237675.4320740
9,Alcuéscar,88079.3263031
9,Losar de la Vera,239201.9813284
9,Madroñera,147033.2955602
9,Valverde del Fresno,266409.7966589
9,Garrovillas de Alconétar,155807.0118066
9,Aldeanueva de la Vera,232492.9431960
9,Cabezuela del Valle,231345.3246275
9,Brozas,165489.6223566
9,Villanueva de la Vera,250387.0503560
9,Guadalupe,170600.2560931
9,Logrosán,150733.2823438
9,Sierra de Fuentes,130004.5748687
9,Navaconcejo,228033.7992150
9,Ceclavín,195247.0214594
9,Montánchez,97654.4052505
9,Almoharín,106909.2487163
9,Aliseda,134051.8315614
9,Galisteo,201357.5445719
9,Madrigalejo,150002.8628098
9,Cilleros,255776.1302473
9,Zarza de Granadilla,228018.6831446
9,Madrigal de la Vera,259868.5791336
9,Cañamero,162865.6634693
9,Serradilla,188173.9112671
9,Torreorgaz,122361.7291512
9,Pinofranqueado,234750.6342139
9,Zorita,129982.1740995
9,Gata,237180.8825411
9,Alcántara,181452.1618367
9,Guijo de Galisteo,211574.6134139
9,Piornal,230604.8585088
9,Ahigal,223972.1507725
9,Peraleda de la Mata,220599.3791565
9,Navas del Madro¤o,156255.7820122
9,Nuñomoral,260582.7097848
9,Valdefuentes,106086.9191851
9,Zarza la Mayor,205527.7024139
9,Casatejada,200749.4509454
9,Casar de Palomero,242738.8032691
9,Jerte,237267.2941534
9,Almaraz,192007.2276668
9,Majadas,209708.8324028
9,Cañaveral,163756.4429478
9,Rosalejo,227646.2125501
9,Caminomorisco,239261.8832117
9,Riolobos,186065.0397812
9,Casta¤ar de Ibor,199041.2602327
9,Tornavacas,244348.1532859
9,Torrecillas de la Tiesa,161048.1494960
9,"Pesga. La",245397.1003519
9,Carcaboso,205818.9551160
9,Garganta la Olla,230898.8259733
9,Torremocha,115274.2249331
9,Eljas,267373.9021587
9,Campo Lugar,116448.8769076
9,Al¡a,180741.3264539
9,Arroyomolinos,95816.0579781
9,Monroy,164240.1122252
9,"Torno. El",221461.6212783
9,"Cumbre. La",125060.4527269
9,Hoyos,244817.1166146
9,Mohedas de Granadilla,233631.8561151
9,Perales del Puerto,244481.7170225
9,Talav n,160088.1035229
9,San Martín de Trevejo,265422.2799335
9,Cuacos de Yuste,228852.3232931
9,Tejeda de Tiétar,227485.3343020
9,Acehúche,181827.9697964
9,Escurial,128722.1617445
9,Garciaz,151799.1875520
9,Membrío,163057.2938020
9,Deleitosa,179934.6745932
9,Santibáñez el Bajo,227705.9090710
9,Saucedilla,196589.9699021
9,Aldeanueva del Camino,229533.1282601
9,Albalá,99702.5222756
9,Aldeacentenera,166834.6836211
9,Casas del Monte,224871.9298759
9,Valdeobispo,210633.2578747
9,Holguera,190631.3636619
9,Mirabel,189542.0550091
9,Aldea del Cano,99866.1495121
9,Baños de Montemayor,274046.8725027
9,Navezuelas,184328.1815276
9,Casas de Millán,167844.5456812
9,Salorino,156016.5590367
9,Torrecilla de los Ángeles,225014.8605076
9,Acebo,246715.2846455
9,Santiago de Alcántara,185101.8291908
9,Pasarón de la Vera,230708.2005349
9,Villamiel,257435.1813166
9,Villar del Pedroso,227833.9076185
9,Belvís de Monroy,211537.0150795
9,Casas del Castañar,220237.3253583
9,Torre de Santa María,102822.2691232
9,Guijo de Granadilla,225146.1353082
9,Torremenga,224601.3598365
9,Zarza de Montánchez,113516.5077830
9,Aceituna,220807.5220535
9,Torrejón el Rubio,175933.2188140
9,Torrequemada,119116.6382167
9,Jaraicejo,182060.6390951
9,Valverde de la Vera,247293.0193012
9,Torre de Don Miguel,233243.5552050
9,Pozuelo de Zarzón,213039.7205325
9,Villa del Campo,212031.5106619
9,Plasenzuela,124132.0785896
9,Bohonal de Ibor,220254.5414990
9,Berzocana,168390.4924367
9,Casares de las Hurdes,268323.8215006
9,Hernán-Pérez,224965.8789389
9,Villanueva de la Sierra,219917.7557201
9,Cadalso,229557.4740648
9,Navalvillar de Ibor,192044.4477974
9,Arroyomolinos de la Vera,222130.3965776
9,Cedillo,206591.3256070
9,"Garganta. La",280390.2438917
9,Ibahernando,126902.7092096
9,Calzadilla,199481.3256678
9,Barrado,222061.4535172
9,Casillas de Coria,198371.8581522
9,Villasbuenas de Gata,235565.6019043
9,Valdelacasa de Tajo,235772.8329719
9,Abertura,122825.1263725
9,Palomero,233184.7234519
9,Serrejón,198806.1779668
9,Hinojal,153406.6072552
9,Gargantilla,231703.1373786
9,Santibáñez el Alto,230683.3524084
9,Cabañas del Castillo,183346.0820507
9,Robledillo de Trujillo,118380.6582109
9,Cabezabellosa,221380.3828683
9,Morcillo,203722.1795232
9,Portaje,187140.3972982
9,Guijo de Santa Bárbara,242119.0031293
9,Robledollano,193681.7662394
9,Puerto de Santa Cruz,125598.1834200
9,Herreruela,147015.4141569
9,Valdastillas,223578.3155695
9,Cabrero,221787.4952867
9,Herguijuela,138778.9570796
9,Talaveruela de la Vera,246167.5563035
9,"Granja. La",225520.8770005
9,"Aldea del Obispo. La",151045.0616453
9,Casas de Don Gómez,196817.4533759
9,Aldehuela de Jerte,210007.2550741
9,"Gordo. El",225821.2401288
9,Carrascalejo,220582.3367631
9,Mata de Alcántara,180095.2223757
9,Fresnedoso de Ibor,206717.7509965
9,Abadía,232158.0167016
9,Santa Cruz de Paniagua,223646.1089620
9,Villamesías,117830.4520198
9,Santa Marta de Magasca,143408.3450747
9,Santiago del Campo,154467.7150175
9,Robledillo de la Vera,235020.2150047
9,Salvatierra de Santiago,111881.2380239
9,Santa Ana,118809.1082699
9,Peraleda de San Román,230250.7246726
9,Oliva de Plasencia,208650.0688319
9,Herrera de Alcántara,208293.4588368
9,Santa Cruz de la Sierra,128875.9828237
9,Portezuelo,167716.3606324
9,Alcollarín,124286.2015355
9,Viandar de la Vera,245285.3334007
9,Millanes,206216.6808909
9,Marchagaz,236435.0980906
9,Rebollar,226158.9240464
9,Guijo de Coria,206024.6952652
9,Valdemorales,110866.3274685
9,Villar de Plasencia,213946.0143448
9,Ladrillar,273284.8945886
9,Carbajo,179726.9222169
9,Romangordo,182991.0020685
9,Casas de Don Antonio,93274.7799296
9,Valdehúncar,210223.3017670
9,Conquista de la Sierra,138874.5603548
9,Piedras Albas,191471.4707624
9,Collado,225511.5370387
9,Botija,126054.7583841
9,Huélaga,201022.8758256
9,Cerezo,233069.5654415
9,Descargamaría,238797.7974684
9,Segura de Toro,228219.0020851
9,Toril,211148.5700170
9,Mesas de Ibor,227696.3821717
9,Pescueza,194838.9580885
9,Villa del Rey,172285.4290852
9,Jarilla,220270.0284371
9,Casas de Miravete,182020.1038505
9,Gargüera,215759.5284783
9,Robledillo de Gata,241757.0983467
9,Valdecañas de Tajo,236433.5574896
9,Pedroso de Acim,170050.2936701
9,Berrocalejo,233233.9722290
9,Garvín,234588.2409491
9,Higuera,186356.7789862
9,Benquerencia,116321.3003847
9,Cachorrilla,196702.5045290
9,Campillo de Deleitosa,241314.8814750
9,Ruanes,115679.8901860
10,Badajoz,127405.5534039
10,Mérida,102198.3966594
10,Don Benito,107823.0461814
10,Almendralejo,78111.7013299
10,Villanueva de la Serena,119370.1721765
10,Zafra,53942.1448991
10,Montijo,122313.1822113
10,Villafranca de los Barros,60738.0966719
10,Olivenza,126813.3307174
10,Jerez de los Caballeros,85123.7233874
10,Azuaga,39019.7364178
10,"Santos de Maimona. Los",59091.5518405
10,Guareña,83022.9864232
10,Fuente del Maestre,67729.1970607
10,Castuera,85573.5725807
10,Calamonte,101740.8133928
10,Llerena,2715.1680274
10,Puebla de la Calzada,122968.4523549
10,San Vicente de Alcántara,206620.3974782
10,Alburquerque,175163.2728376
10,Aceuchal,78150.7013528
10,Oliva de la Frontera,102240.7856545
10,Talavera la Real,116559.4084621
10,Cabeza del Buey,120525.3836800
10,Campanario,106242.5296497
10,Fregenal de la Sierra,66345.9508530
10,Quintana de la Serena,97932.7880740
10,Fuente de Cantos,27807.3720877
10,Navalvillar de Pela,139498.3871602
10,Monesterio,34135.9940873
10,Santa Amalia,111240.0816298
10,Santa Marta,97797.8493735
10,Arroyo de San Serván,99842.4967460
10,Valverde de Leganés,115820.4683446
10,Zalamea de la Serena,75631.7133845
10,Hornachos,43687.6690674
10,Barcarrota,101173.0966725
10,Herrera del Duque,173792.1885366
10,Villanueva del Fresno,128600.1914146
10,Talarrubias,136548.2514496
10,"Zarza. La",87629.9186145
10,Ribera del Fresno,52268.7465157
10,Burguillos del Cerro,65566.6380891
10,Orellana la Vieja,125552.9125583
10,Zah¡nos,104854.2250081
10,Puebla de Sancho P‚rez,49634.3815543
10,Solana de los Barros,89520.2286739
10,Valdelacalzada,130505.8978335
10,Lobón,116995.3429654
10,Monterrubio de la Serena,94689.8991143
10,Fuentes de León,60660.2981102
10,"Garrovilla. La",116486.5192719
10,Berlanga,28292.7523103
10,Higuera la Real,113818.7764247
10,Villar del Rey,161241.1920638
10,Granja de Torrehermosa,56185.9812812
10,Medell¡n,102574.9219236
10,Bienvenida,36931.5818523
10,"Codosera. La",187044.5288304
10,Valencia del Ventoso,46919.3450793
10,"Coronada. La",112773.6267649
10,Torremej¡a,87930.0570497
10,Siruela,154418.3889559
10,Higuera de Vargas,110470.1723788
10,Segura de León,55925.6205451
10,Salvaleón,94800.4412298
10,Pueblonuevo del Guadiana,134234.3964092
10,Alange,82210.7396863
10,Puebla de Obando,156322.1030249
10,"Albuera. La",104411.5741350
10,Usagre,40592.0464789
10,Fuenlabrada de los Montes,165542.9731893
10,Alconchel,122059.9728873
10,Oliva de Mérida,73988.5831022
10,Salvatierra de los Barros,81654.7694600
10,Villalba de los Barros,79940.3734570
10,Casas de Don Pedro,150678.0518847
10,Esparragalejo,112031.0967169
10,Montemolín,28423.9395481
10,"Roca de la Sierra. La",146179.0204713
10,Campillo de Llerena,42735.0321746
10,Cabeza la Vaca,49964.4153861
10,Villar de Rena,123580.8353480
10,Trujillanos,106083.6882515
10,Valle de la Serena,74734.7455546
10,"Parra. La",78128.8491155
10,Mirandilla,116593.6457185
10,"Haba. La",113885.4317610
10,Villagonzalo,84373.0188881
10,Feria,73393.2017041
10,Medina de las Torres,43086.0404561
10,Valdetorres,92689.6769554
10,Almendral,99222.7507271
10,Corte de Peleas,100683.1647714
10,Cheles,142078.4767679
10,Puebla de Alcocer,130786.4263730
10,Torre de Miguel Sesmero,97532.7095888
10,Valdecaballeros,199194.7794223
10,Peñalsordo,136598.2863832
10,Valle de Santa Ana,104321.4144693
10,Valverde de Mérida,92589.0057819
10,Castilblanco,189588.0945482
10,Bodonal de la Sierra,58803.7512045
10,"Nava de Santiago. La",134569.8373922
10,Esparragosa de la Serena,80456.9010519
10,Maguilla,26081.8721675
10,Calera de León,41388.9988273
10,Ahillones,20341.6671587
10,Higuera de la Serena,65781.0743905
10,Esparragosa de Lares,128219.0293231
10,Torremayor,121651.8732992
10,Villagarcía de la Torre,43039.6192436
10,Cordobilla de Lácara,147164.0673972
10,Benquerencia de la Serena,92371.3987069
10,Llera,30354.6759021
10,San Pedro de Mérida,97811.8373154
10,Calzadilla de los Barros,60656.7682216
10,Puebla de la Reina,57955.6872664
10,Acedera,136413.3727517
10,Táliga,117977.0005726
10,Valencia del Mombuey,122200.3681283
10,Puebla del Maestre,24454.3008906
10,Manchita,91552.9073299
10,"Morera. La",81973.8548635
10,Fuente del Arco,16862.8128994
10,Don Álvaro,100144.8824650
10,Alconera,60451.3013330
10,Nogales,91639.5169495
10,Helechosa de los Montes,218419.8510962
10,Valverde de Llerena,28310.2222079
10,Palomas,61877.8457148
10,Trasierra,6913.3958795
10,Valencia de las Torres,23705.9272609
10,Garlitos,153056.2715557
10,Rena,120763.9808855
10,Malpartida de la Serena,75068.3457721
10,Peraleda del Zaucejo,70984.6423432
10,Magacela,119931.6372480
10,Entrín Bajo,98517.3924603
10,Villarta de los Montes,249055.6440473
10,Carmonita,137685.4924773
10,Cristina,80333.0648457
10,Hinojosa del Valle,42391.5740028
10,Garbayuela,159042.3899724
10,Puebla del Prior,55527.5201144
10,Retamal de Llerena,53885.3211092
10,Mengabril,100418.6952491
10,Malcocinado,54902.0381253
10,Valle de Matamoros,93605.8729240
10,Zarza-Capilla,131404.9455492
10,Higuera de Llerena,19994.4925150
10,Baterno,167867.1062579
10,Atalaya,51159.2879534
10,Valverde de Burguillos,59945.3489821
10,Orellana de la Sierra,130888.5453146
10,"Lapa. La",64094.9400328
10,Tamurejo,166095.9814661
10,Aljucén,122064.1277366
10,Sancti-Spíritus,145742.0449057
10,Reina,11175.5151478
10,Casas de Reina,8343.0183310
10,Capilla,139951.7726452
10,Risco,148034.5883022
10,"Carrascalejo. El",118107.8137020
10,C ceres,188582.6185657
10,Plasencia,250019.1069321
10,Navalmoral de la Mata,236871.7114892
10,Coria,239034.6179828
10,Miajadas,132985.5208437
10,Trujillo,169562.8756605
10,Talayuela,260445.4736546
10,Moraleja,254211.4334229
10,Arroyo de la Luz,187823.3811284
10,Jara¡z de la Vera,251571.2662071
10,Valencia de Alc ntara,223035.0467845
10,Montehermoso,263940.5542711
10,Casar de Cáceres,183589.7230283
10,Malpartida de Plasencia,248674.9345114
10,Malpartida de Cáceres,179934.0782719
10,Hervás,316391.7280722
10,Torrejoncillo,251699.8484460
